Unnamed: 0,_id,inter_api_access_duration(sec),api_access_uniqueness,sequence_length(count),vsession_duration(min),ip_type,num_sessions,num_users,num_unique_apis,source,classification,score_lof,anomaly_vote_count
166,d94602ce-8c8b-3cc3-ba30-ee2848967193,7.316289653326194e-05,0.0028510239593093,16.822787660436838,328,default,4890.0,4441.0,213.0,E,normal,0.0067025467174322215,3
326,9b24d9c6-42d4-300f-9fcf-3d1f42baa49a,8.983481766758935e-05,0.0030840052954627,14.877350044762755,359,default,4799.0,4468.0,205.0,E,normal,0.006691572574115382,3
1245,30b2cafb-a06c-353c-b582-7fe421f456ba,4.189119658119658,0.2051282051282051,117.0,29408,default,2.0,1.0,24.0,E,outlier,0.0065968891087792355,1
1553,3b022510-cfd1-3f82-b537-925fe2155b29,4.17793085106383,0.1702127659574468,94.0,23564,default,2.0,1.0,16.0,F,outlier,0.006570990178981077,1
1189,4eb11b59-214f-398e-adde-eaf4017377c2,0.020774193548387,0.2258064516129032,155.0,194,default,31.0,1.0,35.0,E,outlier,0.006504981869240256,1
195,33f1ff34-282f-3722-838b-2da79297a581,0.0009452799412796,0.0020796803001264,29.688861985472155,6955,default,4862.0,4130.0,255.0,E,normal,0.006367480599579306,4
559,2d21c74a-192f-3864-958f-1b04cfe78518,0.0008396656223064,0.0018948981406739,31.37626100021464,7365,default,5415.0,4659.0,277.0,E,normal,0.006318366949574054,5
193,10934e63-2f6e-391e-a870-bdbc5b494f6e,8.468588397931494e-05,0.0027989691601385,15.066340961686809,298,default,4208.0,3889.0,164.0,E,normal,0.006243477865205143,3
92,c2d4957c-1385-33ce-b47b-1c5a56b459ca,0.0007904060567347,0.0022647426032925,29.261682242990656,6534,default,5493.0,4708.0,312.0,E,normal,0.006243240560252572,5
164,4d9e8716-5bf7-3588-8819-22332cbc9621,0.0007118914888328,0.0024429215637538,30.120855614973262,6015,default,5512.0,4675.0,344.0,E,normal,0.006238837100494922,5
575,1551e943-4cba-3a23-b608-5f27bf680152,9.21001521380248e-05,0.0029294662221215,15.571068548387096,342,default,4250.0,3968.0,181.0,E,normal,0.006198630861387947,3
381,f8b3a76e-2948-3252-b85e-fa99951ba0da,0.0007873606564795,0.0019836181798983,30.500575109270763,6264,default,5106.0,4347.0,263.0,E,normal,0.006196800223182402,4
453,53d442e0-764d-3e00-af9f-21920664b959,0.0008653463799812,0.0021373590479166,30.201158052755737,7312,default,5471.0,4663.0,301.0,E,normal,0.00618637333414394,5
23,90462da0-f6fb-379b-bd9d-1aec761b27a1,0.0007481497753975,0.0039693661891812,85.88874430709174,5926,default,1720.0,1537.0,524.0,E,normal,0.006180763977790573,4
206,b427b6cb-2e15-3767-a499-b4870fd2f10a,8.060268799841006e-05,0.0034531587707748,17.68585237258348,390,default,5097.0,4552.0,278.0,E,normal,0.006166693973434329,3
583,429f155a-1c58-3437-b1f5-8538e06e8170,0.0009740273525209,0.002212696468667,28.871994342291373,7158,default,4906.0,4242.0,271.0,E,normal,0.0061241945936122075,4
307,c46667b4-230e-326e-91c4-ceb52e38a520,0.0007881859005905,0.0023991141732283,31.28409910993505,6151,default,5205.0,4157.0,312.0,E,normal,0.0060605302756477995,5
310,28660e09-7e96-3a2d-89d7-a90b36e6e9b0,0.0007625546889861,0.0020448925242533,30.76517922457937,5773,default,5134.0,4101.0,258.0,E,normal,0.006046989364476623,4
1610,29b7f7d1-b9b1-3b95-abbb-fc29fcb51e86,0.0042666666666666,0.2666666666666666,15.0,4,datacenter,15.0,1.0,4.0,E,outlier,0.0060397842533911755,1
321,4862b58d-5b2b-3a3e-b917-ad4e7d24758c,0.0008935898612513,0.0025613856512343,29.44166052566937,6427,default,4749.0,4071.0,307.0,E,normal,0.006021390698087839,4
1548,00f8e644-4699-367c-8005-b0f8e8ab6ab9,3.840117647058824,0.5294117647058824,17.0,3917,default,3.0,1.0,9.0,F,outlier,0.005961610432612447,1
62,b00a8232-9d49-342d-8f19-980b36d388a9,0.0006286427976686,0.0035964427402934,83.57836257309941,5391,default,1919.0,1710.0,514.0,E,normal,0.005957004779349288,4
1389,79f6ac06-681f-342b-89e7-b5e79599262c,3.836141791044776,0.3134328358208955,67.0,15422,default,2.0,1.0,21.0,E,outlier,0.005947314019959618,1
414,c8f19c4a-c08c-33f5-90a8-994296b74e7b,7.105233665807464e-05,0.0029138182225708,14.704202142268608,229,default,3895.0,3641.0,156.0,E,normal,0.005940749390098197,2
1519,fd0508b6-8b60-3a55-8dfe-597287671806,0.0109593495934959,0.1869918699186991,123.0,81,default,39.0,1.0,23.0,E,outlier,0.005911649264919442,1
882,1418fbf4-5eac-350c-84e1-2025954c2f27,1.6625615763546798e-05,0.0277093596059113,13.533333333333331,2,default,1047.0,120.0,45.0,E,normal,0.005869655974230864,1
1132,a8ad1f11-bb24-3356-97af-5719e690b8c8,3.78996875,0.6875,16.0,3639,default,2.0,1.0,11.0,E,outlier,0.005856443173478804,1
1144,e541b697-27ce-3a29-b437-91b80df1c0f4,0.0072118644067796,0.2796610169491525,118.0,52,default,45.0,1.0,33.0,E,outlier,0.005815581924273151,1
553,0f78b45f-48be-3399-bfc9-29cb7af8772c,6.906012947653462e-05,0.003371411150763,15.873327640193567,232,default,3857.0,3513.0,188.0,E,normal,0.00579568947340205,3
1413,e6358114-bf57-31fa-abe1-62435c9888ae,3.705173333333333,0.44,75.0,16674,default,2.0,1.0,33.0,E,outlier,0.005788462569004629,1
1530,bc21c4ca-8fb9-3472-a1b6-2bf4b6e1e3fd,3.6822241379310334,0.4827586206896552,29.0,6408,default,2.0,1.0,14.0,E,outlier,0.00574267845277269,1
