v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,score_ecod,anomaly_vote_count,GERCEK_ETIKET_label
0.62,-19.35,-15.15,-1.41,3.71,0.6,-34.45,27.24,-10.12,22.79,-29.0,0.6843777133752076,5.0,0
4.48,-16.75,-9.54,-0.36,1.73,-0.39,-12.01,31.18,22.48,45.64,-40.62,0.6843456742903574,5.0,0
-5.5,-0.9,8.06,-1.52,3.37,-0.18,83.43,-40.4,-108.35,-19.85,78.55,0.6842750370404341,5.0,0
4.67,-15.59,-8.37,-0.99,1.65,0.07,-12.01,36.2,11.15,51.62,-42.83,0.684234310261765,5.0,0
-13.04,3.42,12.38,-0.79,1.52,-0.33,84.33,18.37,2.34,-43.25,1.47,0.6842173491326563,5.0,0
2.8,-20.99,-6.21,-0.92,1.34,0.38,-35.34,23.11,-10.98,26.96,-38.01,0.6842131349240688,5.0,0
-11.66,3.66,-1.55,0.71,-1.18,0.26,53.66,-32.17,-0.43,-84.64,67.18,0.6842027178285364,4.0,0
-0.56,-16.53,-8.39,-0.69,1.69,-0.81,-15.57,36.92,-2.23,41.63,-50.55,0.6841993438023152,5.0,0
7.48,-13.96,-8.31,-0.46,0.7,0.48,-42.28,34.76,-2.23,57.84,-45.38,0.6841929694897464,5.0,0
1.02,-18.91,-13.4,0.9,-1.79,0.11,-25.72,25.98,25.39,25.4,-29.41,0.6841499839181654,5.0,0
3.74,-16.25,-8.47,-0.62,0.52,1.18,-24.66,37.81,2.05,44.52,-36.55,0.6840730798017127,5.0,0
3.62,-16.54,-8.76,-0.72,1.49,-0.29,-43.53,24.19,-15.44,49.89,-48.1,0.68401657909823,5.0,0
2.76,-16.16,-9.58,-0.48,1.29,1.02,-26.08,29.57,-17.5,27.53,-32.93,0.6839754971645032,5.0,0
0.47,-16.85,-8.65,-0.43,1.2,-0.88,-15.57,36.92,-2.23,41.52,-50.21,0.6839711505155434,5.0,0
3.76,-15.76,-8.75,-0.93,1.47,0.19,-12.01,36.2,11.15,52.33,-43.6,0.6839306009099585,5.0,0
-8.38,6.56,-5.51,-0.08,0.07,-0.14,38.33,-33.78,15.68,-62.96,-111.18,0.6838974267240038,3.0,0
4.18,-15.72,-8.24,-0.96,1.56,0.14,-12.01,36.2,11.15,51.4,-42.67,0.6838632463633674,5.0,0
2.23,-16.91,-8.82,-0.18,0.75,-0.88,-15.57,36.92,-2.23,44.01,-51.82,0.683839468270381,5.0,0
3.27,-16.4,-9.6,0.59,-0.75,0.17,-8.99,33.15,15.78,43.23,-36.01,0.683814819726457,5.0,0
-8.17,5.33,-2.19,-0.57,0.48,-0.37,40.67,-35.39,14.82,-63.32,-109.0,0.683814416826919,4.0,0
4.85,-17.93,-10.8,-0.29,1.58,-0.4,-12.01,31.18,22.48,44.98,-40.53,0.683749944826201,5.0,0
-10.1,0.15,3.67,2.22,-3.24,-0.73,37.43,-20.34,-24.35,-41.95,71.15,0.6836945556977979,5.0,0
1.39,-16.82,-11.36,1.87,-3.04,0.22,-14.86,31.54,-7.37,20.7,-19.24,0.6835293687024478,5.0,0
3.81,-16.3,-8.73,-0.69,0.66,1.24,-19.14,37.99,6.0,42.31,-36.29,0.6834782650127184,5.0,0
-10.15,4.07,-1.2,0.28,-0.54,0.31,57.99,-30.02,8.58,-83.37,-91.23,0.6834667874453669,4.0,0
9.55,-14.75,-9.12,-0.23,0.28,-0.57,-41.57,36.56,-2.23,59.26,-49.56,0.6834663094784692,5.0,0
3.36,-16.51,-7.19,-0.77,0.82,1.32,-19.14,37.99,6.0,42.13,-36.2,0.6834131477151706,5.0,0
6.25,-8.59,-14.54,-0.43,0.38,0.08,-20.56,12.18,62.29,19.06,-66.13,0.6833688901650097,5.0,0
-5.42,3.01,13.08,-0.14,-1.21,-0.14,21.01,-27.69,-16.2,-19.57,101.66,0.6833457346274731,3.0,0
-9.4,3.53,-4.07,-0.8,0.72,-0.85,43.2,-20.87,14.9,-67.73,-80.29,0.6832554821902087,5.0,0
2.36,-18.2,-12.25,0.41,-1.07,0.09,-25.72,25.98,25.39,25.29,-29.47,0.6832115999061283,5.0,0
-2.08,2.8,10.06,-0.3,0.41,-0.27,290.88,77.15,262.33,-10.95,97.6,0.6832033783242782,4.0,0
-8.96,-0.52,4.91,-2.11,3.1,-0.52,44.64,-19.98,-14.99,-58.71,38.87,0.6831837729875736,5.0,0
-11.75,1.97,-2.29,0.17,0.09,-0.26,61.06,-27.33,12.22,-76.91,-61.3,0.6830687466931952,4.0,0
6.44,-14.62,-11.43,-0.13,0.2,-0.72,-16.82,35.66,-12.35,28.74,-35.54,0.6830431325596086,5.0,0
2.13,1.84,-8.96,-0.53,0.72,-0.2,-1.35,-7.79,43.16,8.05,-97.59,0.6830087314250033,5.0,0
3.48,-14.89,-11.26,-0.84,-0.9,-0.46,-11.84,32.43,-15.44,15.86,1.79,0.6829779259799802,5.0,0
1.68,-16.17,-13.99,0.83,-1.87,-0.76,-44.24,29.57,2.4,16.81,-33.82,0.6829537449368797,5.0,0
3.8,-24.0,-5.55,-0.62,2.53,-0.41,-5.43,33.51,-12.69,39.77,-33.03,0.6829328785281926,5.0,0
-9.69,4.65,1.9,0.07,0.26,0.05,47.53,-23.38,6.58,-83.0,-97.59,0.682889284219411,4.0,0
4.4,-9.96,-20.87,-0.17,-0.32,-0.04,-28.93,4.12,55.94,19.71,-76.03,0.6828234123984293,5.0,0
-10.97,3.89,0.92,0.25,-0.03,0.24,58.71,-28.58,8.58,-82.19,-59.83,0.68282093649554,4.0,0
-10.63,-1.0,-2.65,-1.3,1.96,0.88,71.16,-6.18,3.55,-58.13,-42.29,0.682780646043007,4.0,0
4.49,-15.49,-8.97,-1.04,1.8,-0.2,-9.88,35.84,4.29,50.05,-41.29,0.6827141958846213,5.0,0
-8.53,3.76,0.48,-0.19,0.91,-0.07,54.74,-19.44,6.58,-83.31,-60.15,0.6826725505171696,4.0,0
4.49,-15.49,-8.97,-1.04,1.8,-0.2,-9.88,35.84,4.29,50.15,-41.3,0.6826432576529622,5.0,0
-7.51,1.25,3.86,1.63,-2.54,-0.81,37.43,-20.34,-24.35,-41.41,72.01,0.6826185744908184,5.0,0
-8.61,5.55,-4.58,0.42,-0.15,0.24,41.03,-32.88,13.08,-65.72,-109.91,0.6825945516698233,3.0,0
-12.23,2.04,-1.66,0.89,-1.27,0.56,61.24,-26.43,12.39,-80.08,-54.33,0.6825843728225799,4.0,0
2.4,-23.23,-11.69,-0.59,1.12,1.29,-29.28,23.11,26.42,29.82,-35.82,0.682548930357887,5.0,0
-11.28,5.73,5.29,0.12,-0.61,0.27,61.42,-31.99,9.78,-84.5,-32.74,0.682445661383748,3.0,0
2.17,-17.45,-5.95,0.63,-1.75,-0.47,-44.95,28.85,-11.66,24.63,-32.1,0.6824418284305437,5.0,0
1.32,-19.21,-10.99,0.28,-0.2,1.92,-10.59,38.35,7.37,31.29,-31.96,0.6824349641538601,5.0,0
1.39,-17.55,-13.11,0.72,-0.42,-1.02,-12.01,22.94,33.8,46.57,-59.67,0.6823749270003094,5.0,0
-10.46,5.73,3.66,0.34,-0.52,-0.08,50.42,-32.88,-5.28,-82.02,79.05,0.6823695511181552,4.0,0
-0.56,-16.53,-8.39,-0.69,1.69,-0.81,-15.57,36.92,-2.23,41.53,-50.35,0.6823493731681406,5.0,0
7.33,-13.64,-13.77,0.22,0.34,0.06,-26.26,32.97,22.48,42.36,-78.35,0.6822688661652465,5.0,0
-9.9,4.4,-0.13,0.27,-1.15,0.01,56.91,-31.45,3.72,-86.59,-13.74,0.6822167375231936,4.0,0
7.48,-13.96,-8.31,-0.46,0.7,0.48,-42.28,34.76,-2.23,57.97,-45.45,0.6822124614324682,5.0,0
4.04,-15.68,-9.13,-0.19,0.62,-0.58,-4.71,27.42,-3.77,21.51,7.12,0.6822021177894684,5.0,0
3.45,-15.62,-7.58,-0.43,1.52,0.04,-11.66,35.12,-9.78,52.86,-33.02,0.682154081672081,5.0,0
4.35,-15.39,-8.72,-0.87,1.56,-0.29,-9.88,35.84,4.29,48.6,-39.43,0.6821385337835106,5.0,0
3.29,-15.69,-8.87,-0.93,1.41,0.22,-12.01,36.2,11.15,52.26,-43.59,0.6821235507163094,5.0,0
3.36,-16.51,-7.19,-0.77,0.82,1.32,-19.14,37.99,6.0,40.14,-36.19,0.6821196864751694,5.0,0
0.91,-16.74,-9.09,-0.52,2.01,0.11,-41.75,26.7,15.78,56.29,-14.13,0.6821062457676396,5.0,0
-8.96,-0.52,4.91,-2.11,3.1,-0.52,44.64,-19.98,-14.99,-58.42,41.56,0.6820864707119604,5.0,0
-9.58,4.63,-5.62,0.35,-0.42,0.69,49.51,-28.4,10.48,-71.74,-103.11,0.6820808813672318,4.0,0
4.08,-10.71,-20.02,-0.66,0.06,0.16,-39.79,27.6,18.7,26.75,-75.37,0.6820242811536429,5.0,0
2.98,-19.77,-11.8,0.87,-1.18,-0.23,-25.9,34.05,-17.33,27.68,-28.75,0.6820205362331798,5.0,0
3.06,-11.23,-17.59,-0.65,0.47,1.12,-35.87,25.44,27.97,22.32,-79.38,0.6819713842997239,5.0,0
1.93,-21.26,-8.05,-0.41,0.64,0.16,-35.34,23.11,-10.98,27.0,-37.73,0.681907296140359,5.0,0
-10.95,3.07,2.54,1.96,-3.12,0.16,54.93,-15.32,1.56,-78.74,48.45,0.6818663565096734,4.0,0
1.6,-17.21,-13.4,-0.44,0.65,-0.19,-5.43,21.68,31.57,40.8,-56.53,0.6818025903759788,5.0,0
-8.8,3.45,-3.09,0.97,-1.27,0.09,44.1,-24.28,8.49,-80.77,-88.5,0.6817042477477004,4.0,0
1.42,-15.64,-13.48,0.96,-2.01,-0.79,-44.24,29.57,2.4,17.11,-36.13,0.6816617181268161,5.0,0
3.91,-13.19,-14.79,-0.97,1.04,0.61,-46.91,27.95,14.93,28.45,-60.24,0.6816418887433163,5.0,0
-7.09,-0.87,1.7,-0.65,0.03,-0.96,64.48,-5.28,-1.12,-52.6,-9.84,0.6816240437221016,5.0,0
3.32,-15.66,-10.28,0.09,0.95,0.12,-16.11,37.09,-5.49,55.51,-37.97,0.6815424750566064,5.0,0
-7.96,5.76,-3.52,-0.06,0.01,-0.14,38.33,-33.78,15.68,-63.04,-111.16,0.6815143401919082,3.0,0
4.61,-21.46,-11.3,0.14,0.49,0.72,-23.23,29.57,-9.26,31.62,-35.48,0.6814816669027466,5.0,0
5.27,-8.69,-16.59,-0.95,1.35,0.26,-22.52,14.15,63.49,21.11,-70.96,0.6813634610266753,5.0,0
-6.26,-0.73,-9.25,-1.5,1.56,0.49,60.16,-0.08,15.94,-57.25,-53.99,0.6813594036368174,4.0,0
-8.83,5.18,-6.74,0.12,0.11,0.14,39.22,-33.96,13.78,-65.28,-109.59,0.6813498360483259,3.0,0
5.61,-16.05,-6.94,-0.51,0.44,-0.15,-20.38,32.08,22.99,32.68,-43.12,0.6812817798904889,5.0,0
2.43,0.55,-8.77,-0.31,0.36,-0.07,-7.48,-11.73,40.74,9.62,-100.68,0.6812810117857161,5.0,0
3.64,-15.9,-7.86,-0.56,1.38,-0.2,-43.53,24.19,-15.44,49.6,-47.66,0.6810931761521639,5.0,0
4.38,-15.3,-9.21,-0.99,1.74,-0.27,-9.88,35.84,4.29,48.66,-39.77,0.6810864187056004,5.0,0
2.8,-20.99,-6.21,-0.92,1.34,0.38,-35.34,23.11,-10.98,26.89,-38.13,0.6810515336585331,5.0,0
8.22,-11.99,-12.96,0.35,0.4,0.49,-25.55,34.41,20.07,45.65,-72.21,0.6809895876485034,5.0,0
0.47,-16.85,-8.65,-0.43,1.2,-0.88,-15.57,36.92,-2.23,41.57,-50.14,0.6809841078864988,5.0,0
3.73,-16.62,-9.41,-0.76,1.51,-0.34,-43.53,24.19,-15.44,44.87,-43.82,0.680923850403977,5.0,0
-8.32,-4.51,-5.12,1.25,-2.78,1.67,33.28,30.91,32.76,-24.3,-21.72,0.6808750157603864,5.0,0
-10.7,-0.17,9.02,-2.65,5.03,-0.48,67.01,-0.8,-30.85,-59.98,21.48,0.6807961590526987,5.0,0
-9.36,-0.38,11.76,-2.04,3.94,-0.27,61.42,1.88,-2.25,-60.29,16.46,0.6807097198187357,5.0,0
2.76,-16.16,-9.58,-0.48,1.29,1.02,-26.08,29.57,-17.5,27.53,-32.97,0.6806872038436197,5.0,0
-4.09,3.57,8.52,-1.03,-0.78,-1.12,30.75,-21.05,-53.91,-22.94,97.47,0.6806673797441771,4.0,0
5.29,-17.81,-11.43,-0.64,0.99,-0.28,-17.36,38.71,-1.2,46.58,-53.65,0.6806338455793464,5.0,0
4.5,-19.63,-6.43,-0.72,2.35,0.23,-45.67,25.62,-11.32,25.32,-29.66,0.6806330306395668,5.0,0
2.23,-16.91,-8.82,-0.18,0.75,-0.88,-15.57,36.92,-2.23,44.06,-51.72,0.6805980835514712,5.0,0
1.69,-16.1,-13.05,0.61,-1.66,-0.76,-44.24,29.57,2.4,16.86,-33.73,0.6805554367523111,5.0,0
3.34,-16.92,-9.75,-0.64,1.42,-0.23,-43.53,24.19,-15.44,49.71,-47.93,0.6805167410106127,5.0,0
7.6,-13.32,-13.64,0.26,0.41,0.06,-26.26,32.97,22.48,43.38,-77.39,0.6805150435535986,5.0,0
2.37,-13.95,-9.16,0.74,-0.84,0.47,-7.38,34.05,-4.29,31.39,-27.05,0.6804699909173844,5.0,0
1.42,-14.61,-12.33,-0.11,0.28,-0.12,-30.71,22.04,28.14,28.17,-37.04,0.6804673949538746,5.0,0
2.94,-12.46,-14.9,-0.65,-0.25,-0.41,-53.32,13.62,37.92,15.28,-61.3,0.6803892520887008,5.0,0
3.25,-15.24,-7.98,-0.24,1.28,0.08,-11.66,35.12,-9.78,52.66,-33.02,0.6803820208442453,5.0,0
2.71,-10.93,-9.52,0.75,0.62,1.23,-29.46,33.69,-16.64,35.88,-5.86,0.6803242304573385,5.0,0
3.74,-16.25,-8.47,-0.62,0.52,1.18,-24.66,37.81,2.05,42.68,-36.35,0.6802942825152029,5.0,0
4.35,-15.39,-8.72,-0.87,1.56,-0.29,-9.88,35.84,4.29,46.43,-37.35,0.6802444518932816,5.0,0
-5.42,3.01,13.08,-0.14,-1.21,-0.14,21.01,-27.69,-16.2,-21.4,101.34,0.6802388531778473,3.0,0
2.04,-14.95,-9.77,0.02,0.32,-0.15,-20.03,35.3,-12.01,44.7,-43.9,0.6802169990798852,5.0,0
3.84,-16.55,-9.62,-0.76,1.5,-0.4,-43.53,24.19,-15.44,44.71,-43.69,0.6801321309160916,5.0,0
-8.71,3.8,-0.17,-0.54,1.32,-0.19,53.84,-19.62,0.52,-83.53,-58.88,0.6801082685718403,4.0,0
1.67,-15.87,-10.66,1.38,-2.31,0.19,-18.25,33.15,-13.72,18.74,-14.5,0.6801060380541999,5.0,0
-8.99,0.59,-2.08,3.24,-4.91,0.51,48.07,-4.57,1.9,-59.49,59.83,0.6801046331583902,4.0,0
4.92,-9.64,-19.1,-0.37,0.12,-0.14,-28.93,4.12,55.94,19.77,-76.1,0.6800977829464492,5.0,0
3.29,-15.69,-8.87,-0.93,1.41,0.22,-12.01,36.2,11.15,52.14,-43.54,0.6800046850503535,5.0,0
-8.57,5.69,-4.62,-0.51,0.55,-0.09,38.33,-33.78,15.68,-63.28,-111.15,0.6799664329916271,3.0,0
4.38,-15.3,-9.21,-0.99,1.74,-0.27,-9.88,35.84,4.29,48.63,-39.83,0.6799306064928891,5.0,0
-9.34,3.18,-2.72,-0.77,0.73,-0.82,43.2,-20.87,14.9,-67.55,-79.79,0.6799101184034948,5.0,0
3.4,-10.64,-16.4,-1.29,0.93,0.58,-39.79,27.6,18.7,26.14,-76.6,0.6798616608229168,5.0,0
-3.19,5.47,5.44,-0.71,-1.21,-0.5,36.53,-25.36,-43.51,-31.8,108.11,0.6797931743891744,4.0,0
2.36,-18.2,-12.25,0.41,-1.07,0.09,-25.72,25.98,25.39,24.1,-28.25,0.6797822589381151,5.0,0
-11.57,0.01,16.48,-0.67,1.43,-0.28,81.44,24.46,1.99,-43.56,-4.55,0.6797799156897045,5.0,0
3.84,-16.55,-9.62,-0.76,1.5,-0.4,-43.53,24.19,-15.44,44.82,-43.79,0.6797529248012841,5.0,0
9.37,-14.22,-8.79,-0.07,0.12,-0.52,-36.76,36.38,-1.02,59.65,-49.78,0.6797478986566351,5.0,0
4.76,-15.28,-8.33,-1.05,1.8,-0.11,-9.88,35.84,4.29,49.92,-41.21,0.6797054693503124,5.0,0
3.73,-16.62,-9.41,-0.76,1.51,-0.34,-43.53,24.19,-15.44,44.86,-43.81,0.6796233489735751,5.0,0
2.66,-11.71,-17.29,-0.57,0.05,0.47,-41.57,26.16,23.16,24.71,-80.21,0.6795997964553038,5.0,0
2.06,-14.07,-15.89,0.78,0.35,0.89,-22.87,32.08,-12.01,24.64,-32.13,0.6795724054793559,5.0,0
1.86,-14.94,-8.89,-0.93,1.24,0.18,-13.08,32.26,15.61,52.55,-45.08,0.6795710119638861,5.0,0
-1.41,1.57,14.07,-0.74,1.29,-0.49,166.59,-24.46,-214.97,-10.65,84.42,0.679552130874648,5.0,0
4.11,-17.91,-12.45,0.54,-0.05,0.75,-18.07,28.67,-9.78,30.64,-34.02,0.6794924787505787,5.0,0
-10.87,2.86,1.98,2.16,-2.97,0.19,51.5,-19.98,4.76,-72.64,39.77,0.6794896000470133,4.0,0
7.58,-15.19,-10.02,-0.55,0.9,-1.11,-16.82,35.66,-12.35,23.57,-32.09,0.6794527298408704,5.0,0
3.19,-12.09,-16.89,-0.6,-0.41,-0.42,-55.46,15.05,29.34,15.22,-61.15,0.6794149528031974,5.0,0
4.33,-11.09,-14.82,-0.29,0.48,1.15,-23.59,10.57,49.42,23.0,-70.29,0.6793962785730328,5.0,0
4.3,-10.8,-15.18,0.0,-0.11,-0.1,-34.45,21.14,35.52,29.22,-84.19,0.6793802731634616,5.0,0
-5.24,3.74,7.42,-0.82,-1.56,-0.9,32.02,-21.05,-16.03,-30.44,94.74,0.6793745856863285,4.0,0
4.49,-10.26,-15.89,0.28,-0.49,-0.15,-34.45,21.14,35.52,29.18,-83.98,0.6793635786060359,5.0,0
3.98,-17.43,-11.96,0.64,-0.11,0.75,-18.07,28.67,-9.78,30.61,-34.02,0.6793446788080875,5.0,0
-9.55,3.61,-1.4,-0.94,1.01,-0.79,47.53,-21.95,11.09,-68.98,-83.1,0.6793278147505751,5.0,0
-9.94,4.22,-0.18,0.27,-1.18,0.04,56.91,-31.45,3.72,-86.7,-5.32,0.67931134340107,4.0,0
2.83,-17.33,-11.64,-0.68,1.63,-0.18,-12.01,32.61,-13.21,52.15,-33.48,0.6793000931025336,5.0,0
3.73,-18.36,-13.13,-0.84,1.78,-0.73,0.0,0.0,0.0,52.67,-62.47,0.6792893286818111,5.0,0
-8.83,5.18,-6.74,0.12,0.11,0.14,39.22,-33.96,13.78,-65.11,-109.49,0.6792659022735315,3.0,0
1.36,-15.5,-11.22,0.43,-1.51,-0.67,-48.16,27.77,5.83,17.04,-33.66,0.6792509834593445,5.0,0
-9.02,3.73,-2.8,0.24,-1.07,0.08,56.91,-31.45,3.72,-86.76,6.91,0.6792092993899578,4.0,0
2.05,-22.07,-6.82,-0.74,1.85,1.47,-29.28,23.11,26.42,29.91,-35.85,0.6791943461309851,5.0,0
3.34,-16.92,-9.75,-0.64,1.42,-0.23,-43.53,24.19,-15.44,49.59,-47.79,0.6791180157615214,5.0,0
0.91,-16.74,-9.09,-0.52,2.01,0.11,-41.75,26.7,15.78,56.46,-12.74,0.6790968314303779,5.0,0
2.89,-19.34,-11.71,-1.25,1.63,0.59,-35.34,23.11,-10.98,26.39,-35.73,0.6790538349853209,5.0,0
-11.28,5.73,5.29,0.12,-0.61,0.27,61.42,-31.99,9.78,-84.11,-35.69,0.679044306353319,3.0,0
0.93,0.09,6.71,-0.21,-0.08,0.12,143.86,8.15,-307.89,-5.32,97.44,0.6790118296877634,4.0,0
1.39,-17.55,-13.11,0.72,-0.42,-1.02,-12.01,22.94,33.8,46.72,-59.91,0.6789022443380157,5.0,0
4.76,-15.28,-8.33,-1.05,1.8,-0.11,-9.88,35.84,4.29,49.84,-41.18,0.6788982044943318,5.0,0
4.67,-8.04,-18.68,0.44,-1.35,0.14,-32.13,-3.76,52.16,23.4,-78.47,0.6788538095198956,5.0,0
-9.03,3.86,-5.33,0.25,-0.45,0.31,57.99,-30.02,8.58,-83.15,-90.27,0.6788325385807579,4.0,0
-4.22,3.55,10.99,-1.23,-0.71,-1.18,26.24,-13.71,-62.75,-18.83,92.37,0.6787995025096375,4.0,0
-10.54,4.22,2.41,0.36,-0.23,0.89,49.15,-19.98,8.49,-88.42,-69.37,0.6787396065145375,4.0,0
2.9,-16.52,-9.15,1.14,-1.26,-0.26,-29.46,28.67,25.56,27.27,-14.51,0.6787065773752267,5.0,0
6.73,-11.96,-19.27,-0.3,0.18,0.02,-36.76,-3.04,48.73,16.73,-61.85,0.6786575972663736,5.0,0
-9.43,3.43,-0.69,-1.08,1.23,-0.75,47.53,-21.95,11.09,-69.72,-83.94,0.6786380964397131,5.0,0
3.78,-12.82,-14.25,0.23,-0.41,0.68,-36.23,8.6,60.57,22.04,-68.1,0.678625036358347,5.0,0
-9.18,3.61,-2.41,-1.14,1.3,-0.69,47.53,-21.95,11.09,-70.14,-84.34,0.6784458763593937,5.0,0
9.93,-13.38,-9.09,0.08,0.11,0.08,-42.64,35.12,0.17,60.98,-54.32,0.6783667304643795,5.0,0
4.61,-21.46,-11.3,0.14,0.49,0.72,-23.23,29.57,-9.26,31.64,-35.55,0.6783455531283982,5.0,0
2.61,-15.17,-8.97,-0.96,1.37,0.23,-12.01,36.2,11.15,52.38,-44.08,0.6782971039183116,5.0,0
2.9,-15.46,-9.06,-0.94,1.39,0.23,-12.01,36.2,11.15,52.57,-44.18,0.6782967079537667,5.0,0
-4.53,4.07,6.76,-0.75,-1.06,-0.77,30.75,-21.05,-53.91,-28.9,105.18,0.678272097543349,4.0,0
1.22,-3.37,-11.23,2.48,-2.37,0.34,-17.04,10.3,62.06,7.11,-83.92,0.6782680953445799,5.0,0
2.61,-13.42,-11.79,0.0,0.47,-0.75,-10.95,21.86,34.83,47.35,-65.44,0.678225563827552,5.0,0
8.22,-11.99,-12.96,0.35,0.4,0.49,-25.55,34.41,20.07,45.66,-72.43,0.6782175475414887,5.0,0
2.88,-18.37,-10.48,-1.99,2.37,-0.19,-42.64,29.75,-13.9,23.68,-32.62,0.6781574795024902,5.0,0
-8.17,5.33,-2.19,-0.57,0.48,-0.37,40.67,-35.39,14.82,-63.23,-108.97,0.6781479896293657,4.0,0
3.19,-17.16,-11.89,0.05,-0.66,0.01,-25.72,25.98,25.39,24.1,-28.34,0.6781329125836284,5.0,0
5.99,-14.74,-12.89,0.2,0.53,-1.34,-0.8,33.15,-5.14,49.14,-22.5,0.6780997668262838,5.0,0
7.33,-13.64,-13.77,0.22,0.34,0.06,-26.26,32.97,22.48,42.39,-78.08,0.6779976933673196,5.0,0
0.51,0.16,8.94,0.16,-0.67,0.3,143.86,8.15,-307.89,-5.66,97.65,0.6779585357002417,4.0,0
-11.7,1.78,0.11,1.71,-2.1,0.14,51.68,-20.16,11.87,-73.86,-21.66,0.677906532580912,4.0,0
-9.69,4.65,1.9,0.07,0.26,0.05,47.53,-23.38,6.58,-83.04,-97.82,0.6778745882252144,4.0,0
2.82,-17.85,-8.92,0.7,-1.22,0.32,-12.37,30.46,19.04,44.89,-37.52,0.6778003570898526,5.0,0
-9.51,2.27,-1.79,1.47,-2.33,0.32,47.71,-18.19,5.72,-83.74,50.84,0.67779858155645,4.0,0
3.91,-13.19,-14.79,-0.97,1.04,0.61,-46.91,27.95,14.93,28.45,-60.19,0.6777431824140404,5.0,0
4.33,-11.09,-14.82,-0.29,0.48,1.15,-23.59,10.57,49.42,22.82,-70.11,0.67769077871709,5.0,0
-9.87,-3.05,-7.31,-0.41,1.51,-0.39,19.67,-37.63,6.34,-44.28,-75.2,0.6776687703040588,5.0,0
4.8,-15.4,-8.04,-1.02,1.74,-0.02,-9.88,35.84,4.29,51.76,-42.93,0.6776559176243566,5.0,0
-0.37,-19.84,-12.7,1.33,-2.5,0.05,-25.72,25.98,25.39,25.57,-29.4,0.6776037090531696,5.0,0
7.6,-13.32,-13.64,0.26,0.41,0.06,-26.26,32.97,22.48,43.39,-77.15,0.6775918737961139,5.0,0
5.01,-11.56,-10.57,0.12,0.58,-0.38,-6.85,33.15,-3.43,51.35,-24.5,0.6775787857853404,5.0,0
3.89,-16.53,-9.57,-0.14,0.4,0.24,-40.32,27.06,-16.13,24.95,-23.72,0.6775784601923718,5.0,0
2.96,-17.35,-9.47,0.67,-1.09,0.26,-12.37,30.46,19.04,44.71,-37.43,0.6775195610092567,5.0,0
1.72,-18.93,-7.26,-1.08,1.68,0.54,-5.25,26.16,1.2,32.89,-40.82,0.6775047886514352,5.0,0
-11.7,1.78,0.11,1.71,-2.1,0.14,51.68,-20.16,11.87,-74.08,-18.99,0.677454694436657,4.0,0
4.32,-15.26,-9.3,-0.92,1.64,-0.3,-9.88,35.84,4.29,48.67,-39.59,0.677441073175332,5.0,0
1.23,-16.26,-8.99,-0.51,1.68,0.23,-41.75,26.7,15.78,55.39,-11.88,0.6774171932014791,5.0,0
2.13,1.84,-8.96,-0.53,0.72,-0.2,-1.35,-7.79,43.16,7.88,-97.13,0.6773945365810042,5.0,0
3.64,-15.9,-7.86,-0.56,1.38,-0.2,-43.53,24.19,-15.44,49.51,-47.48,0.6773928455203689,5.0,0
-3.79,4.07,11.32,-0.74,-0.28,-0.19,21.01,-27.69,-16.2,-23.67,103.77,0.6773092874576592,4.0,0
2.8,-16.31,-11.51,-0.76,2.84,-0.06,-19.85,36.92,-9.78,49.56,-43.1,0.677293450128282,5.0,0
-8.48,4.08,-3.67,-1.12,1.23,-0.64,47.53,-21.95,11.09,-70.82,-84.46,0.6772643701192601,5.0,0
2.48,-14.13,-11.73,-0.25,0.62,-0.75,-10.95,21.86,34.83,45.15,-62.51,0.6772513062211839,5.0,0
-9.03,3.86,-5.33,0.25,-0.45,0.31,57.99,-30.02,8.58,-83.23,-89.42,0.6772489814411434,4.0,0
-9.43,3.43,-0.69,-1.08,1.23,-0.75,47.53,-21.95,11.09,-69.13,-83.48,0.6772300502833156,5.0,0
0.53,-15.59,-16.34,-2.66,1.13,-0.7,-49.23,24.91,12.69,15.29,-45.52,0.6772268688684926,5.0,0
3.27,-16.4,-9.6,0.59,-0.75,0.17,-8.99,33.15,15.78,43.08,-35.97,0.6772109955984031,5.0,0
4.44,-9.98,-16.64,-0.32,0.58,1.14,-23.59,10.57,49.42,22.97,-70.39,0.6771217239208571,5.0,0
3.83,-11.26,-17.83,-0.58,0.0,0.09,-44.95,27.77,17.5,26.86,-75.32,0.6771007857085629,5.0,0
5.27,-8.69,-16.59,-0.95,1.35,0.26,-22.52,14.15,63.49,21.03,-70.88,0.6770905648522467,5.0,0
-8.89,5.54,-5.36,-0.17,0.41,0.05,39.22,-33.96,13.78,-64.97,-109.5,0.6770502789704005,3.0,0
5.32,-8.76,-18.81,0.78,-0.24,-0.47,-34.09,-3.58,57.83,23.38,-71.88,0.6769865209987416,5.0,0
4.48,-23.46,-12.48,-0.09,0.74,0.77,-23.23,29.57,-9.26,31.65,-35.6,0.676978349726266,5.0,0
5.03,-18.75,-11.84,1.31,-2.24,0.02,-6.14,32.79,4.8,33.7,-28.94,0.6769700467911645,5.0,0
1.39,-16.82,-11.36,1.87,-3.04,0.22,-14.86,31.54,-7.37,22.82,-23.77,0.6768999852857756,5.0,0
5.23,-10.28,-17.56,0.21,-0.41,-0.16,-31.24,24.73,35.86,26.85,-79.98,0.6768942722860591,5.0,0
