v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,score_ts_autoencoder,anomaly_vote_count,GERCEK_ETIKET_label
-8.64,-5.05,-0.77,0.01,0.0,0.0,56.73,16.57,11.26,-34.4,-5.75,0.9995878918162432,1,0
-8.55,-5.07,-0.56,0.0,0.0,0.0,45.54,18.72,9.52,-34.61,-3.99,0.9995837171140641,1,0
-8.67,-5.09,-0.71,0.0,0.0,0.0,52.04,16.21,10.22,-34.8,-4.49,0.9995835389166258,1,0
-8.65,-5.09,-0.76,0.0,0.0,0.0,54.38,17.11,12.13,-34.87,-4.86,0.9995830980610454,1,0
-8.57,-5.09,-0.83,0.0,0.0,0.0,49.69,17.82,12.13,-34.36,-5.93,0.999582910587576,1,0
-8.61,-5.0,-0.48,0.0,0.0,0.0,46.99,15.86,9.18,-34.58,-2.85,0.9995826215659773,1,0
-8.57,-5.21,-0.65,0.0,0.0,0.0,55.83,18.19,11.09,-34.31,-5.16,0.9995815182064961,1,0
-8.71,-4.99,-0.84,0.0,0.0,0.0,53.12,15.5,11.96,-34.49,-5.79,0.9995807287674335,1,0
-8.52,-5.01,-0.43,0.0,-0.01,0.01,47.89,17.47,9.01,-34.62,-2.52,0.9995801814816023,1,0
-8.52,-5.07,-0.49,0.0,0.0,0.0,46.27,14.42,9.52,-34.65,-2.76,0.9995799959609816,1,0
-8.59,-4.98,-0.45,0.0,0.0,0.0,49.33,17.82,7.97,-34.37,-3.24,0.9995788637969828,1,0
-8.68,-5.14,-0.9,0.0,0.0,0.0,54.56,15.14,12.3,-34.46,-5.93,0.9995787949590683,1,0
-8.69,-5.08,-0.52,0.0,0.0,0.0,56.19,16.75,10.05,-34.7,-3.32,0.9995783770494594,1,0
-8.67,-5.11,-0.56,0.0,0.0,0.0,53.84,16.57,10.57,-34.81,-3.63,0.9995781602832604,1,0
-8.51,-5.08,-0.33,0.0,0.0,0.0,46.27,14.42,9.52,-34.65,-2.72,0.9995762918953246,1,0
-8.61,-5.05,-0.86,0.01,0.0,0.0,53.66,15.68,12.13,-34.83,-5.34,0.9995755732470253,1,0
-8.6,-5.0,-0.34,0.0,0.0,0.0,46.27,14.42,9.52,-34.65,-2.76,0.9995752622558794,1,0
-8.56,-5.12,-0.53,0.0,0.0,0.0,45.54,18.72,9.52,-34.6,-3.99,0.9995739328541681,1,0
-8.61,-5.13,-0.51,0.0,0.0,0.0,56.01,16.93,9.52,-34.61,-3.87,0.9995734031439746,1,0
-8.61,-5.07,-0.71,0.0,0.0,0.0,53.48,15.14,11.96,-34.48,-5.72,0.9995722480340044,1,0
-8.61,-5.07,-0.71,0.0,0.0,0.0,53.48,15.14,11.96,-34.48,-5.73,0.9995714327196974,1,0
-8.67,-5.05,-0.49,0.0,0.0,0.0,53.84,16.57,10.57,-34.81,-3.63,0.9995696492806774,1,0
-8.51,-5.05,-0.53,0.0,0.0,0.0,43.56,14.6,8.66,-34.54,-2.92,0.9995694227502352,1,0
-8.77,-5.05,-0.87,0.0,0.0,0.0,56.01,16.21,11.61,-34.19,-5.76,0.9995690878366935,1,0
-8.61,-5.01,-0.88,0.0,0.0,0.0,48.61,17.82,10.74,-34.37,-5.36,0.9995687880744274,1,0
-8.59,-5.01,-0.59,0.0,0.0,0.0,43.92,18.54,10.05,-34.6,-3.98,0.9995684424202181,1,0
-8.68,-5.12,-0.73,0.0,0.0,0.0,54.56,18.37,10.57,-34.85,-4.9,0.9995678009094401,1,0
-8.68,-5.09,-0.91,0.0,0.0,0.0,49.69,19.62,12.13,-34.78,-6.33,0.9995676134359707,1,0
-8.56,-5.12,-0.53,0.0,0.0,0.0,45.54,18.72,9.52,-34.6,-3.98,0.9995664910362151,1,0
-8.59,-5.11,-0.86,0.0,0.0,0.0,49.69,19.62,12.13,-34.8,-6.33,0.9995658963938044,1,0
-8.61,-4.99,-0.27,0.0,0.0,0.0,47.89,16.04,10.4,-34.56,-3.23,0.9995649834370655,1,0
-8.61,-5.04,-0.57,0.0,0.0,0.0,45.54,18.72,9.52,-34.6,-3.98,0.999564569921366,1,0
-8.59,-5.11,-0.86,0.0,0.0,0.0,49.69,19.62,12.13,-34.79,-6.33,0.9995645279351203,1,0
-8.68,-5.09,-0.91,0.0,0.0,0.0,49.69,19.62,12.13,-34.79,-6.33,0.999562429111045,1,0
-8.67,-5.05,-0.49,0.0,0.0,0.0,53.84,16.57,10.57,-34.81,-3.62,0.9995616552947716,1,0
-8.61,-4.98,-0.72,0.0,0.0,0.0,55.83,17.82,10.74,-34.69,-4.78,0.9995604562457069,1,0
-8.55,-4.95,-0.87,0.0,0.0,0.0,48.79,17.29,10.92,-34.38,-4.59,0.9995602892771482,1,0
-8.71,-4.99,-0.84,0.0,0.0,0.0,53.12,15.5,11.96,-34.48,-5.79,0.999560230203477,1,0
-8.51,-5.05,-0.53,0.0,0.0,0.0,43.56,14.6,8.66,-34.53,-2.93,0.9995597439441657,1,0
-8.59,-4.98,-0.45,0.0,0.0,0.0,49.33,17.82,7.97,-34.37,-3.24,0.9995597136750117,1,0
-8.61,-5.05,-0.86,0.01,0.0,0.0,53.66,15.68,12.13,-34.83,-5.33,0.9995592254628519,1,0
-8.73,-5.05,-0.87,0.0,0.0,0.0,55.29,16.21,12.3,-34.76,-5.28,0.9995591195208132,1,0
-8.72,-4.99,-0.63,0.0,0.0,0.01,56.01,16.93,9.52,-34.63,-3.85,0.9995589505994059,1,0
-8.67,-4.99,-0.65,0.0,0.0,0.0,50.24,16.21,8.84,-34.7,-3.57,0.999558853445186,1,0
-8.69,-5.05,-0.59,0.0,0.0,0.0,55.83,17.82,10.74,-34.68,-4.78,0.9995588353813362,1,0
-8.74,-5.0,-0.44,0.0,0.0,0.0,52.76,16.21,10.57,-34.81,-3.62,0.9995586889176882,1,0
-8.69,-5.01,-0.73,0.0,0.0,0.0,54.56,18.37,13.34,-34.85,-4.65,0.9995585902988319,1,0
-8.55,-5.08,-0.35,0.0,0.0,0.02,47.89,17.47,9.01,-34.61,-2.51,0.9995582841898076,1,0
-8.72,-5.04,-0.75,0.0,0.0,0.0,55.29,18.01,10.92,-34.83,-4.52,0.9995570670768931,1,0
-8.74,-4.98,-0.75,0.0,0.0,0.0,55.29,17.64,11.61,-34.31,-5.17,0.9995570294845568,1,0
-8.61,-5.05,-0.77,0.0,0.0,0.0,54.56,17.29,10.57,-34.41,-5.45,0.999556559824459,1,0
-8.69,-5.04,-0.69,0.0,0.0,0.0,54.93,18.01,10.22,-34.84,-4.53,0.9995565471309428,1,0
-8.59,-5.11,-0.51,0.0,0.0,0.0,50.42,14.96,9.36,-34.62,-3.64,0.9995552006418059,1,0
-8.68,-5.07,-0.82,0.0,0.0,0.0,54.38,17.11,12.13,-34.86,-4.87,0.9995551039757983,1,0
-8.61,-5.0,-0.48,0.0,0.0,0.0,46.99,15.86,9.18,-34.58,-2.86,0.9995550644306133,1,0
-8.65,-5.09,-0.38,0.0,0.0,0.0,56.19,18.19,10.4,-34.7,-3.32,0.9995547866378943,1,0
-8.69,-4.99,-0.79,0.0,0.0,0.01,54.74,17.11,11.44,-35.06,-5.3,0.9995532214297097,1,0
-8.61,-4.92,-0.3,0.0,0.01,0.0,49.33,17.11,9.01,-34.7,-2.49,0.9995530944945482,1,0
-8.69,-5.01,-0.73,0.0,0.0,0.0,54.56,18.37,13.34,-34.85,-4.66,0.9995528020554644,1,0
-8.55,-5.19,-0.6,0.0,0.0,0.0,55.47,16.75,10.74,-35.1,-3.84,0.9995521776321119,1,0
-8.69,-4.97,-0.7,0.0,0.0,0.0,54.93,18.01,10.22,-34.84,-4.53,0.9995520516733747,1,0
-8.69,-5.04,-0.69,0.0,0.0,0.0,54.93,18.01,10.22,-34.84,-4.54,0.9995506519691123,1,0
-8.47,-5.07,-0.81,0.0,0.0,0.0,49.15,19.07,11.61,-34.14,-5.68,0.9995493406312509,1,0
-8.61,-5.07,-0.69,0.0,0.0,0.0,55.11,18.19,11.78,-34.43,-5.33,0.9995491809858746,1,0
-8.63,-5.05,-0.72,0.0,0.01,0.0,51.86,17.11,10.74,-34.64,-5.17,0.9995489734957067,1,0
-8.67,-5.01,-0.49,0.0,0.0,0.0,53.84,16.57,10.57,-34.81,-3.62,0.9995488660890315,1,0
-8.63,-5.14,-0.83,0.0,0.0,0.0,53.66,16.04,11.44,-34.82,-5.32,0.9995487171843227,1,0
-8.55,-5.05,-0.81,0.0,0.0,0.0,49.51,18.72,12.65,-34.38,-5.86,0.9995485384986722,1,0
-8.56,-5.0,-0.94,0.01,0.0,0.0,50.05,18.19,12.48,-34.3,-5.96,0.9995484081460255,1,0
-8.65,-5.24,-0.64,0.0,0.0,0.0,56.01,16.21,11.61,-34.18,-5.74,0.9995483476077177,1,0
-8.55,-5.05,-0.61,0.0,0.0,0.0,54.93,18.01,10.22,-34.84,-4.53,0.9995476846156046,1,0
-8.72,-5.04,-0.75,0.0,0.0,0.0,55.29,18.01,10.92,-34.83,-4.52,0.9995466281244907,1,0
-8.65,-5.05,-0.78,0.01,0.0,0.0,57.45,16.57,12.3,-34.42,-5.74,0.9995465158356939,1,0
-8.56,-5.01,-0.56,0.0,0.0,0.0,48.43,16.21,9.88,-34.79,-3.41,0.9995463688838337,1,0
-8.67,-5.09,-0.7,0.0,0.0,0.01,54.93,18.01,10.22,-34.85,-4.53,0.9995459221697075,1,0
-8.56,-5.03,-0.5,0.0,0.0,0.0,49.33,16.04,11.78,-34.71,-3.54,0.9995451293131599,1,0
-8.52,-5.24,-0.82,0.0,0.0,0.0,55.29,16.21,12.3,-34.73,-5.3,0.9995442905646692,1,0
-8.69,-4.99,-0.79,0.0,0.0,0.01,54.74,17.11,11.44,-35.08,-5.3,0.9995442524841207,1,0
-8.64,-5.11,-0.65,0.0,0.0,0.0,54.2,17.64,11.61,-34.82,-4.54,0.9995438707022116,1,0
-8.68,-5.12,-0.73,0.0,0.0,0.0,54.56,18.37,10.57,-34.86,-4.9,0.9995431950165824,1,0
-8.59,-5.07,-0.78,0.0,0.0,0.0,55.47,16.04,11.78,-34.52,-5.4,0.9995430378122669,1,0
-8.61,-5.01,-0.35,0.0,0.0,0.0,50.42,14.96,9.36,-34.62,-3.63,0.9995429894792631,1,0
-8.67,-5.09,-0.7,0.0,0.0,0.01,54.93,18.01,10.22,-34.85,-4.53,0.9995420682229175,1,0
-8.67,-5.0,-0.64,0.01,0.0,-0.01,54.93,18.01,8.49,-34.84,-4.54,0.999541559994059,1,0
-8.73,-4.97,-0.68,0.0,0.0,0.0,54.2,17.64,11.61,-34.82,-4.55,0.999540942893889,1,0
-8.59,-5.01,-0.59,0.0,0.0,0.0,43.92,18.54,10.05,-34.6,-3.99,0.9995405152200368,1,0
-8.8,-4.9,-0.81,0.0,0.0,0.0,55.47,16.04,11.78,-34.53,-5.4,0.9995403248172945,1,0
-8.67,-5.05,-0.81,0.01,0.0,0.0,56.19,16.04,11.09,-34.42,-6.05,0.999540280389988,1,0
-8.55,-5.19,-0.6,0.0,0.0,0.0,55.47,16.75,10.74,-35.11,-3.84,0.9995402740432299,1,0
-8.65,-5.19,-0.71,0.0,0.0,0.0,52.76,18.01,11.61,-34.37,-4.92,0.999540225710226,1,0
-8.59,-5.11,-0.51,0.0,0.0,0.0,50.42,14.96,9.36,-34.62,-3.64,0.9995401432023711,1,0
-8.52,-5.09,-0.7,0.0,0.0,0.0,47.35,18.01,11.26,-34.28,-4.5,0.9995398107298902,1,0
-8.52,-5.09,-0.7,0.0,0.0,0.0,47.35,18.01,11.26,-34.28,-4.5,0.9995396686601516,1,0
-8.69,-4.97,-0.79,0.0,0.0,0.0,54.74,17.11,11.44,-35.08,-5.3,0.9995390749941653,1,0
-8.65,-5.09,-0.38,0.0,0.0,0.0,56.19,18.19,10.4,-34.7,-3.32,0.9995384491061763,1,0
-8.74,-5.05,-0.65,0.0,0.0,0.0,52.76,18.01,11.61,-34.38,-4.91,0.9995382064647328,1,0
-8.65,-4.99,-0.7,0.0,0.0,0.0,53.66,15.68,12.13,-34.84,-5.33,0.9995378476287953,1,0
-8.61,-5.12,-0.69,0.0,0.01,0.0,56.19,16.04,11.09,-34.42,-6.05,0.9995376484382341,1,0
-8.58,-5.05,-0.56,0.0,0.0,0.0,49.33,17.82,7.97,-34.35,-3.25,0.9995367188822817,1,0
-8.64,-5.11,-0.65,0.0,0.0,0.0,54.2,17.64,11.61,-34.82,-4.54,0.9995365309206001,1,0
-8.71,-5.04,-0.73,0.0,0.0,0.0,54.2,17.64,11.61,-34.82,-4.55,0.999536008533589,1,0
-8.66,-5.05,-0.48,0.0,0.0,0.0,53.84,17.64,9.88,-34.83,-3.56,0.9995356726436231,1,0
-8.71,-5.04,-0.73,0.0,0.0,0.0,54.2,17.64,11.61,-34.82,-4.55,0.999535525691763,1,0
-8.61,-5.0,-0.47,0.01,0.0,0.0,49.33,16.04,11.78,-34.71,-3.54,0.9995333326427408,1,0
-8.69,-4.97,-0.79,0.0,0.0,0.0,54.74,17.11,11.44,-35.08,-5.31,0.9995330807252663,1,0
-8.65,-5.24,-0.64,0.0,0.0,0.0,56.01,16.21,11.61,-34.18,-5.73,0.9995328102557297,1,0
-8.63,-5.04,-0.38,0.0,0.0,0.0,56.19,18.19,10.4,-34.71,-3.33,0.999532808302881,1,0
-8.74,-5.14,-0.81,0.0,0.0,0.0,55.29,15.14,11.26,-34.7,-4.85,0.9995321516575261,1,0
-8.67,-5.05,-0.81,0.01,0.0,0.0,56.19,16.04,11.09,-34.42,-6.04,0.9995317308186442,1,0
-8.55,-5.08,-0.35,0.0,0.0,0.02,47.89,17.47,9.01,-34.6,-2.51,0.9995314544905618,1,0
-8.65,-5.07,-0.83,0.0,0.0,0.0,54.74,16.75,13.86,-34.85,-5.01,0.9995310058235868,1,0
-8.74,-5.14,-0.81,0.0,0.0,0.0,55.29,15.14,11.26,-34.7,-4.86,0.999528929945483,1,0
-8.63,-5.04,-0.38,0.0,0.0,0.0,56.19,18.19,10.4,-34.71,-3.34,0.9995284720024771,1,0
-8.56,-5.01,-0.75,0.01,0.0,0.0,48.61,17.82,10.74,-34.36,-5.36,0.9995281229307827,1,0
-8.67,-5.03,-0.86,0.0,0.0,0.0,53.12,15.5,11.96,-34.48,-5.81,0.999528001365955,1,0
-8.61,-5.12,-0.69,0.0,0.01,0.0,56.19,16.04,11.09,-34.42,-6.06,0.9995274472451535,1,0
-8.8,-4.9,-0.81,0.0,0.0,0.0,55.47,16.04,11.78,-34.54,-5.41,0.9995273027343542,1,0
-8.71,-5.0,-0.64,0.0,0.0,0.0,51.86,16.75,10.05,-34.81,-4.51,0.9995272915054745,1,0
-8.52,-5.17,-0.96,0.0,0.0,0.0,48.61,18.54,12.13,-34.29,-5.96,0.9995255437059422,1,0
-8.65,-5.07,-0.83,0.0,0.0,0.0,54.74,16.75,13.86,-34.85,-5.01,0.9995244364407636,1,0
-8.61,-5.13,-0.51,0.0,0.0,0.0,56.01,16.93,9.52,-34.62,-3.88,0.9995237163278278,1,0
-8.67,-5.01,-0.85,0.0,0.0,0.01,54.74,16.75,13.86,-34.85,-5.02,0.9995225675646155,1,0
-8.71,-5.03,-0.86,0.01,0.0,0.0,56.19,16.04,11.09,-34.43,-6.04,0.9995224088956636,1,0
-8.6,-5.05,-0.49,0.0,0.0,0.0,43.92,18.54,10.05,-34.6,-3.98,0.9995222014054956,1,0
-8.76,-5.0,-0.44,0.0,0.0,-0.01,56.19,16.04,10.74,-34.86,-4.23,0.9995220598239692,1,0
-8.52,-5.09,-0.44,0.0,0.0,0.0,46.99,15.86,9.18,-34.58,-2.86,0.9995218259703447,1,0
-8.65,-4.99,-0.7,0.0,0.0,0.0,53.66,15.68,12.13,-34.83,-5.33,0.9995212713613311,1,0
-8.55,-4.95,-0.87,0.0,0.0,0.0,48.79,17.29,10.92,-34.38,-4.61,0.9995211234330467,1,0
-8.67,-5.04,-0.84,0.0,0.0,0.0,54.56,18.37,10.57,-34.86,-4.9,0.9995207489743201,1,0
-8.67,-5.04,-0.56,0.0,0.0,0.0,49.33,16.04,11.78,-34.7,-3.56,0.9995198360175811,1,0
-8.67,-5.01,-0.85,0.0,0.0,0.01,54.74,16.75,13.86,-34.85,-5.03,0.9995193985794858,1,0
-8.63,-5.05,-0.72,0.0,0.01,0.0,51.86,17.11,10.74,-34.64,-5.16,0.999519389791667,1,0
-8.6,-5.19,-0.85,0.0,0.01,0.0,51.86,15.68,12.13,-34.13,-5.9,0.9995191539851938,1,0
-8.65,-4.95,-0.63,0.01,0.0,0.0,54.93,18.01,8.49,-34.84,-4.57,0.9995190748948238,1,0
-8.71,-5.0,-0.64,0.0,0.0,0.0,51.86,16.75,10.05,-34.81,-4.51,0.9995190192386376,1,0
-8.71,-4.92,-0.63,0.0,0.0,0.0,55.65,16.93,10.22,-35.03,-3.93,0.9995187805028914,1,0
-8.61,-5.0,-0.47,0.01,0.0,0.0,49.33,16.04,11.78,-34.71,-3.55,0.9995179266198237,1,0
-8.63,-5.19,-0.74,0.0,0.0,0.0,54.02,17.47,12.82,-34.5,-5.99,0.9995162125069305,1,0
-8.64,-5.08,-0.69,0.0,0.0,0.0,54.74,16.75,13.86,-34.85,-5.03,0.9995160865481932,1,0
-8.68,-5.04,-0.8,0.01,0.0,0.0,53.3,15.68,11.78,-34.49,-5.87,0.9995158927279658,1,0
-8.55,-5.11,-0.92,0.0,0.0,0.0,47.89,18.54,12.48,-34.35,-5.93,0.9995149631720134,1,0
-8.74,-4.91,-0.69,0.0,0.0,0.0,53.66,15.68,12.13,-34.83,-5.34,0.99951320609645,1,0
-8.71,-5.03,-0.86,0.01,0.0,0.0,56.19,16.04,11.09,-34.43,-6.02,0.9995130747673789,1,0
-8.57,-5.0,-0.79,0.0,0.0,0.0,49.15,19.07,11.61,-34.13,-5.68,0.9995125523803678,1,0
-8.66,-5.0,-0.47,0.0,0.0,0.0,48.43,16.57,9.52,-34.62,-3.17,0.9995122706819517,1,0
-8.69,-5.05,-0.87,0.01,0.0,0.0,56.73,16.57,11.26,-34.4,-5.76,0.9995122379717369,1,0
-8.64,-5.08,-0.69,0.0,0.0,0.0,54.74,16.75,13.86,-34.85,-5.03,0.9995122223489479,1,0
-8.69,-5.05,-0.57,0.0,0.0,0.0,55.83,17.82,10.74,-34.68,-4.79,0.9995119015935587,1,0
-8.63,-5.19,-0.74,0.0,0.0,0.0,54.02,17.47,12.82,-34.51,-6.0,0.9995111834334716,1,0
-8.67,-5.05,-0.66,0.0,0.0,0.0,51.86,16.75,10.05,-34.81,-4.51,0.999510763082802,1,0
-8.57,-5.09,-0.83,0.0,0.0,0.0,49.69,17.82,12.13,-34.36,-5.93,0.9995105292291774,1,0
-8.69,-5.05,-0.57,0.0,0.0,0.0,55.83,17.82,10.74,-34.68,-4.8,0.9995088907891688,1,0
-8.71,-5.01,-0.77,0.0,0.0,0.0,55.83,17.82,10.74,-34.68,-4.81,0.9995086979453657,1,0
-8.67,-5.01,-0.49,0.0,0.0,0.0,53.84,16.57,10.57,-34.81,-3.63,0.9995085436703232,1,0
-8.55,-5.11,-0.92,0.0,0.0,0.0,47.89,18.54,12.48,-34.35,-5.93,0.9995078533383291,1,0
-8.76,-5.05,-0.84,0.0,0.0,0.0,54.74,17.47,13.52,-34.52,-6.01,0.9995072884768601,1,0
-8.58,-5.01,-0.37,0.0,0.01,0.0,46.99,15.86,11.61,-34.99,-3.77,0.99950724551419,1,0
-8.74,-4.91,-0.69,0.0,0.0,0.0,53.66,15.68,12.13,-34.83,-5.34,0.999506906206739,1,0
-8.57,-5.0,-0.79,0.0,0.0,0.0,49.15,19.07,11.61,-34.13,-5.68,0.9995064887853423,1,0
-8.56,-5.03,-0.5,0.0,0.0,0.0,49.33,16.04,11.78,-34.7,-3.54,0.9995063428099065,1,0
-8.68,-4.97,-0.66,0.01,0.0,0.0,54.93,18.01,8.49,-34.84,-4.56,0.9995049909504358,1,0
-8.67,-4.98,-0.67,0.0,0.0,0.0,54.38,17.11,12.13,-34.88,-4.86,0.9995049836272534,1,0
-8.5,-5.04,-0.87,0.0,0.0,0.01,48.97,18.89,12.13,-34.12,-5.69,0.9995043430928996,1,0
-8.71,-5.07,-0.54,0.0,0.0,0.0,56.19,16.75,10.05,-34.7,-3.32,0.999503751867974,1,0
-8.53,-5.03,-0.49,0.0,0.0,0.0,46.99,15.86,11.61,-34.98,-3.76,0.9995026177511266,1,0
-8.67,-5.05,-0.66,0.0,0.0,0.0,51.86,16.75,10.05,-34.81,-4.51,0.9995026172629145,1,0
-8.76,-5.05,-0.84,0.0,0.0,0.0,54.74,17.47,13.52,-34.51,-6.02,0.999502500091996,1,0
-8.66,-5.13,-0.83,0.0,0.0,0.0,56.19,16.04,11.09,-34.43,-6.02,0.9995024092845344,1,0
-8.64,-5.12,-0.78,0.0,0.0,0.0,52.76,18.01,11.61,-34.38,-4.92,0.9995023917088965,1,0
-8.6,-5.14,-0.83,0.0,0.01,0.0,56.19,16.04,11.09,-34.42,-6.05,0.9995020162737457,1,0
-8.57,-5.21,-0.65,0.0,0.0,0.0,55.83,18.19,11.09,-34.32,-5.16,0.9995019298601934,1,0
-8.66,-5.05,-0.48,0.0,0.0,0.0,53.84,17.64,9.88,-34.83,-3.56,0.9995018732275828,1,0
-8.71,-5.01,-0.64,0.0,0.0,0.0,55.29,18.01,10.92,-34.83,-4.51,0.9995017790026359,1,0
-8.68,-5.05,-0.83,0.01,0.0,0.0,54.93,18.01,10.92,-34.38,-5.66,0.9995014323720024,1,0
-8.61,-5.01,-0.88,0.0,0.0,0.0,48.61,17.82,10.74,-34.37,-5.37,0.999500853840593,1,0
-8.77,-4.94,-0.86,0.0,0.0,0.0,53.66,15.68,12.13,-34.81,-5.34,0.9994999330724594,1,0
-8.77,-4.94,-0.86,0.0,0.0,0.0,53.66,15.68,12.13,-34.82,-5.35,0.9994997255822915,1,0
-8.68,-5.05,-0.83,0.01,0.0,0.0,54.93,18.01,10.92,-34.38,-5.66,0.9994995654487031,1,0
-8.6,-4.95,-0.69,0.0,0.0,0.0,43.92,18.54,10.05,-34.61,-3.99,0.9994987330469705,1,0
-8.75,-5.01,-0.62,0.0,0.0,0.0,54.2,18.01,9.88,-34.82,-3.57,0.9994985314153485,1,0
-8.69,-5.04,-0.76,0.0,0.0,0.0,53.66,16.04,11.44,-34.82,-5.32,0.9994976277346406,1,0
-8.64,-5.09,-0.74,0.0,0.0,0.0,52.4,16.57,10.57,-34.5,-5.84,0.9994970736138391,1,0
-8.69,-5.07,-0.56,0.0,0.0,0.0,52.94,17.11,10.05,-34.85,-3.77,0.9994964067160287,1,0
-8.67,-5.04,-0.77,0.0,0.0,0.0,54.2,18.01,11.26,-34.42,-5.44,0.999495531351626,1,0
-8.71,-4.97,-0.71,0.0,0.0,0.0,53.84,19.07,10.92,-35.08,-5.24,0.9994953970932821,1,0
-8.64,-5.08,-0.8,0.0,0.0,0.0,52.58,16.39,12.13,-34.49,-5.8,0.9994946227887965,1,0
-8.67,-5.04,-0.84,0.0,0.0,0.0,54.56,18.37,10.57,-34.86,-4.89,0.9994945573683671,1,0
-8.56,-4.98,-0.49,0.0,0.0,0.0,48.07,15.14,10.22,-34.64,-3.64,0.9994944172514773,1,0
-8.67,-5.04,-0.65,0.0,0.0,0.0,52.76,18.01,11.61,-34.38,-4.93,0.9994942493064942,1,0
-8.63,-5.09,-0.87,0.01,0.0,0.0,54.93,18.01,10.92,-34.38,-5.66,0.9994942268487349,1,0
-8.52,-5.08,-0.57,0.0,0.0,0.0,49.33,16.04,11.78,-34.7,-3.55,0.9994938143094597,1,0
-8.63,-4.96,-0.66,0.01,0.0,0.0,46.99,15.86,11.61,-34.98,-3.77,0.999493100543282,1,0
-8.68,-4.97,-0.66,0.01,0.0,0.0,54.93,18.01,8.49,-34.84,-4.55,0.9994927685590134,1,0
-8.67,-5.04,-0.56,0.0,0.0,0.0,49.33,16.04,11.78,-34.7,-3.55,0.9994923652957692,1,0
-8.61,-5.15,-0.8,0.0,0.0,0.0,53.84,15.86,11.61,-34.49,-5.79,0.9994923037810372,1,0
-8.65,-4.95,-0.63,0.01,0.0,0.0,54.93,18.01,8.49,-34.83,-4.57,0.9994921553645405,1,0
-8.52,-4.97,-0.73,0.0,0.0,0.0,48.25,17.11,10.74,-34.57,-4.63,0.999491362996205,1,0
-8.76,-5.01,-0.83,0.0,0.0,0.0,54.56,15.14,12.3,-34.47,-5.92,0.9994901615060796,1,0
-8.61,-5.11,-0.91,0.0,0.0,0.0,52.04,15.5,11.61,-34.49,-6.69,0.9994900750925273,1,0
-8.77,-5.04,-0.63,0.01,0.0,0.0,55.65,16.93,8.14,-35.14,-3.73,0.999489664994313,1,0
-8.67,-5.09,-0.71,0.0,0.0,0.0,52.04,16.21,10.22,-34.81,-4.49,0.9994892138862773,1,0
-8.67,-5.03,-0.74,0.0,0.0,0.0,54.02,15.68,11.78,-34.38,-4.92,0.9994885176957373,1,0
-8.64,-5.16,-0.84,0.0,0.0,0.0,52.4,16.57,10.57,-34.49,-5.84,0.9994880934393704,1,0
-8.71,-5.0,-0.68,0.0,0.0,0.0,56.01,16.93,9.52,-34.62,-3.88,0.9994870227901037,1,0
-8.67,-5.0,-0.64,0.01,0.0,-0.01,54.93,18.01,8.49,-34.84,-4.55,0.9994869080602462,1,0
-8.6,-4.95,-0.81,0.0,0.0,0.01,48.25,18.19,11.44,-34.47,-5.18,0.9994861034866067,1,0
-8.67,-5.07,-0.54,0.0,0.01,0.0,51.86,16.75,10.05,-34.81,-4.51,0.999485429753826,1,0
-8.61,-4.95,-0.78,0.0,0.0,0.0,53.66,16.04,11.44,-34.82,-5.32,0.9994845846585774,1,0
-8.6,-5.09,-0.48,0.0,0.0,0.0,52.76,16.21,10.57,-34.81,-3.61,0.9994845436487559,1,0
-8.71,-5.01,-0.75,0.0,0.0,0.0,54.93,17.29,10.22,-34.83,-5.35,0.9994845250966938,1,0
-8.67,-4.99,-0.89,0.0,0.0,0.0,53.3,15.68,11.78,-34.5,-5.88,0.9994834090436964,1,0
-8.68,-4.99,-0.68,0.0,0.0,0.0,54.74,17.11,11.44,-35.06,-5.3,0.9994826645201526,1,0
-8.68,-5.01,-0.47,0.0,0.01,0.0,53.66,18.19,9.01,-34.85,-3.78,0.9994819346429735,1,0
-8.68,-5.01,-0.74,0.0,0.0,0.0,53.66,16.04,11.44,-34.83,-5.32,0.9994815748306117,1,0
-8.57,-5.09,-0.86,0.0,0.0,0.0,52.76,18.01,11.61,-34.38,-4.93,0.9994814039563558,1,0
-8.53,-5.01,-0.72,0.0,0.0,0.0,45.54,18.72,9.52,-34.62,-3.97,0.9994812369877971,1,0
-8.69,-5.05,-0.59,0.0,0.0,0.0,55.83,17.82,10.74,-34.68,-4.78,0.9994804089799739,1,0
-8.52,-5.08,-0.53,0.0,0.0,0.0,48.07,15.14,10.22,-34.62,-3.64,0.9994801175173145,1,0
-8.53,-5.01,-0.52,0.0,0.01,0.0,49.33,16.04,11.78,-34.71,-3.56,0.9994800921302822,1,0
-8.69,-4.96,-0.72,0.0,0.0,0.0,54.38,16.75,10.74,-35.09,-5.3,0.9994800423326419,1,0
-8.81,-4.94,-0.92,0.0,0.0,0.0,55.29,16.21,11.61,-34.76,-5.28,0.9994797581931648,1,0
