v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,score_vae,anomaly_vote_count,GERCEK_ETIKET_label
-3.88,-14.79,-8.16,0.87,-0.3,-0.4,0.0,0.0,0.0,9.44,-22.76,0.11571777994186117,2.0,0
-11.48,-2.93,-0.68,-0.34,0.3,-0.92,76.93,-6.18,1.82,-52.51,-0.95,0.11571613254886678,1.0,0
-11.77,4.2,2.09,-0.73,0.28,-0.12,59.25,-33.42,7.36,-83.55,-62.19,0.11571374995569308,6.0,0
-8.03,-1.21,-7.2,0.09,-0.46,0.24,50.78,-0.44,26.69,-51.99,-46.06,0.11571270161469666,1.0,0
-6.87,2.22,6.85,0.1,0.74,-0.01,53.3,-11.2,-33.28,-46.39,88.63,0.11571245654797022,2.0,0
-3.85,-20.35,-14.86,-0.71,1.59,-0.29,0.0,0.0,0.0,2.43,-27.6,0.11571097253279346,5.0,0
3.12,-14.39,-10.77,0.73,-1.11,0.33,-7.38,34.05,-4.29,31.6,-27.02,0.115704995627632,6.0,0
-10.67,-1.2,-7.04,0.68,-0.74,-0.85,65.39,-6.18,13.95,-57.24,-30.91,0.11570287171600288,6.0,0
2.67,-20.62,-10.84,-1.03,1.79,0.05,-23.23,33.51,-14.07,42.86,-42.08,0.1157008022636463,6.0,0
5.73,-16.58,-10.17,0.42,0.21,0.59,-47.09,19.89,-12.69,37.38,-30.52,0.1156981065296555,6.0,0
-9.02,-5.09,-4.23,0.25,-0.84,0.03,84.33,15.5,-1.47,-44.17,3.81,0.11568913436450425,6.0,0
-6.03,-0.41,10.03,-0.69,1.8,-0.11,57.63,16.39,13.17,-36.68,-8.27,0.11568308938525212,5.0,0
-10.36,0.57,-0.97,0.01,-0.08,-0.43,55.29,-8.15,9.52,-66.83,-22.1,0.11568308938525212,2.0,0
-7.85,-3.39,-1.79,-0.23,-0.08,0.3,41.76,9.58,6.93,-39.56,-5.2,0.11568194574052876,1.0,0
1.18,-14.4,-7.48,0.08,0.34,0.08,0.0,0.0,0.0,32.48,-44.14,0.11567286465683244,6.0,0
3.68,-15.23,-13.4,0.27,-0.46,-0.51,-10.59,37.63,-1.54,30.03,-48.9,0.1156715848639277,6.0,0
-9.69,-15.16,-14.61,-0.57,-0.11,0.65,0.0,0.0,0.0,-5.45,-40.57,0.11567157124910957,4.0,0
-5.83,-0.71,-0.86,-0.43,1.13,-0.56,57.63,-3.31,-14.56,-55.88,31.95,0.11566858960393792,3.0,0
-4.5,-13.46,-9.27,0.21,-0.26,0.28,0.0,0.0,0.0,-15.86,-41.17,0.11566741872957827,6.0,0
-1.14,0.95,9.57,0.0,0.0,0.0,-202.84,158.52,120.18,-8.34,91.54,0.11566065216496496,3.0,0
-5.72,-16.92,-11.57,0.08,0.01,0.03,0.0,0.0,0.0,-4.95,-31.1,0.11566027095005717,5.0,0
-10.1,3.95,1.15,-1.04,1.36,-0.2,49.69,-21.59,7.28,-81.57,-66.19,0.11564758193955496,5.0,0
1.93,-15.82,-5.18,0.11,-0.03,-0.29,0.0,0.0,0.0,52.87,-48.16,0.115645172116745,6.0,0
-11.35,-2.84,-3.35,1.55,-1.23,-0.03,70.98,15.14,9.61,-42.67,-8.69,0.11564269421984436,5.0,0
2.01,-14.91,-9.06,-0.64,0.04,-0.39,-25.9,29.03,-16.98,26.29,-22.88,0.1156392905153105,6.0,0
-0.82,-18.87,-9.96,0.27,-1.55,0.03,0.0,0.0,0.0,18.61,-28.78,0.11563780650013374,4.0,0
-7.4,4.94,0.61,0.68,-0.49,0.78,55.11,17.47,10.4,-35.71,-4.22,0.11562962399443436,2.0,0
-9.4,-4.04,-0.2,0.4,0.36,-0.28,59.98,23.03,5.01,-44.32,-8.57,0.11562692826044355,3.0,0
-6.77,-9.91,-3.94,0.35,-0.76,0.33,0.0,0.0,0.0,-17.27,-11.56,0.11562526725263102,1.0,0
2.27,-4.09,-0.26,-0.1,-0.16,0.4,45.0,15.68,6.93,-32.77,-5.45,0.11561460685003098,5.0,0
-1.79,-15.14,-15.58,-0.01,-1.33,-0.76,-35.16,30.46,-2.57,19.33,-44.48,0.11560868440414208,6.0,0
-0.55,-21.26,-9.42,-0.16,-0.15,1.14,-23.05,30.46,21.45,23.81,-31.31,0.11560552576633466,6.0,0
1.86,-17.0,-9.37,0.03,-0.35,0.48,-28.04,28.67,-21.1,36.78,-32.17,0.11559477006000769,6.0,0
0.32,-15.18,-7.12,0.04,0.2,-0.01,0.0,0.0,0.0,32.47,-23.82,0.11559395317091957,4.0,0
-14.33,-10.74,-27.44,0.6,0.07,0.47,50.24,17.64,7.8,-39.36,0.01,0.11559225131865264,5.0,0
-10.27,-22.07,-17.39,0.61,0.03,2.31,0.0,0.0,0.0,-8.71,-33.24,0.1155889293030276,4.0,0
-1.0,-13.63,-4.95,-0.29,2.21,-0.13,0.0,0.0,0.0,50.33,-16.43,0.11558619272458237,5.0,0
-8.27,5.27,-3.66,-0.17,-0.05,-0.54,41.58,-33.42,13.6,-65.58,-101.85,0.11558521245767663,6.0,0
-11.0,0.9,-0.77,-0.36,1.1,-0.59,59.62,-19.07,17.77,-60.18,-54.47,0.11558022943423907,5.0,0
5.5,-11.4,-4.81,-0.53,0.72,0.59,0.0,0.0,0.0,43.91,-31.16,0.11557933085624213,6.0,0
2.2,-12.16,-10.18,0.74,0.41,0.79,0.0,0.0,0.0,24.72,-52.92,0.11557603607025335,6.0,0
-9.3,-2.25,3.22,0.76,-1.43,-0.25,62.68,26.79,-2.77,-42.08,31.49,0.11557285020280966,3.0,0
-0.71,-15.88,-9.56,0.3,-0.02,0.0,0.0,0.0,0.0,32.59,-34.39,0.11557072629118055,1.0,0
-11.85,-1.86,-6.28,0.18,0.19,0.38,0.0,0.0,0.0,-41.78,-20.8,0.11556423202292995,5.0,0
0.34,-14.02,-16.46,0.55,1.12,-0.47,0.0,0.0,0.0,26.94,-44.81,0.1155577922139519,6.0,0
-6.7,-3.78,3.3,-0.88,2.29,0.25,49.51,18.37,-33.45,-33.02,36.04,0.11555425236123669,3.0,0
-15.98,9.28,18.95,1.07,1.11,-0.31,56.01,30.19,-29.29,-32.54,47.75,0.11554902427107269,1.0,0
-8.08,-3.05,-8.63,0.3,-1.82,-0.25,0.0,0.0,0.0,-50.55,-36.65,0.11553728829783996,3.0,0
-6.29,-17.03,-13.38,-0.53,-0.67,-0.56,0.0,0.0,0.0,2.68,-44.36,0.11553195128913088,3.0,0
-0.7,-18.88,-9.99,0.26,-1.55,0.02,0.0,0.0,0.0,18.6,-28.77,0.11552662789523993,4.0,0
1.6,-14.37,-6.51,0.32,1.0,-0.22,0.0,0.0,0.0,50.88,-4.48,0.11552600161360571,6.0,0
-1.34,-14.98,-38.65,0.06,-1.3,0.61,81.62,15.68,-3.72,-41.27,-1.47,0.11552581100615181,5.0,0
-8.48,-3.4,1.97,0.92,-0.26,0.03,44.64,14.6,7.62,-40.29,-1.69,0.1155224617608905,1.0,0
-6.97,-3.57,2.22,-1.35,2.58,-0.24,50.96,15.86,-23.4,-36.32,44.87,0.11551952096017325,3.0,0
-7.91,1.17,3.0,-0.47,1.55,-0.44,56.37,0.08,-9.88,-56.47,23.79,0.11551766934490683,4.0,0
-0.15,-10.54,-9.86,-0.32,0.96,-0.03,57.99,15.32,10.74,-36.92,-3.68,0.11551649847054718,5.0,0
-5.26,-0.08,8.49,-0.02,-0.9,0.3,10.55,-34.5,-41.86,-24.82,85.75,0.11551501445537042,4.0,0
2.24,-16.41,-10.72,0.33,-1.41,0.26,0.0,0.0,0.0,19.72,-29.83,0.11550894224648203,5.0,0
-10.23,-2.34,-3.66,-0.67,0.44,0.62,55.29,6.54,22.01,-49.27,-40.97,0.11550338740068278,1.0,0
-10.36,-1.12,-8.26,1.78,-1.54,0.29,0.0,0.0,0.0,-46.47,-44.66,0.1154945105392585,6.0,0
-6.36,-4.36,16.09,-0.98,1.36,-0.16,50.6,13.71,9.18,-34.75,-5.23,0.11548187598802882,5.0,0
-6.9,-18.26,-12.23,-0.24,0.41,-0.6,0.0,0.0,0.0,-4.8,-40.19,0.1154786356613126,3.0,0
-7.85,-15.52,-9.23,-0.06,0.34,-0.5,0.0,0.0,0.0,7.35,-25.92,0.11547811829822345,4.0,0
-10.53,-5.05,0.97,-0.17,0.43,-0.55,57.81,30.55,17.51,-34.78,-9.46,0.11547536810496009,1.0,0
-10.17,0.22,2.23,0.67,0.06,-0.4,67.55,-6.9,-20.02,-58.81,26.99,0.11547095690388422,6.0,0
0.47,-11.23,4.26,-0.05,0.71,0.45,49.15,18.72,6.76,-39.65,-4.79,0.1154669541473524,5.0,0
-5.12,-1.8,1.46,0.1,0.66,-0.24,65.93,12.09,-1.38,-51.58,-1.03,0.11545802282665557,3.0,0
-10.19,-5.22,-1.18,-0.76,-0.52,-0.36,83.61,19.07,-0.08,-43.38,2.99,0.11545746461911202,6.0,0
0.49,-13.76,-27.34,0.06,-1.27,0.06,54.38,19.62,13.86,-34.89,-4.08,0.11545723316720372,5.0,0
2.15,-16.49,-11.46,0.4,-1.64,-0.52,-5.96,32.97,-4.63,18.01,-6.96,0.11545611675211662,6.0,0
0.58,-15.0,-7.63,0.2,-0.53,-0.07,0.0,0.0,0.0,20.92,-24.25,0.11545464635175799,2.0,0
-9.26,-1.92,3.27,-1.45,1.53,-0.64,67.01,12.63,-1.47,-44.14,-6.27,0.11545086143231635,6.0,0
-10.54,0.02,0.6,-0.04,0.44,-0.34,61.96,-16.75,11.0,-68.18,-33.92,0.1154476483352364,4.0,0
-10.71,-3.12,-0.36,-0.79,0.81,0.55,75.31,10.84,7.88,-47.29,-13.28,0.11544476199379168,5.0,0
-5.97,-1.24,7.05,1.71,-1.96,0.54,36.34,-5.64,-15.68,-23.93,70.54,0.11544303291188848,4.0,0
-3.83,-17.54,-15.1,-0.06,0.18,-0.61,0.0,0.0,0.0,14.03,-45.29,0.11543385652446521,4.0,0
0.41,-18.34,-6.94,0.08,0.38,1.07,-41.04,28.13,-16.47,19.78,-24.44,0.11543016690875052,6.0,0
-1.17,-14.52,-3.64,-0.19,-0.15,-0.35,0.0,0.0,0.0,25.0,-18.07,0.11542821998975715,1.0,0
-9.19,-5.5,0.81,-0.18,0.91,-0.34,51.5,17.11,11.78,-35.03,-10.63,0.1154278932341219,1.0,0
0.97,-17.07,-8.05,-0.57,1.85,0.95,-21.45,29.93,21.62,38.83,-29.33,0.11542759370812292,6.0,0
-8.31,-5.26,1.48,-0.33,0.54,-0.31,56.37,26.97,15.08,-35.48,-6.88,0.11541726006115814,1.0,0
3.32,-14.13,-8.72,-0.04,0.57,-0.21,0.0,0.0,0.0,44.37,-41.53,0.1154141694974414,6.0,0
-10.41,-0.54,-3.01,-0.25,0.34,-0.24,64.84,-13.17,23.83,-57.09,-50.12,0.11540676303637573,3.0,0
-6.91,-3.84,5.05,0.36,-0.86,0.08,59.44,29.66,-19.07,-32.53,42.28,0.11540639543628609,3.0,0
-1.62,-18.09,-5.11,-0.38,1.23,0.59,0.0,0.0,0.0,13.4,-27.38,0.11540608229546896,4.0,0
-8.09,-3.72,-8.93,1.34,-0.62,-0.03,0.0,0.0,0.0,-49.59,-22.29,0.1154056738509249,5.0,0
-10.26,-3.67,0.11,-0.53,1.32,-0.32,67.19,16.93,7.45,-48.73,1.46,0.11540330487256935,1.0,0
-0.11,-15.91,-4.62,-0.52,0.77,0.24,0.0,0.0,0.0,17.24,-25.43,0.11539811762685975,5.0,0
0.2,-15.96,-9.63,-0.18,1.68,-0.14,0.0,0.0,0.0,52.93,-22.97,0.11539700121177264,5.0,0
-9.61,-3.7,-1.2,-0.02,-0.05,-0.6,54.38,16.75,0.34,-42.31,9.65,0.11539226325506152,5.0,0
-3.01,2.91,8.13,1.09,-1.31,0.77,81.26,18.89,3.9,-44.22,-0.16,0.11539160974379102,2.0,1
-11.79,0.37,-0.03,0.5,-0.43,-0.57,64.31,-14.06,12.56,-66.13,-27.34,0.11538934968398054,4.0,0
-10.1,-1.65,-7.8,1.21,-0.92,1.13,76.03,18.37,-3.55,-45.88,9.29,0.11538681732780735,6.0,0
-7.62,-2.54,-0.44,-0.7,1.51,-0.13,55.47,17.11,13.17,-37.2,-9.29,0.11537987377055829,5.0,0
2.95,-16.91,-9.39,-0.03,0.9,0.32,-8.1,35.48,-0.17,52.83,-24.09,0.11537736864402137,6.0,0
0.4,-15.33,-9.04,-0.29,0.45,0.35,0.0,0.0,0.0,13.9,-23.51,0.11537713719211308,4.0,0
-9.22,-5.26,4.96,0.56,-0.88,0.7,63.4,40.04,2.42,-40.25,22.47,0.11537088799058892,3.0,0
-3.55,-17.66,-10.51,-0.7,-0.67,-0.29,0.0,0.0,0.0,20.43,-37.25,0.11537073822758943,6.0,0
-12.66,-5.29,-0.02,0.57,-0.63,0.14,54.38,17.82,14.56,-36.42,-3.12,0.11536850539741522,5.0,0
0.93,-16.15,-10.41,-0.09,-1.31,-0.14,0.0,0.0,0.0,1.56,6.63,0.11536536037442593,2.0,0
-9.97,-4.24,-7.92,1.62,-2.2,0.08,24.66,-31.18,13.9,-32.9,-40.56,0.11536232426998175,5.0,0
-3.72,-2.9,-6.73,-1.06,1.51,-0.26,56.55,14.96,10.4,-35.43,-9.22,0.11535853935054009,5.0,0
-7.84,0.74,-7.01,0.43,-0.31,0.27,56.91,-5.64,41.52,-41.74,-66.69,0.11535796752817841,1.0,0
3.13,-16.44,-9.69,0.08,-0.66,0.0,-7.56,31.0,-9.61,28.49,-0.4,0.11535682388345503,6.0,0
1.32,-14.9,-9.29,0.2,1.83,0.24,0.0,0.0,0.0,17.8,-26.57,0.11535408730500982,4.0,0
-9.29,-9.74,-13.06,-0.76,0.57,-0.87,0.0,0.0,0.0,-12.52,-45.99,0.11535273943801441,3.0,0
-11.49,-9.14,-8.02,0.17,-0.27,0.07,0.0,0.0,0.0,-13.67,-36.27,0.1153515413340185,4.0,0
-3.2,-19.27,-8.76,0.58,-1.25,-0.46,0.0,0.0,0.0,9.27,-24.04,0.11534646300685399,6.0,0
-7.15,-8.56,-18.84,-0.71,-0.59,-0.93,30.71,3.58,15.27,-2.61,-36.06,0.11534469308049637,5.0,0
-1.08,-15.81,-4.24,-0.83,2.08,-0.13,0.0,0.0,0.0,21.57,-34.52,0.11534278700595742,5.0,0
-9.97,-3.52,1.95,0.59,0.01,0.07,56.19,19.62,11.44,-36.49,-8.72,0.11534021380532983,3.0,0
-11.49,-0.28,0.0,-0.16,0.08,-0.27,74.95,-6.36,4.76,-64.75,-14.24,0.11533883870869815,2.0,0
-3.08,-19.12,-8.82,0.6,-1.28,-0.45,0.0,0.0,0.0,9.21,-24.19,0.11533444112244041,6.0,0
-7.87,0.65,2.49,0.35,0.56,-0.08,56.37,0.08,-9.88,-57.25,18.3,0.11532997546209199,2.0,0
-3.03,-14.99,-6.34,-0.31,1.76,-0.51,0.0,0.0,0.0,38.66,-22.04,0.11531818502958673,5.0,0
-7.67,-4.01,7.71,1.33,-1.08,0.07,37.07,0.44,-42.04,-27.72,51.37,0.11531333815433052,3.0,0
-0.15,-10.54,-9.86,-0.32,0.96,-0.03,57.99,15.32,10.74,-37.33,-2.72,0.11530436598917927,5.0,0
-3.88,-7.59,-0.97,-0.63,0.57,-0.15,47.17,36.11,19.76,-34.4,-6.32,0.11529562527593634,4.0,0
2.08,-15.59,-11.66,0.48,0.14,-0.22,-4.71,32.79,-17.5,27.02,-14.13,0.1152918812009491,6.0,0
-0.93,-13.89,-3.9,0.13,1.18,-0.51,0.0,0.0,0.0,43.62,-13.66,0.11528982536341066,4.0,0
-3.8,-10.09,-14.89,-0.2,-0.02,-0.59,0.0,0.0,0.0,-8.28,-35.64,0.11528316771734244,6.0,0
-5.24,-0.6,6.5,0.4,-1.21,0.4,50.78,15.32,-41.26,-27.68,65.49,0.11527856590881266,3.0,0
-8.96,1.26,-5.01,-0.4,0.42,0.09,54.93,-12.09,22.71,-60.06,-63.43,0.11527785793826963,3.0,0
-5.79,-12.35,-12.04,-0.27,0.08,-0.96,0.0,0.0,0.0,-6.68,-33.99,0.11527294298892274,6.0,0
-2.39,-0.16,7.57,0.26,-1.11,0.13,41.22,10.11,-57.73,-17.22,80.43,0.11526552291303893,3.0,0
-8.86,-4.63,-7.11,0.48,-0.95,-0.11,57.63,16.39,13.17,-37.45,-7.69,0.11526194221586933,5.0,0
1.4,-13.38,-10.07,0.04,-0.83,0.22,0.0,0.0,0.0,13.31,-24.33,0.1152587427336075,4.0,0
-7.15,-2.43,11.56,-0.65,1.57,0.41,67.73,23.92,-46.8,-32.26,65.98,0.11525648267379703,5.0,0
3.05,-14.92,-7.74,-0.73,-0.22,-0.46,-26.44,28.13,-21.96,20.84,-22.0,0.11525542071798246,6.0,0
-9.18,-4.66,-0.44,0.42,0.55,0.49,44.64,15.32,6.58,-39.15,-3.9,0.11525241184317453,1.0,0
-3.41,-0.33,8.86,0.78,0.53,0.0,91.18,5.64,-104.36,-15.49,85.57,0.11525099590208845,5.0,0
-10.93,3.29,-0.14,0.02,0.44,0.17,57.81,-21.95,9.78,-77.42,-48.46,0.11524821847918883,4.0,0
2.61,-21.37,-11.08,-0.38,0.51,-0.25,-35.16,31.9,-15.95,21.97,-29.13,0.1152454002118348,6.0,0
0.26,-17.48,-8.52,0.05,-0.19,0.64,-45.67,26.7,-4.11,21.24,-28.9,0.11524335798911448,5.0,0
1.69,-15.5,-9.34,-0.11,0.0,0.0,0.0,0.0,0.0,12.25,-25.93,0.1152400223586713,3.0,0
-8.82,-3.44,0.95,-0.73,0.7,-0.26,87.4,16.75,0.08,-40.56,2.28,0.11523879702503911,6.0,0
-5.92,-8.35,0.25,-0.9,0.47,-0.19,52.4,33.06,21.67,-33.55,-8.79,0.11523780314331523,5.0,0
14.18,-16.8,-1.59,-0.07,0.02,0.01,54.2,16.57,11.96,-34.51,-5.35,0.11523661865413745,1.0,0
-10.19,-3.41,2.31,-0.28,0.45,-0.15,83.97,13.35,-1.82,-42.94,-6.72,0.11523514825377883,5.0,0
-8.32,-3.36,-8.6,-0.29,1.86,-0.51,21.09,-37.27,10.46,-31.21,-76.1,0.11522405217699846,5.0,0
-7.09,-9.21,-9.98,0.24,-0.36,-0.07,0.0,0.0,0.0,-15.45,-35.73,0.11521962736110446,6.0,0
-10.89,-3.34,3.77,-0.36,0.66,-0.05,80.36,20.87,-3.55,-42.55,3.49,0.11521502555257468,6.0,0
6.65,-12.24,-6.67,0.0,0.12,-0.21,0.0,0.0,0.0,62.61,-51.76,0.11521400444121453,6.0,0
-9.8,-14.28,-10.38,0.03,-0.19,-0.07,0.0,0.0,0.0,-9.09,-34.14,0.11521088664786151,5.0,0
-5.01,-1.95,4.93,-0.21,1.57,-0.12,65.93,12.09,-1.38,-51.71,-0.98,0.11520944347713916,3.0,0
-1.92,-13.89,-7.15,0.23,-0.59,0.56,0.0,0.0,0.0,8.5,-18.76,0.11520756463223647,1.0,0
1.39,-15.23,-11.97,-0.61,0.26,-0.53,-0.62,34.05,1.54,29.14,-36.07,0.11520474636488244,6.0,0
1.59,-13.68,-9.95,0.31,-0.64,0.13,0.0,0.0,0.0,22.14,-28.28,0.1151981159484505,1.0,0
-1.47,-13.62,-1.64,-0.45,0.25,-0.11,0.0,0.0,0.0,18.93,-12.37,0.11519280616937769,2.0,0
-9.22,-10.83,-5.72,0.0,-0.47,0.26,30.71,-3.94,-2.57,-19.14,-20.9,0.11519174421356312,1.0,0
-8.36,-4.72,-2.04,0.07,0.32,0.84,53.3,18.19,6.24,-40.85,-2.66,0.11518864003502825,2.0,0
-1.07,0.78,14.01,-1.26,1.6,-0.18,31.47,15.5,-35.88,-8.09,92.31,0.1151813152628714,4.0,0
-9.72,-14.01,-7.53,0.63,0.04,-0.15,31.6,2.32,-4.46,-15.18,-25.29,0.11517687683215924,5.0,0
-9.44,-4.62,-0.1,0.56,-0.28,-0.37,55.47,17.47,8.32,-37.19,-7.66,0.11517561065407265,1.0,0
3.56,-12.75,-5.83,-0.07,0.16,0.48,0.0,0.0,0.0,43.21,-24.38,0.1151711313789061,3.0,0
-2.09,-14.68,-6.19,0.41,-1.31,-0.5,0.0,0.0,0.0,22.94,-31.57,0.11516635257774058,4.0,0
-13.64,-2.9,1.56,-0.32,0.4,-0.09,57.63,21.77,11.09,-39.3,9.44,0.1151599399983988,2.0,0
-12.5,-2.83,0.32,-0.37,0.26,-0.3,79.81,13.53,-3.72,-44.71,1.43,0.11515870104994846,6.0,0
2.09,-15.4,-9.91,-0.43,-1.09,0.02,-18.6,30.64,-10.98,20.15,-12.82,0.11515842875358576,6.0,0
-8.55,-5.45,-2.7,0.01,0.51,0.05,57.45,18.37,9.88,-31.4,-10.44,0.11515507950832445,1.0,0
-8.22,-12.03,-8.14,-0.11,-0.94,0.51,31.42,3.94,4.97,-11.24,-26.38,0.11515145796670043,1.0,0
-5.08,1.59,-8.9,-0.02,-1.25,-0.54,0.0,0.0,0.0,-41.43,-88.91,0.11514311208318342,4.0,0
-7.84,-5.04,-0.34,0.23,-0.47,0.53,46.27,19.44,3.98,-34.52,1.25,0.11513748916329349,1.0,0
-3.07,-15.39,-7.74,-0.1,1.85,-0.06,0.0,0.0,0.0,50.85,-5.07,0.11513251975467406,5.0,0
4.12,-17.15,-10.0,1.05,-1.87,0.1,-7.38,34.05,-4.29,33.65,-29.05,0.11512892544268631,6.0,0
-10.41,3.93,-3.48,1.04,-1.55,-0.13,38.69,-18.19,17.16,-61.55,-68.85,0.11512780902759921,5.0,0
-7.22,-3.48,4.13,1.9,-1.62,0.39,58.35,12.99,-35.45,-29.25,51.32,0.11512699213851109,5.0,0
3.12,-18.78,-9.2,0.63,-1.06,0.07,-30.89,26.88,-7.03,22.9,-11.71,0.11512598464196906,6.0,0
3.15,-18.61,-13.39,-0.69,1.21,0.42,-7.21,28.85,-1.37,31.84,-36.79,0.11512469123424621,6.0,0
-6.64,-9.05,-3.56,0.27,-0.99,0.49,0.0,0.0,0.0,-21.14,-0.21,0.11512063401844184,1.0,0
-3.05,-16.17,-9.86,0.61,-1.75,-0.17,0.0,0.0,0.0,9.77,-31.46,0.11511020506775012,2.0,0
-7.91,1.17,3.0,-0.47,1.55,-0.44,56.37,0.08,-9.88,-56.32,24.94,0.11510162773232481,3.0,0
-11.21,-8.65,-6.74,-0.41,0.34,-1.23,0.0,0.0,0.0,-10.3,-34.79,0.11510015733196619,6.0,0
-7.66,-3.8,4.21,0.86,-1.48,0.3,56.91,34.32,0.0,-34.47,35.96,0.11509740713870283,3.0,0
-2.74,-13.86,-12.89,0.19,-0.26,0.12,0.0,0.0,0.0,-13.19,-37.22,0.11509611373097997,6.0,0
2.57,-15.05,-8.97,0.31,-0.84,0.08,-48.34,19.71,-3.94,26.6,-38.24,0.11509183867808545,6.0,0
-3.43,-12.48,-1.91,-1.55,0.58,-0.5,0.0,0.0,0.0,7.89,-14.47,0.11508667866201212,4.0,0
-3.07,3.39,11.72,0.19,1.85,-0.01,53.66,-12.27,-104.02,-14.28,99.09,0.1150830571203881,5.0,0
-11.15,-7.58,2.25,-0.54,1.24,-0.83,48.61,11.02,4.5,-40.21,2.47,0.11508222661648185,4.0,0
-8.77,-4.8,-7.04,0.11,-0.22,-0.1,53.48,13.71,11.96,-36.39,-5.85,0.11508041584566983,3.0,0
-9.58,1.76,-2.54,1.47,-1.82,0.1,52.4,-20.52,18.46,-72.48,-34.14,0.11507942196394594,5.0,0
3.25,-15.59,-10.52,0.18,-0.58,-0.33,-5.96,34.76,10.12,17.16,-14.96,0.11507396242187365,6.0,0
-8.65,-3.54,2.57,0.96,-1.67,0.56,58.53,17.29,-0.17,-39.71,25.68,0.11506892493916354,3.0,0
2.52,-17.69,-11.65,0.11,1.22,0.7,-3.82,34.76,0.51,24.06,-19.96,0.11506876156134592,5.0,0
-4.94,-6.84,1.3,-0.65,1.59,-0.09,48.07,21.95,14.73,-35.5,-4.67,0.11506803997598473,5.0,0
-7.36,-0.13,5.45,-0.8,0.9,-0.25,55.47,-12.27,-31.89,-57.48,66.06,0.11506688271644323,2.0,0
-9.35,-5.15,-0.18,-0.69,-0.33,-0.28,83.25,11.2,-4.94,-44.68,2.13,0.11505822369210911,6.0,0
-3.35,1.57,11.45,0.04,-0.56,0.0,52.58,-7.25,-45.76,-16.26,91.14,0.11505611339529812,3.0,0
-7.49,-5.83,-0.37,-1.11,-0.44,-0.23,63.76,33.6,18.37,-37.25,-6.08,0.11505498336539287,3.0,0
-1.79,-15.14,-15.58,-0.01,-1.33,-0.76,-35.16,30.46,-2.57,19.23,-44.5,0.1150518383424036,6.0,0
-3.63,-0.57,10.89,-1.63,1.82,-0.47,21.37,6.36,-7.88,-15.84,85.11,0.11503720241290802,3.0,0
-25.71,-4.51,3.09,0.03,0.89,0.61,0.0,0.0,0.0,-9.36,-31.37,0.1150346155974623,2.0,0
-7.67,-1.45,-10.64,0.54,-0.15,0.36,0.0,0.0,0.0,-48.7,-48.62,0.1150318109449264,3.0,0
-1.04,-17.91,-6.28,0.63,0.1,-0.46,0.0,0.0,0.0,24.34,-9.81,0.11503016355193202,4.0,0
-25.14,14.5,-6.5,0.2,-0.19,0.16,54.74,34.67,20.11,-34.9,-5.54,0.11502914244057186,1.0,0
-9.27,-4.48,2.64,-0.04,0.59,-0.17,55.11,23.2,4.5,-38.27,-0.98,0.11502602464721885,1.0,0
-5.24,-0.6,6.5,0.4,-1.21,0.4,50.78,15.32,-41.26,-27.91,64.95,0.1150242819504975,3.0,0
-5.78,-5.54,-0.17,0.35,0.96,-0.01,54.02,36.47,19.76,-36.8,-2.03,0.11502343783177311,5.0,0
0.89,-16.45,-10.96,0.31,-1.19,-0.13,-3.82,34.76,-3.26,19.07,-26.56,0.11502166790541551,5.0,0
-11.79,-1.94,-7.31,0.22,0.08,0.46,0.0,0.0,0.0,-41.86,-21.05,0.11502076932741857,5.0,0
-14.61,6.87,-3.44,0.52,-0.71,0.8,56.37,19.44,13.69,-34.25,-5.24,0.11501946230487757,2.0,0
0.27,-19.24,-9.1,0.59,-0.12,0.13,3.82,34.94,8.58,19.57,-30.77,0.11501630366707016,6.0,0
-10.02,3.86,-2.71,0.03,0.14,0.26,54.38,-27.15,12.74,-78.35,-71.25,0.11501408445171409,4.0,0
-10.53,-3.0,4.17,0.02,0.23,0.13,53.3,14.6,13.17,-32.94,-9.54,0.1150104765249082,5.0,0
-9.15,1.56,-2.12,-0.06,0.23,0.09,55.47,-6.18,15.6,-61.76,-36.13,0.11500377803438558,1.0,0
-9.22,-14.64,-11.62,-0.64,-0.36,-0.61,0.0,0.0,0.0,-7.54,-33.73,0.11500211702657305,1.0,0
-12.89,-4.76,-4.16,1.23,0.06,0.49,58.35,38.26,20.8,-37.28,-3.76,0.11499803258113243,6.0,1
-0.29,-16.05,-15.38,-1.36,0.08,0.12,-39.43,30.46,-8.06,21.29,-39.21,0.11499550022495925,6.0,0
-1.15,-15.98,-5.36,-0.35,1.93,0.02,0.0,0.0,0.0,22.22,-32.8,0.11499163361660879,3.0,0
-26.59,3.94,15.21,0.37,-0.14,0.47,54.38,35.75,19.76,-36.35,-4.8,0.11499035382370405,5.0,0
-10.01,-3.64,-11.4,-0.16,0.13,-1.26,0.0,0.0,0.0,-13.78,-39.95,0.11498405016290736,6.0,0
-9.06,-1.52,8.52,-0.03,0.17,0.15,63.22,-4.38,-45.68,-42.0,57.08,0.1149831788145467,2.0,0
-10.46,-3.36,0.19,-0.85,1.6,-0.64,59.07,10.3,-0.69,-50.35,5.77,0.11497496907921104,5.0,0
-7.83,-2.4,1.42,-1.24,2.08,-0.25,50.96,15.86,-23.4,-35.23,48.41,0.1149718376710399,3.0,0
6.46,-7.45,2.75,-0.16,-0.23,-0.42,50.05,14.96,8.32,-37.91,-0.16,0.114966418973422,2.0,0
