v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,score_hbos,anomaly_vote_count,GERCEK_ETIKET_label
-10.4,-1.93,-8.3,1.39,0.41,0.68,0.0,0.0,0.0,-52.41,-52.06,0.6523744723756283,5.0,0
-10.56,0.32,-1.15,1.12,-3.55,-0.44,62.68,-5.46,-3.12,-66.9,48.33,0.6523641811509863,5.0,0
1.25,-17.48,-8.27,0.6,-1.0,-0.3,-17.71,28.67,25.22,21.94,-32.52,0.6523373111803951,4.0,0
2.41,-16.36,-10.29,0.61,-1.05,-0.08,-28.39,29.03,-19.04,28.12,-26.97,0.6523234656852114,5.0,0
2.41,-16.36,-10.29,0.61,-1.05,-0.08,-28.39,29.03,-19.04,28.15,-26.95,0.6523234656852114,5.0,0
3.86,-14.66,-13.51,0.27,-0.38,0.38,-44.6,29.21,11.32,22.63,-48.73,0.6523225797654685,5.0,0
5.78,-16.08,-11.69,-0.83,0.47,-0.16,-20.38,32.08,22.99,31.47,-40.67,0.6522662518637209,5.0,0
2.6,-16.17,-7.12,-0.68,-0.45,-0.02,-31.78,30.28,-19.22,26.22,-31.4,0.6522404839809125,5.0,0
4.55,-10.72,-16.84,-0.35,0.03,0.3,-27.33,18.28,39.98,22.13,-70.26,0.652239157826059,5.0,0
3.38,-13.03,-10.5,-0.44,0.5,-0.44,-42.64,28.31,-8.4,30.49,-36.55,0.6522359578463423,4.0,0
1.97,-18.71,-17.41,-0.85,0.37,-0.16,0.0,0.0,0.0,20.27,-40.74,0.6522159378534026,5.0,0
2.97,-15.72,-10.33,0.4,1.17,-0.1,-35.52,30.82,-13.9,30.45,-33.21,0.6522136437346807,5.0,0
1.86,-12.98,-16.96,0.22,-1.17,0.11,0.0,0.0,0.0,14.87,-70.15,0.6521892617419186,5.0,0
2.11,-20.53,-6.44,-0.41,0.9,0.36,-38.37,22.22,-13.9,27.67,-39.46,0.6521304291196114,5.0,0
4.5,-19.63,-6.43,-0.72,2.35,0.23,-45.67,25.62,-11.32,25.32,-29.66,0.6520965303771836,5.0,0
0.41,-0.88,-10.78,-0.6,1.11,-0.11,-20.83,14.42,72.98,7.75,-92.57,0.6520760644035547,4.0,0
4.06,-18.59,-7.53,-0.38,1.7,0.28,-45.67,25.62,-11.32,25.48,-29.7,0.6520749775121731,5.0,0
1.42,-15.95,-9.91,-0.64,-0.19,0.77,0.0,0.0,0.0,20.26,-30.36,0.6520733975558591,5.0,0
4.63,-15.42,-9.11,0.39,-0.16,0.47,-47.09,19.89,-12.69,38.48,-32.34,0.6520499261702507,5.0,0
-6.39,-17.35,-9.56,0.69,-0.18,-0.85,0.0,0.0,0.0,14.58,-19.81,0.6520491527501696,5.0,0
9.68,-13.35,-9.23,0.12,0.08,0.2,-42.64,35.12,0.17,60.94,-53.36,0.6520128133018132,5.0,0
-12.56,-2.04,-0.51,-0.45,0.95,-1.06,74.05,-11.91,-7.19,-59.07,0.78,0.6519996283999715,4.0,0
2.13,-14.48,-7.46,0.99,-0.71,0.63,-7.38,34.05,-4.29,29.93,-25.16,0.6519861381606481,5.0,0
0.9,-15.8,-10.26,-0.48,1.38,-0.09,-28.57,26.34,26.08,38.88,-32.37,0.6519384695188514,5.0,0
-10.19,-0.8,8.31,-1.19,3.11,0.99,45.36,-15.32,-30.59,-59.23,19.01,0.6519173730405087,5.0,0
-5.84,-5.3,-12.58,-0.1,0.03,-0.46,0.0,0.0,0.0,-13.53,-40.42,0.6518959513250272,5.0,0
0.81,-18.45,-10.02,0.44,0.4,1.31,-36.41,30.28,-16.47,19.3,-22.54,0.65189259973288,5.0,0
1.34,-14.41,-9.25,-0.19,0.89,0.75,0.0,0.0,0.0,21.6,-25.06,0.6518503531471679,5.0,0
1.64,-15.55,-7.34,0.24,-0.99,-0.52,-48.16,20.61,2.05,43.85,-15.19,0.6518217053785426,5.0,0
-8.86,-6.17,-1.55,0.0,-1.0,-0.08,82.89,19.8,-2.86,-44.37,0.28,0.6518158388367615,5.0,0
-4.45,-17.63,-12.86,0.92,-0.31,-0.33,0.0,0.0,0.0,12.95,-37.49,0.651787936633155,3.0,0
-2.02,-16.74,-7.31,-0.52,0.08,-0.33,0.0,0.0,0.0,6.92,-42.18,0.6517716047711158,1.0,0
2.11,-20.53,-6.44,-0.41,0.9,0.36,-38.37,22.22,-13.9,27.7,-39.29,0.6516953637250332,5.0,0
5.91,-16.34,-10.6,-0.9,0.75,-0.17,-20.38,32.08,22.99,31.56,-40.79,0.651658224210676,5.0,0
3.6,-15.42,-10.74,-0.1,-0.05,-0.52,-39.08,34.76,3.26,22.55,-50.61,0.651653006741269,4.0,0
0.76,-16.88,-9.13,-0.05,0.42,-0.48,-1.33,36.2,15.27,33.53,-37.67,0.6516348765396697,5.0,0
-1.36,-19.53,-15.11,-1.02,0.73,-0.18,-39.43,32.61,15.95,11.85,-43.39,0.6516324977831781,5.0,0
1.73,-16.5,-10.61,0.23,-0.21,-0.39,-42.82,25.62,-9.26,28.09,-32.95,0.6516194701383117,4.0,0
-4.95,-7.1,-19.16,-0.63,-0.46,-0.44,78.92,16.57,-0.43,-46.26,5.25,0.6516027785896444,5.0,1
2.51,-20.76,-11.7,0.6,-0.66,0.26,-40.5,27.24,-16.64,22.63,-23.77,0.6516007107112839,5.0,0
1.76,-19.2,-11.13,0.43,-0.65,0.25,-40.5,27.24,-16.64,22.65,-23.84,0.6516006015526433,5.0,0
0.88,-14.29,-10.47,1.07,-1.08,-0.39,0.0,0.0,0.0,9.48,-3.79,0.6515883340831651,5.0,0
0.73,-18.8,-13.81,0.39,0.79,-0.23,0.0,0.0,0.0,25.18,-44.55,0.651558892870404,5.0,0
0.87,-16.6,-9.22,0.17,0.26,-0.26,-1.33,36.2,15.27,34.74,-38.04,0.6515225533678676,5.0,0
0.69,-17.11,-12.68,0.49,-1.1,-0.61,0.0,0.0,0.0,24.72,-23.16,0.6513756903380369,5.0,0
3.26,-16.06,-8.93,-0.68,1.43,-0.07,-46.73,23.83,-0.68,24.43,-31.68,0.6513447852747757,5.0,0
3.1,-17.95,-7.41,-0.59,0.85,-0.19,-10.05,34.23,17.5,40.14,-36.22,0.6512961058436016,5.0,0
3.66,-17.74,-11.17,-0.63,1.15,0.25,-51.01,18.81,-1.37,24.69,-35.02,0.651283346536005,5.0,0
-6.96,-1.29,8.49,-1.44,2.33,-0.53,65.75,6.18,-26.17,-47.23,33.97,0.6512522852233927,5.0,0
-12.51,2.13,6.82,1.15,0.24,0.07,80.36,12.27,-5.63,-43.4,2.86,0.6511612541439696,5.0,0
1.59,-13.72,-20.13,-0.9,0.05,-0.17,0.0,0.0,0.0,18.04,-70.4,0.6511399338996803,5.0,0
-2.12,-15.92,-15.48,-0.34,-1.11,-0.21,0.0,0.0,0.0,13.84,-48.57,0.6510276638168305,5.0,0
-9.1,-6.81,-12.67,-0.71,0.09,0.81,0.0,0.0,0.0,-18.71,-60.39,0.6510254922549686,5.0,0
-8.92,-6.74,-12.59,-0.71,0.07,0.77,0.0,0.0,0.0,-18.77,-60.41,0.6510254922549686,5.0,0
1.21,-16.56,-7.31,-0.83,1.35,-0.08,-0.62,34.05,-6.0,34.42,-29.59,0.6509021600763459,5.0,0
2.77,-16.14,-6.78,0.02,-0.97,-0.05,-30.89,24.73,-14.24,26.99,-24.53,0.6508832264440217,5.0,0
4.81,-13.02,-11.36,0.13,0.86,-0.02,-6.14,35.3,-7.89,42.21,-32.84,0.6508784732076999,5.0,0
3.18,-15.6,-2.9,-0.7,2.19,0.74,-22.87,32.08,-12.01,25.74,-34.28,0.6508421827228205,5.0,0
1.86,-17.52,-8.12,0.11,-0.29,0.09,-48.16,20.96,-6.17,26.68,-33.94,0.6508336145279895,3.0,0
2.58,-19.44,-11.51,1.13,-1.62,-0.44,-38.01,27.95,-13.55,20.6,-26.32,0.6508137745446024,5.0,0
0.71,-14.86,-11.23,0.59,-1.36,-0.81,-34.63,33.51,-15.44,17.15,-25.72,0.6507638568430977,5.0,0
1.52,-16.64,-9.58,0.11,0.0,-0.3,-42.82,25.62,-9.26,28.7,-32.91,0.6507379037804372,4.0,0
1.48,-17.73,-15.71,-1.16,-0.54,0.03,-48.16,27.77,5.83,15.14,-33.11,0.6507209490324813,5.0,0
-0.78,-17.75,-11.28,0.35,0.47,-0.81,0.0,0.0,0.0,28.38,-41.99,0.650705266694643,5.0,0
-6.23,-15.36,-5.88,-1.14,1.11,-2.26,0.0,0.0,0.0,18.11,-44.91,0.6507014349368062,5.0,0
0.6,-16.93,-10.06,0.54,-1.68,-0.41,-37.83,23.83,-13.72,29.27,-34.53,0.6506603807381731,5.0,0
-6.12,-20.62,-13.03,-0.3,0.46,-1.12,0.0,0.0,0.0,7.21,-49.02,0.6505223020074097,5.0,0
3.57,-3.87,-13.71,-0.89,-1.18,-0.06,76.03,18.37,-3.55,-45.36,8.78,0.6505082213711578,5.0,0
3.45,-13.22,-9.72,0.52,-0.64,-0.93,-4.54,36.56,2.23,42.04,-30.16,0.6504936917651661,5.0,0
-1.59,-16.77,-7.97,-0.45,1.13,0.6,0.0,0.0,0.0,30.93,-40.4,0.6504615299198838,5.0,0
-10.57,-1.99,-4.7,-0.27,0.3,-1.18,0.0,0.0,0.0,-10.93,-39.57,0.6504539030123909,5.0,0
2.41,-15.39,-6.04,0.12,-0.61,-0.17,-40.5,32.61,-13.9,22.28,-28.61,0.6504239252309597,5.0,0
3.09,-14.43,-10.15,-0.62,1.31,-0.09,-46.73,23.83,-0.68,24.29,-31.56,0.6503909477495927,5.0,0
0.31,-17.51,-7.34,-0.43,1.32,0.42,-43.88,23.11,13.38,51.71,-11.81,0.6503419666102462,5.0,0
2.94,-18.83,-8.11,-0.37,0.81,-0.23,-46.73,23.83,-0.68,27.59,-34.61,0.6503054902369246,5.0,0
2.05,-18.69,-11.26,-0.67,0.94,-0.8,-13.97,35.66,-15.1,17.88,-27.35,0.6502576357563415,5.0,0
-3.46,-18.14,-11.04,0.67,-1.62,-1.17,0.0,0.0,0.0,21.83,-30.47,0.6502556822212028,5.0,0
-2.52,-8.89,-6.44,0.2,0.57,-0.19,85.23,17.82,-1.99,-43.15,0.32,0.6502549016989106,5.0,0
-11.13,-0.89,9.77,1.17,-0.77,-0.23,67.55,-6.9,-20.02,-58.03,28.41,0.6502351454431025,4.0,0
-11.83,-0.57,2.73,-0.41,0.16,-0.47,57.81,12.99,-7.45,-42.92,9.88,0.6502046656627892,4.0,0
-8.88,5.38,-6.15,-0.52,0.25,-0.41,41.58,-33.42,13.6,-63.55,-108.33,0.6502034399808482,4.0,0
1.91,-13.97,-14.08,-1.46,0.69,0.0,0.0,0.0,0.0,25.61,-64.61,0.6501697100164806,5.0,0
-1.53,-16.75,-7.58,-0.41,1.09,0.55,0.0,0.0,0.0,30.82,-40.25,0.6501625602441207,5.0,0
1.05,-16.9,-9.86,-0.08,0.65,0.46,-46.73,24.55,-5.14,26.56,-29.44,0.6501332135048558,5.0,0
2.74,-16.6,-7.23,-1.1,0.44,0.03,0.0,0.0,0.0,35.1,-39.05,0.650086689618374,4.0,0
0.1,-15.59,-13.25,-0.4,-0.35,0.27,0.0,0.0,0.0,22.61,-40.06,0.6500610309779747,3.0,0
2.65,-16.29,-9.61,0.72,-1.28,-0.1,-28.39,29.03,-19.04,28.88,-28.48,0.6500520973498555,5.0,0
-10.89,4.8,2.5,-1.11,1.2,-0.52,45.36,-36.83,3.38,-81.54,103.12,0.6500505457757692,5.0,0
1.54,-13.84,-21.24,-0.76,-0.22,-0.14,0.0,0.0,0.0,18.06,-70.46,0.6499916058645984,5.0,0
-9.3,-13.42,-14.41,0.62,-0.45,-1.11,0.0,0.0,0.0,-14.7,-38.23,0.6499852387058557,5.0,0
-9.99,-3.12,0.4,0.76,0.0,0.98,56.37,11.91,-1.21,-54.87,33.97,0.6499722020102799,5.0,0
-0.88,-17.74,-14.53,-1.17,0.88,-0.44,-39.43,32.61,15.95,12.74,-46.48,0.6499621885228121,5.0,0
-6.66,-15.82,-10.34,-1.25,0.51,-0.64,25.9,19.17,13.72,6.37,-48.54,0.6499550898192817,5.0,0
-7.55,-1.4,4.63,-1.12,1.23,-0.05,61.78,17.29,-13.0,-45.27,27.97,0.6499511511683117,5.0,0
-4.72,-19.74,-7.24,-0.85,-0.35,-0.47,0.0,0.0,0.0,21.44,-35.74,0.6499023576645674,5.0,0
1.17,-13.55,-11.22,-0.72,2.92,0.35,-16.82,33.87,-12.35,25.95,-33.83,0.6498659906835348,5.0,0
-7.06,-14.76,-8.18,-1.18,2.24,-0.87,0.0,0.0,0.0,14.79,-34.43,0.6498471862108294,5.0,0
2.37,-13.95,-9.16,0.74,-0.84,0.47,-7.38,34.05,-4.29,31.39,-27.05,0.6498313490953412,5.0,0
2.92,-14.41,-9.19,0.94,-0.1,0.45,-13.97,33.87,-14.07,27.27,-25.76,0.6497993718838723,5.0,0
-9.16,-6.38,-6.51,0.14,-0.93,-0.04,85.59,14.24,-3.03,-44.66,2.25,0.6497915969242297,5.0,0
9.35,-13.51,-9.39,0.11,0.09,0.3,-42.82,35.3,-2.74,60.58,-53.08,0.649764511049881,5.0,0
0.07,-13.02,-9.51,-0.33,0.68,-0.13,0.0,0.0,0.0,45.11,-35.33,0.6497616616445853,5.0,0
-13.42,-1.88,-0.28,-0.45,0.86,-0.91,74.05,-11.91,-7.19,-60.35,3.26,0.6497551517132939,4.0,0
5.62,-12.6,-12.46,0.36,-0.47,0.17,-44.6,29.21,11.32,24.69,-51.64,0.6497502711342272,5.0,0
0.99,-15.34,-9.54,-0.29,0.75,0.68,-36.41,30.28,-16.47,17.7,-22.52,0.6497273826879358,5.0,0
-0.55,-21.26,-9.42,-0.16,-0.15,1.14,-23.05,30.46,21.45,23.83,-31.36,0.6497184455321566,5.0,0
1.48,-17.73,-15.71,-1.16,-0.54,0.03,-48.16,27.77,5.83,15.1,-32.93,0.6496922852871799,5.0,0
-6.34,-2.77,3.56,-1.97,2.14,-1.17,66.83,-0.98,-8.84,-56.38,33.98,0.6496813014373773,5.0,0
-5.22,-17.11,-14.77,0.71,-0.18,-0.37,0.0,0.0,0.0,10.0,-55.43,0.6496694440126997,5.0,0
-10.23,-1.97,2.56,0.11,0.72,0.8,56.37,11.91,-1.21,-55.95,33.44,0.6496641324693592,5.0,0
4.52,-15.85,-10.4,0.9,-1.15,0.17,-21.09,33.51,22.3,29.06,-29.96,0.6496428351801317,5.0,0
-4.13,-2.85,-8.85,-0.84,1.12,-0.17,83.25,23.38,-1.82,-44.52,2.91,0.6496294109796391,5.0,0
2.38,-15.03,-6.27,1.25,-0.74,0.73,-7.38,34.05,-4.29,27.94,-21.15,0.6496242335135808,5.0,0
-14.6,-0.08,5.89,0.28,0.07,0.25,84.33,21.59,0.26,-43.7,5.02,0.6495902973076754,5.0,0
0.09,-16.83,-7.08,0.21,0.96,0.85,-33.2,26.34,-15.44,19.06,-18.11,0.6495662787187703,5.0,0
2.65,2.27,-10.8,-0.36,0.49,-0.14,-1.35,-7.79,43.16,8.58,-98.9,0.6495317894894211,5.0,0
0.94,-15.9,-6.86,-0.51,-0.2,0.05,0.0,0.0,0.0,49.12,-47.55,0.6495272751191491,3.0,0
-0.81,-21.28,-8.87,-0.18,0.5,-0.27,0.62,31.0,-6.52,43.72,-16.52,0.6495053156932958,5.0,0
-2.93,-17.62,-9.19,-0.08,0.84,-0.12,-44.6,21.68,-5.49,38.29,-31.33,0.6495028482987973,5.0,0
-8.89,-11.96,-13.16,-0.54,-0.22,1.13,0.0,0.0,0.0,-19.75,-49.68,0.6494540025994896,5.0,0
-8.89,-11.99,-12.47,-0.46,-0.26,1.04,0.0,0.0,0.0,-19.65,-49.55,0.6494540025994896,5.0,0
-8.92,-11.99,-12.21,-0.41,-0.31,0.99,0.0,0.0,0.0,-22.01,-50.47,0.6494540025994896,5.0,0
-8.86,-11.87,-13.42,-0.57,-0.23,1.17,0.0,0.0,0.0,-19.85,-49.76,0.6494540025994896,5.0,0
-8.82,-11.97,-12.75,-0.5,-0.23,1.09,0.0,0.0,0.0,-19.7,-49.62,0.6494540025994896,5.0,0
1.64,-17.8,-9.2,0.5,-1.62,-0.38,-5.6,33.33,13.55,15.22,-16.33,0.6494415726352177,5.0,0
2.49,-17.58,-7.79,0.79,-1.81,0.06,-14.86,31.54,-7.37,28.13,-32.18,0.6494375279172476,5.0,0
4.1,-14.7,-13.65,0.15,-0.34,-0.2,-45.67,30.28,4.46,23.1,-45.21,0.6494057574722537,4.0,0
3.73,-15.85,-9.0,-0.43,1.09,-0.02,-22.52,31.36,24.71,47.68,-39.41,0.6493664040109196,5.0,0
-2.6,-17.82,-12.02,-0.51,-0.61,-0.23,0.0,0.0,0.0,18.97,-38.97,0.6493525263773056,5.0,0
1.14,-16.49,-12.92,0.16,-0.65,0.01,-38.72,23.65,-12.87,30.46,-35.08,0.649339142677635,5.0,0
-0.23,-8.12,1.49,0.89,0.26,0.87,0.0,0.0,0.0,-10.48,18.47,0.6493370769979249,3.0,0
2.94,-15.13,-8.88,0.52,-1.49,0.78,0.0,0.0,0.0,16.39,-24.02,0.6493031869395477,5.0,0
3.86,-19.95,-19.16,-0.26,-1.22,0.19,-38.72,24.73,-10.81,23.48,-30.93,0.6492995698518907,5.0,0
0.49,-16.69,-8.05,0.23,-0.48,-0.26,-33.38,29.03,-13.9,34.0,-34.78,0.6492707674902648,4.0,0
2.84,-16.67,-6.57,-0.29,-0.52,-0.5,-36.76,29.21,-16.47,26.36,-33.34,0.6492624931094894,4.0,0
0.33,-15.38,-9.96,0.34,-0.22,-0.65,0.0,0.0,0.0,23.69,-26.56,0.6492522166703562,4.0,0
4.71,-10.0,-17.59,0.47,-0.78,-0.17,-34.45,21.14,35.52,27.99,-81.82,0.6492407357095819,5.0,0
-0.5,-15.54,-12.59,-0.39,-0.05,0.19,0.0,0.0,0.0,21.6,-41.1,0.6492392666366603,3.0,0
-10.57,0.08,5.39,0.28,0.39,1.12,57.27,-13.88,-17.42,-65.38,7.48,0.6492165089787999,5.0,0
-0.76,-18.28,-8.65,-0.53,1.09,0.18,-35.34,23.11,-10.98,27.64,-39.65,0.6491541544041571,5.0,0
-9.2,-5.24,-13.28,-0.22,-0.07,-0.95,0.0,0.0,0.0,-14.01,-36.61,0.6491384161655164,5.0,0
3.39,-16.28,-9.56,-0.33,0.51,-0.22,-12.01,31.9,19.04,40.41,-37.08,0.6490932422451657,5.0,0
1.86,-14.9,-8.44,-0.91,1.69,-0.64,0.0,0.0,0.0,42.28,-30.91,0.649040785763565,5.0,0
2.13,1.84,-8.96,-0.53,0.72,-0.2,-1.35,-7.79,43.16,8.05,-97.59,0.6490341055457388,5.0,0
3.09,-14.43,-10.15,-0.62,1.31,-0.09,-46.73,23.83,-0.68,24.17,-31.39,0.6490140661531355,5.0,0
5.4,-9.21,-19.55,-0.62,0.81,0.3,-22.52,14.15,63.49,19.42,-68.06,0.6489791048159955,5.0,0
4.61,-15.07,-13.17,-0.24,0.59,-0.45,-12.01,32.61,-13.21,50.09,-30.16,0.6489623966722983,5.0,0
0.5,-17.18,-6.6,-0.79,2.28,1.36,-29.28,23.11,26.42,30.03,-36.24,0.6489617564917892,5.0,0
-0.44,-8.33,4.02,0.8,0.24,0.83,0.0,0.0,0.0,-10.46,18.72,0.6489403576708132,3.0,0
4.01,-15.69,-9.04,-0.17,0.83,0.16,-39.08,26.16,-18.36,51.15,-43.98,0.6488778336844624,5.0,0
-9.13,-0.92,4.8,-0.08,-1.91,-0.83,62.68,-5.46,-3.12,-58.56,57.86,0.6488453435865295,5.0,0
1.85,-17.54,-7.85,3.18,-3.05,0.86,-10.23,25.44,11.15,20.59,-3.0,0.6488407179604533,5.0,0
-13.09,-9.57,-1.17,-0.38,0.3,-1.5,0.0,0.0,0.0,-10.64,-39.58,0.6488260019682149,5.0,0
3.33,-13.76,-8.74,-0.17,0.75,0.07,-6.85,33.15,-3.43,52.31,-24.68,0.6487286931938879,5.0,0
-2.99,-5.69,-15.05,-0.04,-0.01,-0.31,0.0,0.0,0.0,-15.94,-41.46,0.6487025219153079,5.0,0
6.63,-12.2,-6.76,0.01,0.1,-0.19,0.0,0.0,0.0,62.46,-51.58,0.6486904839937181,5.0,0
0.67,-15.13,-11.12,-0.01,-0.17,0.76,0.0,0.0,0.0,17.8,-31.01,0.6486585495271603,5.0,0
0.77,-15.17,-9.75,0.44,-0.79,0.79,-17.71,34.05,-16.3,21.11,-32.14,0.648611596644152,5.0,0
2.68,-18.06,-7.95,0.27,-0.57,0.02,-11.48,28.13,-3.77,41.35,-39.39,0.6486094810577469,4.0,0
2.98,-13.16,-6.0,-1.33,1.68,0.73,0.0,0.0,0.0,41.16,-34.95,0.6485858296935457,5.0,0
2.21,-13.07,-14.51,0.0,-0.85,0.2,0.0,0.0,0.0,27.93,-62.64,0.6485585994662154,5.0,0
1.73,-19.02,-11.17,-0.26,0.79,0.08,-29.82,26.16,22.82,35.99,-29.53,0.6485386048003142,5.0,0
-0.01,-13.0,-7.25,1.28,-0.62,0.17,0.0,0.0,0.0,27.49,-30.91,0.6485258946978415,4.0,0
3.12,-14.39,-10.77,0.73,-1.11,0.33,-7.38,34.05,-4.29,31.45,-26.98,0.6485174267274573,5.0,0
4.93,-19.76,-8.88,1.55,-2.34,-0.1,-6.14,32.79,4.8,35.75,-32.34,0.6485056147242051,5.0,0
0.76,-14.95,-9.96,0.45,-0.87,0.63,-11.3,35.84,-13.9,19.29,-30.68,0.6484880049000664,5.0,0
-6.6,-12.44,-10.38,-0.09,-0.09,-0.22,0.0,0.0,0.0,-12.89,-36.91,0.6483880772986367,5.0,0
3.29,-17.67,-9.76,0.63,-0.56,0.2,-8.63,32.43,13.38,39.46,-30.79,0.6483656181657601,5.0,0
0.41,-18.21,-10.69,-1.32,1.72,0.6,-12.55,33.87,-18.53,25.1,-36.18,0.6483320199585966,5.0,0
1.69,-16.6,-10.14,0.32,-0.33,-0.41,-42.82,25.62,-9.26,28.08,-32.93,0.6482708623071821,4.0,0
4.03,-15.08,-6.72,-0.67,-0.06,0.92,0.0,0.0,0.0,31.91,-19.11,0.6482531197894125,5.0,0
-1.82,-17.02,-11.9,-0.57,-0.97,-0.65,0.0,0.0,0.0,24.74,-38.18,0.6482344989316174,5.0,0
0.04,-15.58,-13.57,-0.42,-0.26,0.25,0.0,0.0,0.0,22.49,-40.15,0.648225943844751,3.0,0
0.77,-15.17,-9.75,0.44,-0.79,0.79,-17.71,34.05,-16.3,21.2,-32.18,0.6482148773170401,5.0,0
-11.15,5.38,6.46,-0.28,-0.25,-0.4,51.68,-32.34,1.12,-82.3,20.79,0.6482058698389638,5.0,0
4.99,-14.95,-11.06,-0.1,0.16,-0.4,-23.59,32.08,26.08,34.37,-43.87,0.64819226038977,4.0,0
-4.05,-12.13,-6.08,-0.71,-0.33,-0.39,0.0,0.0,0.0,4.03,-43.79,0.6481733871397574,1.0,0
0.39,-17.5,-13.09,0.34,-0.68,-0.32,0.0,0.0,0.0,22.26,-33.62,0.6481256013980764,5.0,0
5.62,-12.6,-12.46,0.36,-0.47,0.17,-44.6,29.21,11.32,24.62,-51.65,0.6480481800876662,5.0,0
-9.66,-5.86,-1.81,0.13,-0.13,-0.22,79.09,15.68,-0.95,-44.46,1.42,0.6479923598069722,5.0,0
0.49,-19.85,-12.96,0.65,0.49,1.18,-25.72,33.15,1.02,21.47,-41.78,0.6479544874446567,5.0,0
5.73,-9.25,-16.69,-0.17,0.37,0.79,-21.63,13.62,45.81,22.72,-70.99,0.6479513514566982,5.0,0
-4.39,-7.05,4.53,-1.24,0.92,-0.36,0.0,0.0,0.0,7.08,-0.85,0.6479482668391402,3.0,0
1.56,-18.68,-10.16,0.49,-1.25,0.12,-10.95,26.88,-3.26,36.72,-36.07,0.6479387567942688,5.0,0
3.17,-14.03,-7.55,-0.09,0.7,-0.2,0.0,0.0,0.0,43.46,-41.52,0.6478735077501024,5.0,0
5.12,-15.56,-10.97,0.5,-0.89,-0.27,-25.37,29.21,27.45,34.7,-42.34,0.6478521161045411,5.0,0
5.1,-15.34,-11.35,0.47,-0.85,-0.26,-22.16,32.08,25.74,34.64,-42.29,0.6478521161045411,5.0,0
5.1,-15.34,-11.35,0.47,-0.85,-0.26,-22.16,32.08,25.74,34.66,-42.29,0.6478521161045411,5.0,0
2.57,-14.5,-11.19,-0.59,1.12,-0.09,-46.91,25.8,-0.85,24.02,-31.16,0.6478485774460919,5.0,0
1.02,-17.22,-6.89,-0.51,0.78,0.46,-3.47,33.33,10.81,32.59,-27.05,0.6477639266085197,5.0,0
-6.07,-13.5,-9.84,0.85,-0.57,-0.44,27.33,9.85,18.19,6.27,-39.74,0.6477096256295126,5.0,0
-2.55,-18.69,-9.66,-0.01,1.46,-0.97,0.0,0.0,0.0,20.32,-50.47,0.6477041132173796,5.0,0
-10.55,-3.64,-10.93,1.27,-2.11,-0.49,0.0,0.0,0.0,-46.94,12.37,0.6476707306504096,4.0,0
0.85,-15.23,-9.16,0.36,-0.59,0.92,-17.71,34.05,-16.3,21.34,-32.27,0.647643360063375,5.0,0
-0.96,-19.3,-11.46,-0.41,0.12,1.09,0.0,0.0,0.0,26.73,-36.23,0.647635584089593,5.0,0
1.92,-15.18,-8.48,-0.17,0.25,1.07,-40.32,27.06,-16.13,24.91,-24.08,0.6476085484311326,5.0,0
-8.95,-2.5,-8.58,-0.41,1.41,-0.43,19.67,-37.63,6.34,-40.92,-76.32,0.6475590799965739,5.0,0
1.58,-14.18,-7.05,0.74,-1.14,-0.22,0.0,0.0,0.0,11.81,-0.93,0.647554961049429,4.0,0
1.15,-17.09,-5.56,-1.03,1.79,0.0,-0.62,34.05,-6.0,34.48,-29.57,0.6475466951685281,5.0,0
0.76,-17.71,-8.79,-0.41,0.97,0.21,-16.82,32.08,-15.78,28.91,-35.71,0.647494034680215,5.0,0
0.48,-18.78,-8.39,-0.42,0.03,1.09,-23.05,30.46,21.45,23.92,-31.43,0.647465079154674,5.0,0
-13.7,-3.63,-1.68,1.33,0.11,0.16,84.33,21.59,0.26,-44.2,5.52,0.6474311915991263,5.0,0
3.33,-20.38,-11.34,-0.47,0.45,-0.42,-24.83,31.18,22.82,36.64,-32.88,0.647421326497904,5.0,0
2.8,-15.96,-7.6,-0.71,-0.29,0.0,-31.78,30.28,-19.22,26.21,-31.23,0.6474090857221052,5.0,0
-4.36,-16.66,-4.39,-0.11,-0.17,-1.27,0.0,0.0,0.0,-15.37,-35.63,0.647407616380323,5.0,0
-0.13,-12.98,-12.47,0.96,0.01,-0.09,-28.39,27.6,29.34,13.88,-14.76,0.6474004370312377,5.0,0
0.92,-15.08,-12.15,-0.77,0.28,-0.36,-2.75,34.05,-1.2,29.18,-35.67,0.647372754311153,5.0,0
1.72,-15.37,-11.68,-0.39,0.61,-0.13,-46.91,25.8,-0.85,21.76,-26.95,0.6473710040708706,5.0,0
-0.65,-16.39,-9.65,-0.1,-0.29,-0.56,-6.14,36.74,0.0,30.73,-50.83,0.6473531248724312,5.0,0
-2.97,-11.97,0.01,-1.17,0.77,-0.3,83.43,23.2,5.63,-42.42,4.37,0.6473501054001461,5.0,0
-9.11,-0.45,4.66,-0.59,-1.19,-1.19,62.32,-3.67,-19.07,-53.49,57.31,0.6473377539943862,4.0,0
-4.8,-20.81,-6.62,-0.93,-0.18,-0.45,0.0,0.0,0.0,21.54,-35.8,0.6473269122201794,5.0,0
-9.89,-3.27,3.46,0.06,0.4,0.03,81.62,14.24,-4.76,-44.68,3.23,0.6472467236890235,5.0,0
-14.6,-0.08,5.89,0.28,0.07,0.25,84.33,21.59,0.26,-44.0,5.32,0.6472075821425715,5.0,0
