v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,score_deep_svdd,anomaly_vote_count,GERCEK_ETIKET_label
-10.3,0.06,2.43,-0.28,0.42,-0.46,59.44,0.26,5.54,-53.65,2.01,0.006232182723507555,1.0,0
-8.94,-4.01,-1.94,0.46,-0.63,0.05,50.6,18.72,11.26,-35.89,-2.51,0.006231854321744167,1.0,0
-3.87,-0.59,11.2,-0.89,0.34,-0.34,14.34,1.88,1.99,-21.33,65.17,0.006231356551938473,5.0,0
-5.87,-2.48,-4.57,-0.44,1.11,0.0,49.87,17.64,11.26,-37.43,-3.43,0.006230858208003821,2.0,0
-3.95,-13.15,-10.54,-0.44,0.26,-0.98,0.0,0.0,0.0,-11.47,-32.13,0.006230782422981501,6.0,0
-3.25,-2.7,-9.86,0.74,-0.55,-0.1,15.78,2.77,39.52,-9.91,-65.39,0.006229093909719047,2.0,0
-2.55,-20.82,-3.99,0.13,-1.75,-0.71,0.0,0.0,0.0,35.49,-25.8,0.006227884220006708,6.0,0
-8.74,-4.58,-2.09,0.0,0.02,0.08,39.95,10.66,27.39,-37.5,-11.79,0.006227798674792119,1.0,0
-10.61,-2.22,-0.83,0.11,-0.13,-0.23,69.9,3.67,12.04,-52.66,-13.07,0.00622744960438628,1.0,0
3.11,-16.21,-14.11,-0.37,0.45,0.43,-42.64,31.54,11.15,18.12,-41.34,0.006227166558810494,6.0,0
-10.5,-4.29,-2.09,0.21,-0.33,0.01,79.45,20.7,10.48,-41.0,-1.2,0.006226123940624633,1.0,0
-1.77,-16.33,-3.08,-0.41,0.6,-0.08,0.0,0.0,0.0,13.05,-22.45,0.006226084325726602,1.0,0
-1.1,-0.21,8.89,-0.11,-0.11,-0.1,290.88,77.15,262.33,-10.49,95.01,0.0062258397467909316,5.0,0
-7.62,-11.62,-9.33,0.13,0.07,-0.13,32.67,2.68,8.23,-9.42,-32.26,0.006224226444421842,1.0,0
-7.76,-6.67,-2.63,0.64,-0.42,0.51,48.25,27.15,16.29,-27.33,-8.85,0.006224204627521476,1.0,0
-11.34,-1.12,0.59,-0.1,0.09,0.0,72.59,-7.25,2.16,-59.21,-0.48,0.006223834888473187,1.0,0
-9.75,-5.26,-1.31,0.34,-0.7,0.03,79.45,20.7,10.48,-40.97,-3.0,0.006223607533406225,1.0,0
-9.24,4.34,-3.36,-0.14,-0.16,-0.52,51.32,-26.61,11.87,-67.17,-89.98,0.006223291188350934,6.0,0
-12.03,-13.95,-9.38,0.15,-0.42,0.14,0.0,0.0,0.0,-8.0,-30.28,0.006223197605330948,5.0,0
-9.05,-0.62,-8.78,0.51,-0.65,0.07,45.18,-8.86,18.2,-60.05,-35.99,0.00622226062687317,1.0,0
-12.04,1.68,-1.07,0.09,0.02,-0.1,58.89,-19.8,15.68,-69.47,-40.36,0.006222185990108764,2.0,0
2.9,-13.34,-14.73,-0.49,0.54,-0.3,53.3,16.75,12.82,-36.04,-4.61,0.0062214068971141534,6.0,0
-9.51,-8.38,-1.39,0.24,-0.26,0.37,46.27,19.44,3.98,-36.69,4.68,0.0062212501599089,1.0,0
-8.49,-4.98,-0.74,-0.05,0.01,-0.08,57.09,15.14,11.26,-32.36,-7.02,0.006220509533554406,1.0,0
-7.35,5.05,2.68,-0.42,2.0,-0.01,56.37,-16.04,-18.89,-69.84,83.92,0.006220225339720706,5.0,0
9.19,-15.49,-14.66,-0.4,0.7,-1.83,-22.16,35.66,15.44,47.41,-79.56,0.006220103050252871,6.0,0
0.54,-14.88,-8.22,-0.37,0.4,-0.07,0.0,0.0,0.0,30.13,-23.21,0.006219664415729744,1.0,0
-9.71,-14.34,-9.74,0.04,0.03,0.03,0.0,0.0,0.0,-3.51,-35.57,0.006219449691499837,1.0,0
-1.83,-18.41,-8.11,0.57,-2.28,0.2,0.0,0.0,0.0,11.48,-20.21,0.006219434190017998,5.0,0
-8.41,-4.3,-2.46,-0.24,-0.41,0.53,50.6,23.38,18.2,-30.82,-13.25,0.006218227370950444,1.0,0
-2.38,-15.72,-7.53,-0.05,-0.43,-0.03,13.44,31.0,1.02,8.41,-26.52,0.006218058577037095,1.0,0
-10.73,-2.2,2.35,0.57,-1.17,0.42,78.38,-3.67,-23.14,-50.34,41.83,0.006217958104469624,6.0,0
-7.79,4.05,9.52,1.6,-2.44,0.76,54.74,-6.9,-59.98,-28.94,96.61,0.006217748547400329,5.0,0
-5.5,0.06,6.16,-1.47,3.37,-0.45,54.2,-9.23,-57.03,-31.85,85.92,0.0062176744847648804,5.0,0
-2.42,-18.8,-11.0,-0.14,-1.93,0.06,0.0,0.0,0.0,16.74,-27.36,0.00621764405593016,5.0,0
-6.95,0.34,7.29,0.02,0.19,-0.1,65.2,17.82,-31.55,-42.36,69.07,0.00621662612528945,1.0,0
-9.78,-5.17,0.69,-1.02,1.23,-0.56,74.41,24.64,-8.23,-32.69,-12.78,0.0062162937046233635,4.0,0
-3.94,-7.75,-15.56,-0.22,0.33,-0.19,81.08,21.95,2.68,-42.21,0.86,0.0062161633773501306,5.0,0
-11.41,-0.99,0.65,-0.05,0.08,-0.02,72.59,-7.25,2.16,-59.19,-0.7,0.006216161080834302,1.0,0
-5.03,-11.92,-9.21,0.57,-0.91,-0.19,0.0,0.0,0.0,0.49,-30.52,0.006215092626845379,1.0,0
-6.32,-3.73,7.14,-0.12,0.31,-0.12,53.3,27.51,-33.97,-26.88,47.9,0.006215056456721089,1.0,0
-5.92,-4.26,4.62,-0.27,-0.26,0.01,54.2,32.7,-32.4,-27.16,44.88,0.006214804988237936,1.0,0
-7.4,-0.65,28.73,1.07,-0.66,0.31,-2.97,-27.86,-25.05,-19.43,92.96,0.006214601746587167,5.0,0
-5.06,-5.81,1.64,0.38,-0.58,0.12,0.0,0.0,0.0,4.11,6.66,0.00621350917918205,2.0,0
-10.7,2.71,1.28,1.24,-0.68,0.12,55.65,-21.59,11.87,-71.17,-55.08,0.006213412151388323,6.0,0
-6.13,-2.36,6.21,-0.07,0.12,-0.1,51.68,22.31,-35.19,-30.18,53.47,0.006212734679219096,1.0,0
-10.48,2.04,-0.61,1.18,-0.6,0.08,55.65,-21.59,11.87,-70.76,-57.66,0.00621119256884067,6.0,0
-0.66,-15.3,-8.42,0.43,-0.16,-0.02,0.0,0.0,0.0,19.99,-25.59,0.00621113171117123,1.0,0
-9.88,-8.8,-8.31,-0.45,0.23,-0.92,0.0,0.0,0.0,-10.64,-47.7,0.006210647146331546,3.0,0
-5.87,-0.81,12.94,-2.13,2.84,-0.45,2.06,-30.02,-13.95,-18.06,81.92,0.006210411753459188,4.0,0
-5.24,3.74,7.42,-0.82,-1.56,-0.9,32.02,-21.05,-16.03,-30.44,94.74,0.0062096866285865325,5.0,0
-0.51,-14.65,-6.27,-0.19,0.36,-0.23,0.0,0.0,0.0,21.71,-34.32,0.006209063698668219,5.0,0
-8.61,-2.72,-3.81,-0.78,0.81,-0.35,59.8,8.86,10.05,-44.3,-19.81,0.006207790854770612,2.0,0
-9.82,-13.22,-10.77,-0.08,-1.08,0.03,0.0,0.0,0.0,-12.35,-30.8,0.006207101900022246,1.0,0
-6.4,-15.52,-11.25,-1.08,0.2,-0.58,25.9,19.17,13.72,6.36,-48.59,0.006207077212477097,6.0,0
-7.93,-11.66,-8.84,0.03,0.18,0.0,28.93,6.45,13.21,-10.3,-32.97,0.00620690784443479,1.0,0
-8.18,-5.09,1.99,-0.46,0.81,-0.37,56.19,22.13,6.24,-32.06,5.07,0.006206699435623409,2.0,0
-8.84,-5.23,-0.51,-0.04,0.05,-0.05,54.93,37.0,22.01,-34.75,-5.74,0.0062062539115527995,1.0,0
-11.41,-3.05,-4.63,0.17,-0.97,0.04,50.6,13.71,9.18,-35.28,-4.08,0.006205113117315296,5.0,0
-10.14,-14.5,-10.66,0.0,0.06,0.07,0.0,0.0,0.0,-9.12,-31.87,0.006204858204058401,1.0,0
-9.18,-4.41,-2.66,0.33,-0.02,-1.34,58.71,15.32,16.29,-37.16,-9.02,0.006204743952395964,3.0,0
-4.62,-5.86,0.23,0.29,-0.46,0.08,0.0,0.0,0.0,3.67,6.79,0.00620416063737568,1.0,0
-10.31,-4.29,-0.4,-0.1,0.28,-0.17,82.89,16.21,1.99,-40.3,-1.03,0.006203487758238109,1.0,0
-11.92,-1.19,-8.92,-0.43,0.39,-0.31,79.09,15.68,-0.95,-44.44,1.11,0.006203390156315425,6.0,0
0.71,-14.76,-4.16,-0.19,0.73,0.13,0.0,0.0,0.0,21.05,-6.08,0.0062024462883101626,1.0,0
-8.52,-3.72,-1.05,0.4,-0.03,-1.24,58.71,15.32,16.29,-35.53,-8.58,0.006202046120427154,2.0,0
-10.0,-9.45,-9.86,0.02,-0.33,-0.02,0.0,0.0,0.0,4.47,-29.96,0.006201818191231236,5.0,0
-9.07,-9.45,0.98,-0.5,1.26,-0.26,30.89,-17.38,-12.35,-19.38,-22.25,0.006201152775770106,2.0,0
-10.22,-8.75,4.08,0.21,0.61,-0.08,81.8,19.8,-1.82,-42.4,1.87,0.006199500432631941,6.0,0
-10.17,-1.33,-3.82,0.7,-0.99,-0.57,48.07,-2.77,15.42,-55.42,-29.03,0.006199061223979858,3.0,0
-8.48,-2.61,-0.56,0.07,0.33,0.85,54.74,8.51,10.05,-50.15,-13.17,0.006198899319613991,1.0,0
-0.61,1.8,10.17,-0.76,0.65,-0.27,24.26,-4.57,-69.17,-8.16,92.98,0.006198885540519024,3.0,0
-9.42,-3.64,0.78,-0.21,0.32,-0.22,84.87,18.54,-0.95,-39.78,-4.26,0.0061984434612221565,1.0,0
2.9,-16.5,-7.1,0.0,-0.01,0.01,-45.31,19.89,-15.1,32.17,-27.66,0.006198078315205522,2.0,0
-10.91,5.15,4.9,-0.05,0.02,-0.07,49.69,-32.88,-5.63,-79.93,82.55,0.006198005400827987,3.0,0
-10.09,-11.21,-12.0,-0.75,1.88,-0.41,0.0,0.0,0.0,-2.78,-33.05,0.006197820531303842,5.0,0
-10.23,-3.74,-2.37,-0.02,-0.05,-0.39,49.33,12.09,6.58,-34.55,4.43,0.006197327354529803,2.0,0
-9.91,-1.93,1.34,-0.01,0.24,0.55,59.25,13.71,2.25,-55.04,24.67,0.006195801319762172,3.0,0
-7.67,-2.52,7.37,-0.44,1.23,0.13,55.65,20.52,-33.11,-32.13,49.14,0.00619573529493212,2.0,0
-0.74,-15.74,-7.23,-0.26,0.99,-0.34,0.0,0.0,0.0,31.48,-30.99,0.006195159443588278,3.0,0
-15.98,13.48,-3.54,-0.12,0.62,-0.46,56.19,-23.92,6.15,-77.26,-57.39,0.006194650765332401,4.0,0
-12.17,-5.61,-1.12,0.4,-0.78,0.05,54.38,16.75,10.4,-37.71,-3.26,0.00619450493657733,2.0,0
-8.67,-4.8,-0.2,-0.22,0.12,0.15,50.78,23.92,13.86,-32.23,-7.63,0.006194313177505702,1.0,0
-14.33,5.85,4.71,0.02,0.22,-0.31,57.09,-25.53,13.6,-72.21,-60.81,0.006194259209383746,4.0,0
-6.7,-1.59,-5.46,-0.4,1.4,-0.34,39.04,-0.26,39.35,-26.46,-67.85,0.006193713786874624,2.0,0
-8.94,-11.74,-8.17,-0.39,0.19,-0.1,34.27,-2.15,8.75,-8.97,-34.5,0.006193580014827648,1.0,0
2.81,-18.76,1.96,-1.96,2.24,-0.32,-44.95,28.85,-11.66,24.28,-32.75,0.006192505819549155,6.0,0
-4.7,-2.54,7.09,0.37,-0.56,0.12,49.15,24.1,-36.58,-25.13,54.82,0.006192219329199626,2.0,0
-11.52,-5.26,0.59,-0.2,0.42,-0.31,80.0,14.06,-2.5,-40.16,0.72,0.006191956378137332,2.0,0
-6.33,-1.45,8.53,-0.05,-0.57,0.06,67.73,25.71,-28.43,-29.14,62.86,0.0061909407440124496,2.0,0
-9.66,-5.96,-1.0,0.03,-0.04,0.12,77.66,25.71,-3.38,-35.08,-5.75,0.006190065197353068,1.0,0
-9.81,-13.65,-9.48,0.04,0.0,0.05,0.0,0.0,0.0,-9.33,-31.57,0.00618919654024117,1.0,0
-8.66,-6.24,0.13,-0.1,-0.02,0.01,65.2,31.99,2.68,-29.95,-2.19,0.0061889622956267255,1.0,0
-0.5,-14.7,-9.46,-0.08,0.43,0.07,0.0,0.0,0.0,13.4,-21.7,0.006188312381647434,1.0,0
-23.73,-19.69,-3.48,0.48,-0.53,0.55,47.89,16.39,9.01,-35.27,-0.12,0.006188097657417526,4.0,0
4.58,-15.48,-9.6,-0.05,0.16,0.08,-49.58,17.02,-13.04,46.23,-37.62,0.0061876366318650775,5.0,0
-11.03,1.59,-2.34,-0.21,0.04,-0.1,60.52,-18.19,15.51,-68.55,-34.92,0.006187126805351287,2.0,0
-7.86,-6.6,-3.25,0.85,-1.49,-0.33,30.89,-26.7,-6.17,-31.86,5.93,0.00618712623122233,5.0,0
-8.18,-42.14,-7.05,0.38,0.71,0.85,30.71,6.45,13.21,-8.73,-33.05,0.006186794958814157,2.0,0
-8.76,-6.74,-0.91,0.01,-0.23,0.09,65.56,32.34,3.03,-30.07,-2.01,0.006186668650443624,1.0,0
-7.74,-5.79,0.25,-0.14,0.22,-0.19,48.25,13.53,7.62,-38.14,1.53,0.006185965342471333,2.0,0
1.94,-17.47,-10.45,-0.96,2.17,0.18,-47.98,22.22,3.26,36.96,-23.13,0.006185411308027856,6.0,0
-9.96,-3.25,-1.29,1.03,-1.21,-0.03,71.16,8.15,6.32,-47.26,2.48,0.006185233902180151,4.0,0
-1.08,1.22,9.46,0.0,-0.01,0.0,239.11,237.56,222.29,-9.22,91.61,0.006185069701298457,3.0,0
-9.31,-4.3,-2.39,0.16,-0.18,0.0,75.67,-8.51,4.42,-56.83,-1.24,0.006184602360327482,2.0,0
-0.08,-19.07,-6.67,0.44,-1.26,0.35,0.0,0.0,0.0,5.84,-7.09,0.006184222861086924,4.0,0
-15.1,-0.46,0.27,0.91,-0.77,0.22,81.62,14.6,-1.99,-43.15,1.58,0.006184193580510118,5.0,0
-7.4,-5.65,-1.41,0.41,-0.23,-0.19,58.17,18.37,13.34,-32.93,-5.35,0.006182532051308642,2.0,0
-8.98,-5.13,-0.13,0.0,0.2,-0.05,56.19,17.82,14.21,-35.45,-6.14,0.006181588183303381,1.0,0
2.57,-17.34,-7.52,-0.53,0.91,0.09,-20.38,32.79,21.62,44.1,-28.48,0.006181556032081791,6.0,0
-9.57,-3.16,0.15,-0.15,0.26,-0.48,47.35,14.42,6.76,-37.99,3.51,0.006181547994276393,2.0,0
-2.88,2.04,11.29,0.67,-0.16,0.72,35.61,-9.23,-8.75,-16.27,93.11,0.006181518139570631,2.0,0
-8.88,-14.09,-11.36,0.18,-0.16,-0.03,0.0,0.0,0.0,-3.95,-34.8,0.0061813476232704095,3.0,0
-1.55,-11.32,-3.87,-1.04,2.0,-0.23,0.0,0.0,0.0,19.25,-14.78,0.00618057599395224,3.0,0
-1.08,-4.93,-17.38,-0.35,0.83,-0.03,48.25,19.26,7.62,-38.54,-1.47,0.006180398013975579,1.0,0
-8.36,-6.04,0.47,-0.22,0.06,0.0,67.01,31.63,2.34,-29.92,-2.27,0.00618019304993794,1.0,0
-22.58,-1.85,-6.84,-0.45,0.4,-0.13,59.98,35.93,19.93,-34.43,-7.38,0.006179699873163901,2.0,0
-7.99,-4.22,0.02,-0.04,0.1,0.19,57.99,37.18,17.68,-35.64,-4.34,0.006179682075166235,1.0,0
-36.69,30.64,16.11,0.45,0.24,0.3,46.27,14.78,7.1,-38.75,-2.27,0.006178545873960388,2.0,0
2.53,-16.79,-8.96,-0.09,-0.03,0.28,-1.69,34.05,11.84,24.3,-37.01,0.006177856345083065,6.0,0
3.05,-16.23,-13.34,1.14,-0.8,-0.32,-38.37,22.22,-13.9,27.6,-34.09,0.006177694440717199,6.0,0
-8.76,-3.6,1.21,-0.09,-0.02,0.15,78.2,15.5,-1.82,-43.27,1.88,0.00617765827059291,1.0,0
5.07,-8.94,-17.31,-0.12,0.36,0.84,-21.63,13.62,45.81,22.82,-70.47,0.006177210450006472,6.0,0
-5.84,-13.58,-11.18,-0.04,0.14,0.32,23.05,19.53,18.53,2.85,-49.36,0.00617702500635337,1.0,0
-8.98,-4.95,-0.59,-0.02,0.08,-0.04,54.2,36.29,19.59,-33.16,-5.39,0.006176562258414051,1.0,0
-0.28,-14.97,-6.25,-0.32,0.67,-0.2,0.0,0.0,0.0,21.66,-34.36,0.006176257395937899,5.0,0
0.95,-18.77,-8.34,-0.25,-0.55,-1.0,-19.49,35.48,-17.33,24.35,-30.1,0.006175908899661017,6.0,0
-36.69,30.64,16.11,0.45,0.24,0.3,46.27,14.78,7.1,-38.11,-2.49,0.006175904306629361,2.0,0
-42.68,-12.7,-1.09,-0.28,0.05,0.0,53.12,16.21,11.61,-34.01,-7.8,0.006175734364458098,2.0,0
-7.36,-6.88,3.79,0.04,0.32,0.05,57.99,37.18,20.8,-36.54,-4.79,0.006173770269296297,5.0,0
-4.96,-18.33,-9.17,-0.73,-1.16,-0.74,0.0,0.0,0.0,21.82,-31.82,0.006173511337136703,6.0,0
-12.76,2.95,0.36,0.22,-0.04,0.1,63.95,-25.18,14.3,-75.31,-61.14,0.0061733316347731704,4.0,0
-11.41,-0.99,0.65,-0.05,0.08,-0.02,72.59,-7.25,2.16,-59.19,-0.68,0.006172617992479655,1.0,0
5.57,-14.3,-17.05,-0.54,0.63,-0.36,50.42,17.11,12.48,-38.19,-6.31,0.0061725112044936584,7.0,1
10.14,-11.29,-11.71,2.05,-0.88,0.2,-37.48,32.79,9.95,53.14,-51.05,0.006170652174930984,6.0,0
-2.7,-18.23,-11.35,-0.39,-0.62,-0.23,0.0,0.0,0.0,18.91,-38.93,0.006170614282419824,6.0,0
-8.39,-5.59,-1.96,0.0,-0.01,-0.04,54.38,15.68,12.13,-34.29,-6.62,0.0061702169851815996,2.0,0
15.89,31.63,-25.73,-0.03,0.79,0.02,86.13,16.21,-3.9,-42.02,-0.66,0.006170007428112305,2.0,0
-11.35,-10.93,-8.82,1.63,-3.52,-0.15,0.0,0.0,0.0,-24.54,-15.38,0.006168998109405949,5.0,0
-10.68,3.61,0.75,0.42,-0.32,0.19,58.71,-28.58,8.58,-82.51,-58.95,0.006168558326624908,4.0,0
-2.95,1.43,9.8,0.23,-0.35,0.23,81.08,-14.06,-79.4,-12.65,97.93,0.006168183420416006,3.0,0
-41.68,25.46,19.7,-0.11,0.06,-0.81,0.0,0.0,0.0,-14.42,-34.94,0.00616801577476057,2.0,0
3.06,-15.03,-8.59,0.53,-1.49,0.78,0.0,0.0,0.0,19.42,-26.15,0.006167942286254078,6.0,0
-8.51,-5.57,-1.14,-0.05,0.0,-0.05,56.37,15.5,9.88,-35.27,-4.59,0.006167857315168446,1.0,0
0.91,-6.95,-7.87,-0.69,0.22,-0.05,57.27,16.39,13.17,-36.13,-9.38,0.006167338302591343,6.0,0
-10.32,0.37,9.61,-0.48,1.49,0.04,54.2,13.35,9.52,-36.01,-8.05,0.006167197640996885,5.0,0
-11.07,-5.35,0.53,0.03,0.2,0.01,69.9,16.93,-0.78,-45.18,4.54,0.006166258940152236,1.0,0
-7.36,-8.55,3.43,0.55,0.0,-0.38,61.96,29.3,24.27,-39.91,-6.24,0.00616509231011167,2.0,0
-6.17,5.56,5.69,-0.13,-2.04,-0.55,37.79,-35.03,-11.52,-48.81,103.34,0.0061644584717431734,5.0,0
-7.95,1.61,-8.58,-0.28,-0.16,-0.11,51.32,-13.88,22.01,-55.16,-69.48,0.006164037635217713,2.0,0
-4.58,0.97,-10.87,0.17,-0.77,0.62,0.0,0.0,0.0,-31.59,-96.99,0.00616266374462368,5.0,0
-5.59,-17.52,-13.62,0.13,-1.25,0.67,26.79,13.62,15.27,-3.4,-38.12,0.006161185936688435,5.0,0
-8.52,-4.98,-0.57,-0.01,0.01,0.0,52.76,16.57,13.0,-34.37,-6.16,0.0061611836401726065,1.0,0
-10.09,-14.42,-10.1,-0.01,0.06,0.05,0.0,0.0,0.0,-9.54,-33.49,0.006161016568646128,1.0,0
-11.01,2.6,-1.4,0.81,-1.19,0.56,61.24,-26.43,12.39,-81.27,-51.33,0.006160483202845101,5.0,0
-9.85,1.55,-1.81,0.02,0.15,0.31,53.66,-11.55,13.17,-71.87,-44.89,0.006159776450099069,3.0,0
-8.44,-3.29,-5.31,0.27,-0.48,-0.23,54.93,16.57,15.08,-36.19,-6.57,0.006159669087984115,2.0,0
-8.28,-5.33,-1.02,0.1,-0.01,-0.04,54.2,36.29,19.59,-33.3,-5.18,0.0061569660888546925,1.0,0
-9.96,0.6,-3.06,0.56,-0.79,0.88,53.3,-5.09,16.29,-67.99,-25.74,0.006156720361661108,5.0,0
-12.44,-38.88,-11.27,-0.25,0.0,-0.54,30.71,6.45,13.21,-10.81,-33.57,0.006156561327940027,3.0,0
-6.15,-1.77,6.81,0.28,-0.45,0.07,51.14,9.58,-26.35,-31.66,57.1,0.006156362105191959,2.0,0
-8.69,-4.37,2.25,0.0,0.04,-0.02,58.35,16.04,-2.77,-36.99,8.63,0.006155999255691152,1.0,0
-31.19,-3.87,-31.86,0.78,-0.1,0.73,84.87,22.13,2.86,-43.58,0.1,0.006155483687887792,5.0,0
-4.59,-2.41,5.37,-2.13,1.81,-0.62,28.41,-4.57,-3.2,-16.72,66.58,0.006155010605627247,5.0,0
-8.1,-12.66,-9.53,0.06,-0.52,-0.27,30.35,7.52,10.46,-1.41,-31.17,0.006154968120084431,1.0,0
5.27,-10.2,-16.76,0.07,-1.76,-0.83,-57.24,17.2,18.01,20.88,-60.97,0.006154700001861526,6.0,0
2.05,-15.39,-10.35,0.69,0.29,1.02,-22.87,32.08,-12.01,24.9,-32.12,0.006153888183516368,6.0,0
-8.77,-0.9,4.68,0.0,0.0,0.02,58.17,5.82,-14.38,-49.44,41.24,0.006153603415553709,1.0,0
-1.44,-13.18,-0.45,-0.01,0.36,0.1,0.0,0.0,0.0,4.9,21.11,0.006153182579028249,2.0,0
3.61,-14.63,-11.55,0.31,-0.25,-0.01,0.0,0.0,0.0,44.9,-64.67,0.0061531584656120564,5.0,0
-1.63,1.78,10.6,-0.07,0.0,0.13,-12.71,-29.66,-18.8,-14.76,93.51,0.0061531492795487445,2.0,0
-16.75,-10.19,0.93,1.84,-0.22,0.31,80.54,22.13,3.9,-41.88,-0.74,0.006152718682831016,5.0,0
-8.85,-5.62,0.74,-0.07,0.06,-0.02,47.89,14.6,7.97,-36.35,1.98,0.006152623377424158,2.0,0
-9.27,-15.23,-9.78,0.27,0.73,-0.24,0.0,0.0,0.0,-13.58,-31.44,0.006152525201372517,1.0,0
-1.79,0.51,9.88,0.12,-0.12,0.02,-12.89,275.37,-277.89,-10.43,88.97,0.006152126181747421,4.0,0
-9.02,-3.15,-5.99,0.04,0.14,-0.02,48.79,6.54,25.83,-46.08,-35.73,0.006152095752912702,1.0,0
-9.74,-4.78,1.81,0.26,-0.09,-0.06,63.58,31.27,19.23,-39.76,-2.16,0.006150671338970455,1.0,0
-6.63,-3.55,5.82,1.24,-1.54,0.24,57.09,27.33,-36.92,-28.74,54.64,0.006149600588465702,2.0,0
-7.94,-3.64,-6.09,0.71,-1.03,-0.02,52.04,3.67,19.59,-50.3,-27.98,0.006149198698195822,1.0,0
-8.44,-4.07,2.41,1.15,-2.0,0.39,49.15,15.5,2.94,-35.94,22.26,0.006149078705243815,3.0,0
-8.65,-5.18,-1.14,-0.04,0.0,-0.01,56.37,15.14,11.96,-33.24,-5.5,0.006148489074805005,1.0,0
-9.06,-3.78,-3.36,0.01,-0.02,-0.01,67.73,16.57,5.11,-43.89,-9.29,0.006147665199751751,1.0,0
-5.25,-3.04,6.72,-0.14,-0.17,0.03,48.79,25.53,-41.78,-23.36,56.78,0.006145949128299363,1.0,0
-11.09,-3.32,-0.04,-0.03,0.2,-0.08,82.53,19.8,3.03,-44.27,-0.39,0.006144944976753619,1.0,0
-4.13,-0.08,10.19,0.0,0.0,0.01,1.17,-8.33,14.3,-20.8,81.9,0.006143507931974319,2.0,0
-0.38,-15.29,-7.33,-0.03,1.11,0.17,0.0,0.0,0.0,20.16,-25.92,0.006143260482393864,2.0,0
-10.59,-3.62,2.88,-0.08,0.04,-0.82,58.53,11.2,10.57,-36.15,-6.42,0.006143205366013995,1.0,0
-2.66,38.86,20.03,-0.41,-0.06,-0.68,53.66,20.7,14.56,-33.37,-5.47,0.006142620902735797,2.0,0
-2.56,-14.28,-14.98,0.47,-0.79,-1.36,0.0,0.0,0.0,-14.94,-35.68,0.00614156450545497,7.0,0
-11.15,-14.25,-9.48,0.68,-0.34,-0.93,0.0,0.0,0.0,-14.2,-32.49,0.006140947316826225,3.0,0
-12.07,-2.42,-1.71,-0.22,0.3,1.58,56.01,3.31,15.42,-63.39,-18.62,0.006140689532924545,5.0,0
-8.68,-0.97,4.45,0.0,0.0,0.0,59.25,6.18,-14.38,-49.43,43.0,0.006140506385787271,1.0,0
-10.25,-4.44,-0.47,0.0,-0.21,-0.04,80.18,13.17,-1.64,-43.07,-2.17,0.006139928812056558,1.0,0
-2.02,-5.89,-11.23,-0.24,0.0,-0.76,0.0,0.0,0.0,-14.16,-34.28,0.006139166942930656,6.0,0
1.2,-15.42,-6.41,0.01,1.29,-0.32,0.0,0.0,0.0,18.72,-23.4,0.006138828780975,1.0,0
-9.02,-3.42,-1.22,0.07,-0.73,-0.13,56.37,33.06,19.93,-36.75,-2.36,0.006138819594911688,3.0,0
-8.15,-5.88,-3.56,0.05,-0.17,-0.06,55.65,14.06,12.3,-38.02,-5.49,0.006137291837757186,3.0,0
-9.57,-3.26,-2.1,-0.8,0.64,1.15,52.76,11.2,15.77,-48.14,-19.88,0.006137115006038439,3.0,0
-3.25,-17.48,-2.77,-0.37,1.68,-0.25,0.0,0.0,0.0,19.61,-28.74,0.006137067927463967,5.0,0
-7.65,-13.54,-7.61,0.28,-0.33,0.16,29.82,10.57,4.8,-1.89,-26.85,0.006136694743641936,1.0,0
-8.86,-4.54,-1.72,0.0,0.03,0.08,39.95,10.66,27.39,-37.63,-11.88,0.006136302613564324,1.0,0
-4.18,-5.59,-0.88,0.08,-0.12,0.0,0.0,0.0,0.0,3.29,6.53,0.006136221661381391,1.0,0
-13.77,-2.31,-0.78,0.6,-0.39,-0.04,79.09,21.05,-0.6,-43.56,1.69,0.006135509167345789,6.0,0
-0.76,-0.47,-13.44,-0.35,0.15,-0.09,-16.68,17.11,79.73,-1.65,-79.46,0.006134932741872989,4.0,0
-7.2,-13.3,-11.77,0.12,-0.43,0.39,29.28,11.47,11.84,-8.22,-33.6,0.006134720888287867,1.0,0
-8.51,-7.72,-3.51,0.69,0.57,1.4,0.0,0.0,0.0,-46.69,-3.44,0.006134000930575824,5.0,0
-4.76,-3.13,5.91,0.21,-0.5,0.12,49.69,25.0,-44.72,-22.65,58.77,0.006133767834219294,2.0,0
-8.52,-5.24,0.73,0.13,-0.03,0.05,47.35,21.95,8.49,-32.93,-3.87,0.006133286714153352,1.0,0
-11.08,0.35,6.33,-0.26,-0.28,-0.42,62.14,-2.06,4.68,-65.21,4.89,0.006133047876507251,1.0,0
-9.58,-0.65,3.17,0.56,1.02,-1.06,62.5,-2.06,14.38,-50.85,-24.01,0.0061327608120287655,5.0,0
-8.53,-4.8,1.25,-0.22,0.62,-0.23,52.94,29.3,13.17,-38.2,-4.44,0.006132650579269027,1.0,0
-12.09,4.05,9.69,1.34,-2.66,-0.07,51.68,-32.34,1.12,-80.89,37.67,0.006131648150110154,6.0,0
-8.02,-5.55,-2.36,0.14,-0.15,0.02,50.78,23.2,13.17,-27.25,-10.88,0.006131414479624667,1.0,0
-7.92,-10.35,-13.3,-0.23,-0.47,0.32,0.0,0.0,0.0,-13.43,-29.47,0.006130889151629038,1.0,0
