v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,score_copod,anomaly_vote_count,GERCEK_ETIKET_label
0.24,-19.81,-9.15,0.11,-2.7,0.24,-5.25,30.82,21.79,7.3,-24.97,0.6453022846706088,4.0,0
0.17,-17.54,-8.89,-0.33,0.63,0.25,-1.69,32.61,6.0,42.08,-23.17,0.6452884525702154,4.0,0
2.96,-13.6,-23.79,1.16,-0.56,0.37,0.0,0.0,0.0,22.33,-58.64,0.6452869246141035,5.0,0
5.06,-10.21,-17.12,-0.29,-0.02,0.21,-26.26,15.77,42.73,20.99,-71.55,0.6452650836856331,4.0,0
-12.36,-1.35,-4.09,0.01,0.17,0.9,85.59,-3.67,16.72,-62.74,-36.04,0.6452332726391186,5.0,0
-0.6,-15.11,-10.85,-0.25,1.36,0.05,-44.6,21.68,-5.49,38.75,-31.4,0.6452306326775946,5.0,0
-3.2,-19.11,-13.29,-0.31,-0.8,2.1,0.0,0.0,0.0,-0.48,-31.67,0.6452217695434934,4.0,0
0.57,-19.06,-6.46,0.15,0.45,1.14,-41.04,28.13,-16.47,19.79,-24.39,0.6452207161348648,5.0,0
-20.46,-1.92,-0.56,0.52,-0.65,0.28,83.43,21.05,2.86,-43.35,-3.51,0.6451929682390719,5.0,0
-1.24,-6.05,-18.07,-0.78,-1.26,-0.06,51.68,35.21,20.97,-35.36,-3.79,0.6451861062418178,4.0,0
2.52,1.08,-9.13,-0.19,0.31,-0.07,-8.56,-14.6,40.74,10.73,-102.81,0.6451589130876724,4.0,0
0.65,-16.03,-10.51,-0.14,0.9,-0.4,-36.58,26.52,28.31,28.17,-27.86,0.645137541224986,5.0,0
1.02,-16.96,-8.75,-0.01,0.48,0.26,-4.89,34.76,-0.17,47.53,-20.72,0.6451121946726934,4.0,0
-0.55,-18.97,-10.0,-0.32,1.82,0.26,0.0,0.0,0.0,33.97,-31.19,0.6451008967546064,4.0,0
1.75,-15.46,-8.85,-0.05,-0.71,-0.53,-8.27,29.57,-2.74,44.72,-38.11,0.6450871297124924,5.0,0
1.18,-15.71,-11.08,-1.01,1.23,0.61,-12.55,33.87,-18.53,25.17,-31.65,0.6450769598705377,5.0,0
2.55,-14.43,-9.77,-0.03,0.88,0.16,-46.38,25.62,4.8,44.25,-11.54,0.6449965854162473,5.0,0
2.53,-16.79,-8.96,-0.09,-0.03,0.28,-1.69,34.05,11.84,24.3,-37.01,0.6449924531835949,5.0,0
-10.99,2.21,0.68,-0.01,0.21,0.93,66.11,-24.46,9.1,-82.37,-57.07,0.6449804544439434,5.0,0
3.38,-14.35,-10.48,-0.98,-0.55,-0.51,-20.2,32.61,-14.93,17.88,-1.93,0.6449790161541079,5.0,0
4.57,-15.62,-10.49,0.74,-0.94,0.0,-23.23,32.43,23.68,32.67,-37.15,0.6449470415477421,5.0,0
3.68,-14.57,-10.33,-0.17,0.41,-0.24,-45.31,23.83,-8.58,35.8,-41.62,0.6449317232305659,4.0,0
-11.73,3.44,5.61,2.27,-3.16,0.26,51.5,-19.98,4.76,-71.08,49.89,0.6449309008448767,5.0,0
1.73,-17.73,-14.18,-0.52,-0.95,0.06,-48.16,27.77,5.83,15.12,-32.63,0.6449289449050678,5.0,0
0.18,-15.6,-9.72,-0.07,0.82,-0.29,-36.58,26.52,28.31,29.44,-28.46,0.6449156241703762,5.0,0
-2.32,-16.47,-13.55,0.17,-0.36,0.26,0.0,0.0,0.0,-13.32,-35.96,0.6448765740011616,5.0,0
3.44,-15.05,-10.79,-1.03,0.16,0.15,0.0,0.0,0.0,52.79,-69.29,0.6448394825741739,5.0,0
5.07,-10.19,-16.6,0.04,-0.05,0.31,-28.93,19.53,39.81,24.74,-69.55,0.6448151768396406,4.0,0
2.92,-18.49,-6.76,-0.52,1.09,-0.15,-46.73,23.83,-0.68,26.1,-33.47,0.6447991422964767,5.0,0
3.55,-16.2,-8.8,-0.02,0.07,-0.01,-48.51,17.38,-11.66,47.65,-38.23,0.6447967209229336,5.0,0
2.91,-16.87,-9.8,-0.25,0.99,0.16,-46.2,24.37,1.2,43.84,-12.19,0.6447894631014943,5.0,0
4.79,-9.53,-17.28,-0.25,0.17,0.21,-24.12,15.41,45.47,20.93,-74.42,0.6447515793083252,4.0,0
5.28,-9.37,-16.92,-0.06,0.07,0.24,-31.42,20.61,36.72,25.87,-71.25,0.6447240095104688,4.0,0
2.59,-15.72,-6.95,-0.63,1.85,-0.8,0.0,0.0,0.0,46.63,-58.82,0.6447186729016566,5.0,0
-4.02,-13.55,-13.64,-0.03,-0.13,-0.21,0.0,0.0,0.0,-6.6,-34.17,0.6446691633118148,5.0,0
0.88,-16.6,-7.91,-0.45,0.67,-0.11,-34.27,27.77,-14.07,33.75,-34.23,0.6446688479890271,4.0,0
-0.63,-13.5,-10.78,-0.12,0.99,1.11,0.0,0.0,0.0,26.25,-38.04,0.6446616231961954,5.0,0
1.01,-14.6,-6.93,-0.93,1.28,0.79,0.0,0.0,0.0,38.51,-38.71,0.6446578854483962,5.0,0
5.06,-10.64,-17.19,-0.16,0.16,0.14,-30.0,22.76,38.09,24.53,-70.27,0.6446313133338669,4.0,0
4.86,-9.41,-16.82,-0.42,0.28,0.18,-25.72,16.3,42.9,20.88,-73.14,0.6446147811698589,4.0,0
0.02,-17.49,-9.09,-0.29,0.54,0.23,-1.69,32.61,6.0,41.69,-23.34,0.6446124197756489,4.0,0
2.03,-17.26,-8.9,-0.22,1.22,-0.05,-11.3,32.26,18.7,50.57,-13.8,0.6446010195747554,4.0,0
-8.72,-1.9,2.95,-3.29,3.89,-0.98,44.64,-19.98,-14.99,-58.49,11.55,0.6445965468459895,5.0,0
-15.49,8.65,40.61,0.63,1.37,-0.03,78.38,21.77,0.08,-43.73,0.65,0.6445959143042883,5.0,0
5.28,-9.37,-16.92,-0.06,0.07,0.24,-31.42,20.61,36.72,25.89,-71.27,0.6445951635958886,4.0,0
3.75,-16.68,-8.56,-0.45,0.58,0.45,-10.05,29.21,-5.83,32.52,-33.74,0.6445891547174839,4.0,0
-17.42,-24.13,-7.54,0.03,-1.36,3.23,0.0,0.0,0.0,-31.68,-10.9,0.6445813428854175,4.0,0
4.51,-18.22,-9.61,0.39,-0.69,0.28,-49.94,19.53,6.17,36.44,-19.14,0.6445656954985024,5.0,0
-2.45,-19.19,-11.2,0.06,-1.0,1.53,0.0,0.0,0.0,22.79,-35.54,0.6445230823118583,5.0,0
2.4,-15.64,-9.09,-0.34,1.45,0.0,-10.05,33.87,16.47,39.28,-21.87,0.6445076657541774,4.0,0
-1.86,-18.82,-10.11,0.08,-2.33,0.27,0.8,30.82,16.64,4.15,-22.02,0.6444946798352236,4.0,0
-1.3,0.42,8.07,-0.84,1.48,-0.18,282.76,-139.88,-252.42,-7.59,94.85,0.644462089760926,5.0,0
4.25,-21.26,-11.66,0.0,-0.14,0.2,-35.16,25.8,-10.12,21.36,-23.92,0.644422136360048,3.0,0
2.41,-21.94,-9.53,0.33,-1.31,-1.31,-25.9,34.05,-17.33,26.37,-30.18,0.6444035286683188,5.0,0
4.65,-9.35,-16.87,-0.15,0.12,0.09,-23.94,13.44,43.58,21.43,-75.14,0.6443989979363003,4.0,0
3.74,-18.0,-16.94,-0.01,-1.66,0.01,-18.6,30.64,-10.98,20.8,-9.31,0.6443805561842023,5.0,0
3.93,-15.19,-14.79,0.09,-0.32,-0.17,-35.52,33.69,-0.17,20.43,-49.2,0.6443782996644221,4.0,0
-0.6,-15.11,-10.85,-0.25,1.36,0.05,-44.6,21.68,-5.49,38.64,-31.48,0.6443700990476527,5.0,0
1.12,-16.01,-10.61,0.62,-2.1,-0.13,-14.33,28.49,26.42,19.55,-31.26,0.6443690055585911,5.0,0
-2.39,-18.86,-8.46,-0.56,2.07,0.34,0.0,0.0,0.0,35.88,-33.06,0.6443597349168095,4.0,0
2.53,-13.35,-5.78,-1.36,1.71,0.74,0.0,0.0,0.0,40.94,-36.97,0.6443488593577137,5.0,0
3.62,-15.14,-11.35,-0.99,0.09,0.16,0.0,0.0,0.0,53.0,-69.57,0.6443378330188295,5.0,0
-10.43,3.43,0.28,-0.38,-0.16,-0.09,59.25,-33.42,7.36,-83.94,-58.27,0.6443253689357551,4.0,0
1.2,-17.52,-8.7,0.11,0.13,-0.09,-35.87,29.75,-15.27,34.25,-34.47,0.6442465092868819,4.0,0
0.43,-21.51,-14.19,-0.28,0.06,0.52,0.0,0.0,0.0,22.61,-45.85,0.6442289913350709,5.0,0
4.73,-14.92,-12.01,-0.2,0.46,-0.25,-7.38,37.63,-2.23,42.57,-31.45,0.6442242375737607,5.0,0
3.4,-14.58,-9.54,-0.18,0.49,-0.25,-45.31,23.83,-8.58,34.72,-40.78,0.644213266934454,4.0,0
4.98,-15.25,-11.61,-0.04,0.09,-0.38,-23.59,32.08,26.08,33.31,-43.01,0.6442089534285241,4.0,0
-1.58,-18.91,-11.28,-0.32,-0.15,1.19,0.0,0.0,0.0,26.43,-36.15,0.6442080284225338,5.0,0
-1.13,-14.58,-15.05,-0.15,-1.11,-1.01,-35.16,30.46,-2.57,19.02,-44.64,0.644204076870572,5.0,0
-7.85,-10.71,-11.45,-0.09,-0.05,-0.43,0.0,0.0,0.0,-6.81,-33.75,0.6442022198035052,4.0,0
4.76,-19.47,-9.72,0.49,-0.17,0.29,-26.79,30.64,24.02,28.95,-16.27,0.6441995820240306,4.0,0
2.75,-15.72,-9.6,-0.13,0.5,0.12,-8.45,33.33,5.66,43.07,-38.49,0.6441687257906071,5.0,0
3.21,-18.91,-10.04,0.79,-1.43,-0.11,-6.14,32.79,4.8,37.51,-35.6,0.6441563166341612,5.0,0
0.91,-14.46,-4.97,-0.96,1.3,0.8,0.0,0.0,0.0,38.03,-39.58,0.6441214832932337,5.0,0
-7.47,-8.15,6.97,-1.66,3.52,-0.45,0.0,0.0,0.0,24.57,-4.75,0.6441068114600539,5.0,0
3.08,-15.52,-9.4,-0.08,0.91,0.18,-46.38,25.62,4.8,44.14,-11.83,0.6440870541991915,5.0,0
1.72,-15.37,-11.68,-0.39,0.61,-0.13,-46.91,25.8,-0.85,21.76,-26.95,0.6440861202926605,5.0,0
0.81,-14.4,-4.34,-0.93,1.23,0.82,0.0,0.0,0.0,37.92,-39.41,0.6440788832025526,5.0,0
4.77,-9.85,-17.06,-0.03,0.01,0.09,-30.53,22.94,34.49,26.74,-75.62,0.6440512886121044,4.0,0
1.21,-18.71,-11.23,0.19,0.47,-0.74,0.0,0.0,0.0,35.0,-41.66,0.6440475687753953,5.0,0
-4.14,-16.35,-3.55,0.11,0.51,-0.21,0.0,0.0,0.0,47.77,-3.14,0.6440263341686616,4.0,0
-12.7,-2.41,-3.46,-1.08,0.37,1.45,85.59,-3.67,16.72,-60.86,-31.62,0.6440090676017833,5.0,0
4.25,-21.26,-11.66,0.0,-0.14,0.2,-35.16,25.8,-10.12,21.27,-23.83,0.643992625279355,3.0,0
-10.8,4.86,2.95,-1.18,1.24,-0.54,45.36,-36.83,3.38,-81.9,99.94,0.6439843441878074,5.0,0
-6.13,-16.13,-11.93,-0.52,2.72,0.09,0.0,0.0,0.0,1.96,-52.18,0.6439516254081883,4.0,0
2.69,-18.12,-5.14,-0.18,0.08,-0.27,-15.75,31.72,18.19,50.91,-17.98,0.6439424288463065,4.0,0
-12.79,3.2,15.85,-1.45,1.31,-0.3,82.89,19.8,-2.86,-44.05,0.65,0.6439411967789151,5.0,0
3.71,-16.34,-8.82,0.0,0.04,0.32,-31.96,26.52,-20.42,46.42,-37.01,0.6439118778916352,4.0,0
1.11,-18.04,-11.17,0.19,0.25,-0.6,0.0,0.0,0.0,34.99,-41.46,0.643908821384766,5.0,0
-0.99,-16.16,-9.07,-0.08,0.38,-0.07,-28.57,26.34,26.08,39.23,-33.47,0.6439052600734259,4.0,0
3.26,-14.54,-9.71,-0.34,1.23,0.1,-47.62,22.22,-3.6,30.92,-36.93,0.6439039021776016,5.0,0
-9.1,-5.96,-7.45,-0.92,0.28,-0.59,80.18,12.81,-3.03,-44.34,-1.34,0.6438680354786901,5.0,0
2.02,-16.48,-9.19,0.39,0.45,0.2,0.0,0.0,0.0,22.89,-30.43,0.6438642793020167,5.0,0
0.7,-16.91,-8.41,-0.48,0.82,-0.05,-34.27,27.77,-14.07,33.85,-34.24,0.6438597812255367,3.0,0
2.82,-18.28,-8.93,-0.29,0.69,-0.31,-46.73,23.83,-0.68,29.31,-35.87,0.6438528339230197,5.0,0
-0.83,-15.22,-10.94,-0.21,1.27,0.01,-44.6,21.68,-5.49,38.92,-31.32,0.6438484192295598,5.0,0
0.17,-17.54,-8.89,-0.33,0.63,0.25,-1.69,32.61,6.0,42.27,-23.09,0.6438317750436867,4.0,0
5.06,-10.64,-17.19,-0.16,0.16,0.14,-30.0,22.76,38.09,24.52,-70.29,0.643816094525169,4.0,0
3.54,-17.35,-7.0,0.74,0.37,0.55,-23.23,29.57,-9.26,33.27,-38.69,0.6438148030989673,5.0,0
-11.33,4.43,1.32,-1.23,1.24,-0.56,45.36,-36.83,3.38,-83.37,85.65,0.6438087650408443,5.0,0
2.74,-20.3,-11.89,0.26,-0.01,0.19,-30.89,26.88,-7.03,22.34,-10.4,0.64378062049972,5.0,0
4.98,-9.89,-16.91,0.13,-0.25,0.05,-31.24,20.43,37.92,24.97,-70.09,0.6437671508632499,4.0,0
2.0,-17.63,-9.41,0.08,-0.24,-0.23,-16.29,30.46,20.42,50.14,-19.29,0.6437642817604369,4.0,0
3.92,-16.34,-8.93,0.61,-1.36,0.23,-8.63,37.45,-0.68,18.13,-6.8,0.6437197597300303,5.0,0
-9.47,2.29,-2.31,0.23,-0.07,0.65,66.11,-24.46,9.1,-82.47,-59.42,0.6437131143806072,4.0,0
17.01,-37.07,-28.17,1.14,-1.3,0.49,0.0,0.0,0.0,-11.72,-31.86,0.6436719215003607,4.0,0
-1.78,-18.9,-11.25,-0.24,-0.31,1.25,0.0,0.0,0.0,23.54,-35.83,0.6436526296160303,5.0,0
-7.81,4.82,3.37,1.14,-1.61,-0.15,43.02,-37.0,-8.23,-64.28,107.64,0.6436403720700064,4.0,0
4.44,-13.69,-9.85,-0.03,-0.87,-0.3,-19.85,30.82,-19.73,19.08,-16.45,0.6436011102947057,5.0,0
-0.06,-17.41,-9.26,-0.27,0.47,0.2,-1.69,32.61,6.0,41.32,-23.78,0.6435870184376398,3.0,0
1.06,-14.02,-9.9,-0.45,0.15,0.1,-29.46,34.76,-17.67,16.63,-25.95,0.6435853883862319,5.0,0
1.1,-17.77,-9.04,0.3,0.71,0.0,-14.86,30.1,23.85,37.87,-32.49,0.6435833919192304,4.0,0
-10.93,4.69,4.33,-1.41,1.37,-0.61,48.79,-35.93,2.5,-83.93,15.66,0.6435830049380422,5.0,0
3.26,-14.54,-9.71,-0.34,1.23,0.1,-47.62,22.22,-3.6,30.83,-36.85,0.6435336214239804,5.0,0
4.04,-21.35,-11.59,0.07,-0.52,0.28,-35.16,25.8,-10.12,21.78,-23.86,0.6434946594528701,3.0,0
-11.17,-4.37,10.62,-1.99,4.41,0.22,38.86,-3.49,-26.43,-44.64,23.78,0.6434897196940172,4.0,0
3.26,-16.06,-8.93,-0.68,1.43,-0.07,-46.73,23.83,-0.68,24.43,-31.68,0.6434848086142756,5.0,0
4.0,-16.02,-9.47,-0.4,1.16,-0.02,-20.03,32.08,24.02,46.25,-38.91,0.6434709710325858,5.0,0
0.7,-16.91,-8.41,-0.48,0.82,-0.05,-34.27,27.77,-14.07,33.79,-34.24,0.643464359376695,4.0,0
3.13,-16.17,-8.47,-0.25,0.62,-0.16,-12.01,31.9,19.04,41.94,-38.56,0.6434591390797244,5.0,0
-8.72,-1.9,2.95,-3.29,3.89,-0.98,44.64,-19.98,-14.99,-58.12,8.01,0.6434490589879533,5.0,0
5.12,-15.65,-13.23,0.53,-0.6,-0.67,-10.59,37.63,-1.54,29.62,-49.67,0.6434436853822346,5.0,0
1.66,-15.53,-10.38,-0.09,0.7,-0.33,-44.78,22.94,-2.57,34.93,-27.65,0.6434433959520864,5.0,0
-1.69,-17.87,-13.54,0.98,0.6,0.69,0.0,0.0,0.0,23.4,-33.77,0.6434182443425559,5.0,0
1.63,-15.28,-10.46,-0.85,1.22,0.06,-22.34,31.18,22.48,24.79,-21.84,0.6434176335453184,4.0,0
-9.06,-1.81,6.24,-3.25,3.76,-1.12,44.64,-19.98,-14.99,-57.64,4.96,0.643413594752707,5.0,0
-10.27,-0.56,8.18,-0.94,2.5,1.05,45.36,-15.32,-30.59,-60.98,13.8,0.6434097546749226,5.0,0
4.0,-16.02,-9.47,-0.4,1.16,-0.02,-20.03,32.08,24.02,46.35,-38.93,0.643374570116255,5.0,0
3.94,-17.48,-11.09,0.3,0.22,0.29,-45.31,26.34,-6.52,21.75,-25.14,0.6433674061287709,5.0,0
6.1,-8.77,-16.22,-0.17,0.16,0.45,-22.34,13.62,45.47,23.63,-72.46,0.6433641112151157,4.0,0
5.32,-16.18,-10.48,0.37,-0.6,-0.26,-25.37,29.21,27.45,35.37,-43.71,0.6433283939050445,4.0,0
1.87,-13.77,-12.86,-0.21,-0.71,-0.37,-25.9,29.03,-16.98,25.47,-20.07,0.6433177008318246,5.0,0
4.91,-13.25,-11.97,0.24,-1.2,-0.45,-19.85,30.82,-19.73,18.74,-15.94,0.64330951559256,5.0,0
0.54,-15.97,-5.37,0.65,0.07,-0.4,0.0,0.0,0.0,52.33,-51.47,0.6433070980960636,5.0,0
3.45,-14.99,-13.52,0.32,-0.97,-0.43,-43.35,30.1,4.63,23.5,-47.33,0.6432948444782307,5.0,0
-10.96,4.8,6.73,0.49,-1.37,-0.24,51.68,-32.34,1.12,-81.56,30.59,0.6432911137356171,5.0,0
-10.05,2.02,4.03,0.9,-2.44,0.19,47.17,-22.49,-3.9,-62.02,77.2,0.6432897112410675,4.0,0
1.72,-15.37,-11.68,-0.39,0.61,-0.13,-46.91,25.8,-0.85,22.6,-28.48,0.6432762095448261,5.0,0
-9.36,0.63,-1.35,0.03,0.31,0.84,70.26,-7.79,18.29,-59.7,-47.55,0.6432396276642413,5.0,0
1.57,-13.31,-14.74,-0.49,0.89,-0.02,-25.72,22.76,28.14,30.58,-34.97,0.6432123228630007,3.0,0
-1.14,-14.44,-7.35,-0.85,1.78,-2.15,0.0,0.0,0.0,30.65,-55.49,0.643208069444923,5.0,0
3.66,-17.74,-11.17,-0.63,1.15,0.25,-51.01,18.81,-1.37,24.55,-34.76,0.6431137846907238,5.0,0
2.09,-14.86,-11.97,-0.54,0.88,-0.08,-46.91,25.8,-0.85,22.65,-28.66,0.6430748185575458,5.0,0
1.55,-17.98,-7.52,0.71,-0.56,-0.26,-0.62,34.05,1.54,31.0,-35.29,0.6430742106840482,5.0,0
-0.96,-16.61,-12.21,0.62,-0.69,-0.64,-14.33,36.38,-12.01,16.12,-28.68,0.6430371640911351,5.0,0
3.21,-13.99,-7.89,-0.12,-0.74,-0.08,-22.52,27.42,22.99,23.88,-29.57,0.6429893754876591,4.0,0
2.53,-16.79,-8.96,-0.09,-0.03,0.28,-1.69,34.05,11.84,24.33,-36.96,0.6429784734396671,5.0,0
2.03,-17.42,-8.8,-0.22,1.17,-0.1,-11.3,32.26,18.7,50.2,-14.21,0.6429581903780119,4.0,0
1.43,-16.7,-10.61,0.57,-1.88,-0.05,-14.33,28.49,26.42,18.23,-29.68,0.6429308122593089,5.0,0
2.18,-15.27,-9.53,0.09,-0.11,-0.67,-0.62,34.05,1.54,29.96,-36.56,0.6429282960874062,5.0,0
4.52,-16.39,-10.14,-0.4,0.86,-0.44,-44.78,25.44,-14.24,37.76,-36.94,0.6428826666106562,5.0,0
-9.78,4.68,-2.73,0.17,-0.32,0.77,49.51,-28.4,10.48,-71.79,-102.5,0.6428502597032325,4.0,0
4.73,-9.27,-16.83,-0.1,0.07,0.08,-23.94,13.44,43.58,21.47,-75.28,0.6428438666649229,4.0,0
0.53,-14.35,-9.23,-0.3,0.0,0.18,-35.34,31.36,-16.13,16.31,-26.29,0.6428434230618082,5.0,0
5.04,-10.26,-16.88,-0.31,0.11,0.55,-27.15,19.17,40.49,23.2,-68.85,0.6428087394692822,5.0,0
-14.2,-2.92,-3.55,-0.24,0.31,0.87,79.28,-7.07,13.08,-62.24,-43.15,0.642750985247948,5.0,0
-8.34,-9.82,-11.4,-0.08,-0.21,-0.15,28.22,5.73,13.21,-5.52,-29.85,0.6427251098536317,4.0,0
1.35,-17.18,-6.47,0.08,-0.12,-0.33,-46.2,24.37,1.2,43.28,-13.49,0.6427133907641718,5.0,0
1.23,-14.09,-9.58,-0.18,1.53,0.76,-54.03,17.56,4.97,28.35,-34.9,0.6427017684651571,5.0,0
3.29,-16.69,-8.1,-0.13,0.41,0.18,-30.17,27.95,22.13,46.15,-26.74,0.6426935561924664,3.0,0
5.38,-9.52,-15.18,0.05,0.49,-0.34,-28.93,0.89,60.4,21.16,-74.14,0.642693276503709,4.0,0
5.01,-11.23,-16.67,-0.14,0.15,0.2,-31.42,25.27,35.69,26.48,-76.81,0.6426806329025311,4.0,0
0.72,-14.37,-4.76,-0.89,1.14,0.85,0.0,0.0,0.0,37.8,-39.22,0.6426624438123547,5.0,0
-0.49,-19.47,-10.15,-0.71,1.75,-0.31,-9.88,33.33,-18.01,33.23,-30.03,0.6426611368417827,5.0,0
13.9,-41.83,-3.45,2.38,-1.53,0.31,0.0,0.0,0.0,-9.15,-31.88,0.6426247373008211,5.0,0
0.22,-12.82,-9.32,-0.32,0.58,0.28,-24.12,31.54,-15.61,15.72,-9.33,0.6426182587605539,5.0,0
1.99,-19.75,-9.03,0.26,-0.7,0.06,-10.95,26.88,-3.26,39.28,-37.62,0.6425901165902151,4.0,0
1.55,-17.98,-7.52,0.71,-0.56,-0.26,-0.62,34.05,1.54,30.97,-35.15,0.6425898372055062,5.0,0
3.8,-16.75,-9.6,-0.44,0.99,-0.08,-5.25,32.61,17.33,33.77,-35.25,0.6425800226243792,5.0,0
5.07,-14.8,-10.77,-0.11,0.15,-0.4,-23.59,32.08,26.08,34.37,-43.86,0.6425678590020227,4.0,0
1.63,-15.28,-10.46,-0.85,1.22,0.06,-22.34,31.18,22.48,24.49,-20.3,0.6425567997524696,4.0,0
-9.56,-84.03,-0.32,-0.64,0.83,0.59,0.0,0.0,0.0,-13.11,-31.61,0.6425506783116395,4.0,0
2.52,1.08,-9.13,-0.19,0.31,-0.07,-8.56,-14.6,40.74,10.82,-102.95,0.6425448187835141,4.0,0
2.22,-16.38,-8.69,0.18,-0.33,0.27,-3.65,37.45,13.72,24.74,-37.02,0.6425269097426934,5.0,0
3.34,-13.93,-11.41,-0.73,0.07,0.13,0.0,0.0,0.0,49.86,-70.61,0.6425050470151838,5.0,0
4.6,-12.31,-6.04,0.29,0.25,-0.97,0.0,0.0,0.0,58.05,-32.66,0.6424666606950793,5.0,0
2.56,-16.4,-8.43,0.23,-0.12,0.36,-23.94,31.0,24.71,43.13,-34.38,0.6424640319591977,4.0,0
-5.46,-20.06,-19.4,0.79,-1.05,-0.94,0.0,0.0,0.0,-4.32,-35.03,0.6424559798536674,4.0,0
3.44,-15.06,-13.51,0.32,-0.97,-0.41,-41.93,31.18,2.23,23.42,-47.41,0.6424547133292203,5.0,0
3.07,-16.64,-7.61,-0.21,0.62,0.17,-30.0,28.49,20.93,47.23,-26.82,0.6424421113514484,5.0,0
-5.77,-6.82,-11.19,-0.26,-0.06,-0.77,0.0,0.0,0.0,-15.88,-38.21,0.6424402196135938,5.0,0
-11.48,-6.85,-5.47,-0.25,0.21,-1.46,0.0,0.0,0.0,-14.45,-35.4,0.6424253315792744,5.0,0
6.07,-38.26,-11.83,1.73,-1.57,-0.01,0.0,0.0,0.0,-15.93,-37.82,0.6424117772753352,5.0,0
-12.54,-6.18,-9.2,-0.27,0.19,-1.16,0.0,0.0,0.0,-13.65,-38.18,0.6423750048725123,5.0,0
-11.52,2.27,-2.06,0.9,-1.31,0.57,61.24,-26.43,12.39,-80.46,-53.35,0.6423217829699421,4.0,0
-10.01,-3.64,-11.4,-0.16,0.13,-1.26,0.0,0.0,0.0,-13.78,-39.95,0.6423159258665248,5.0,0
3.06,-15.11,-9.19,0.04,0.04,0.0,-31.6,25.8,25.22,37.2,-32.35,0.6423136116771551,5.0,0
2.05,-15.94,-8.73,0.39,-0.3,-0.53,-0.62,34.05,1.54,30.97,-35.8,0.6423098845200986,5.0,0
0.49,-17.24,-9.45,-0.36,0.75,0.03,-34.27,27.77,-14.07,33.18,-33.13,0.6423098214812164,3.0,0
-2.18,-19.23,-11.22,-0.02,-0.81,1.46,0.0,0.0,0.0,23.06,-35.65,0.6422699544358135,5.0,0
1.54,-20.29,-9.3,-0.96,1.67,-0.52,-25.9,31.9,-19.04,19.41,-10.48,0.6422611740761496,5.0,0
4.75,-14.37,-17.61,0.09,-0.57,-0.25,-42.64,29.75,-13.9,21.87,-26.81,0.6422493498221394,5.0,0
3.57,-12.58,-4.23,0.3,0.54,-1.11,0.0,0.0,0.0,56.25,-32.81,0.6422317603100052,5.0,0
-8.61,-0.28,-2.2,-0.83,0.71,0.63,54.74,-6.9,22.19,-55.98,-65.76,0.6422196103365314,4.0,0
0.98,-14.5,-5.92,-0.96,1.32,0.79,0.0,0.0,0.0,38.13,-39.75,0.6422122891259298,5.0,0
1.91,-18.28,-8.37,0.15,-0.45,0.04,-12.37,30.1,-0.51,49.23,-32.46,0.6422010521539413,5.0,0
-5.2,5.9,9.47,0.13,-1.97,0.15,47.71,-22.49,-30.33,-46.87,105.97,0.6421939013285944,4.0,0
2.94,-18.83,-8.11,-0.37,0.81,-0.23,-46.73,23.83,-0.68,27.59,-34.61,0.6421194792521584,5.0,0
0.59,-17.93,-12.23,1.38,-3.9,-1.01,-2.22,33.15,-4.11,5.75,-8.87,0.6421104929527885,5.0,0
1.41,-15.49,-9.87,0.67,-2.11,-0.41,-37.83,23.83,-13.72,27.8,-33.0,0.6420688322313118,5.0,0
-6.51,-6.67,1.62,0.09,0.21,0.21,57.45,37.72,23.75,-33.41,-7.73,0.6420512325158703,4.0,0
4.77,-10.15,-16.63,0.06,-0.18,0.06,-31.24,20.43,37.23,25.34,-70.64,0.6420445932518746,4.0,0
-0.43,-14.92,-11.61,0.32,-1.0,0.16,-41.21,24.73,27.62,24.62,-24.0,0.6420112520838632,4.0,0
4.68,-9.65,-17.3,0.02,-0.1,0.07,-21.98,14.69,45.13,23.6,-72.57,0.6420041624686876,4.0,0
2.03,-17.42,-8.8,-0.22,1.17,-0.1,-11.3,32.26,18.7,50.38,-14.01,0.6419394634978207,4.0,0
-5.05,-68.88,20.71,-0.02,-1.11,0.71,81.08,21.95,2.68,-43.01,2.18,0.6419354560572887,4.0,0
0.92,-16.99,-10.36,-0.34,0.68,0.65,-24.66,32.08,-12.69,19.77,-29.59,0.6419176370271727,3.0,0
-4.12,-16.1,-14.14,0.16,1.2,0.09,0.0,0.0,0.0,10.18,-54.04,0.6418867540607203,4.0,0
-0.27,-17.39,-10.66,0.29,0.71,0.17,-8.99,33.51,16.13,39.41,-21.34,0.6418765856010012,4.0,0
-8.31,-5.92,1.07,0.09,-0.49,-0.22,80.18,12.81,-3.03,-44.41,-0.45,0.641856936150972,5.0,0
2.29,-21.32,-10.68,-0.48,0.43,-0.06,-42.64,28.31,-9.78,29.09,-33.36,0.6418494407961011,4.0,0
3.93,-15.19,-14.79,0.09,-0.32,-0.17,-35.52,33.69,-0.17,20.49,-49.21,0.6418218134861913,4.0,0
-3.32,-16.89,-11.94,0.12,-0.12,-0.05,0.0,0.0,0.0,-8.84,-33.03,0.6417700699103817,4.0,0
5.42,-20.85,-10.41,-0.03,0.72,-0.3,-13.08,32.61,21.1,39.22,-24.38,0.641748694424237,3.0,0
