v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,score_lstm_autoencoder,anomaly_vote_count,GERCEK_ETIKET_label
-8.55,-5.24,-0.69,0.0,0.01,0.0,52.04,17.29,9.88,-34.36,-4.74,0.9999999500959279,1.0,0
-8.66,-5.15,-0.98,0.01,-0.02,0.0,54.2,14.78,12.65,-34.16,-6.09,0.9999999497070031,1.0,0
-9.1,-4.63,-0.66,0.02,0.0,-0.06,54.56,16.93,13.69,-34.77,-6.26,0.9999999495297037,1.0,0
-8.73,-4.97,-0.86,0.0,0.01,0.0,57.45,15.86,10.92,-35.03,-5.46,0.9999999494746884,1.0,0
-8.72,-4.97,-0.82,0.01,0.0,0.0,55.29,16.57,11.61,-34.55,-4.48,0.9999999494621123,1.0,0
-8.67,-5.04,-0.89,0.0,0.01,0.0,55.83,17.47,11.78,-34.96,-6.12,0.9999999492753622,1.0,0
-8.66,-5.13,-1.14,0.0,0.03,0.0,55.47,18.54,14.21,-34.21,-7.05,0.9999999492249252,1.0,0
-8.76,-5.01,-1.0,0.01,0.01,0.0,57.99,16.75,11.44,-34.08,-5.39,0.9999999488594342,1.0,0
-8.63,-5.05,-1.34,0.01,0.0,0.0,53.48,15.5,13.34,-34.35,-7.02,0.99999994873045,1.0,0
-10.09,-4.55,-0.41,0.05,-0.04,0.01,69.18,22.31,-2.16,-41.17,-2.2,0.9999999486791192,1.0,0
-8.74,-5.03,-0.56,0.0,0.0,0.0,55.29,16.57,10.22,-34.86,-4.23,0.9999999485465253,1.0,0
-8.76,-4.92,-0.65,0.0,0.01,-0.01,57.63,17.47,10.05,-34.64,-2.71,0.9999999485038497,1.0,0
-8.64,-5.05,-0.7,0.05,0.0,-0.01,56.01,15.5,13.0,-35.3,-5.1,0.9999999484403349,1.0,0
-8.65,-5.05,-0.8,0.0,0.0,0.0,56.19,15.68,11.09,-35.43,-5.42,0.9999999483783539,1.0,0
-8.66,-5.18,-0.52,0.0,0.02,0.0,53.84,15.14,10.92,-34.04,-5.71,0.9999999482532734,1.0,0
-8.75,-5.09,-1.07,0.01,-0.01,-0.05,57.63,14.24,12.48,-35.9,-4.15,0.9999999480300982,1.0,0
-8.63,-5.05,-1.13,0.01,-0.05,0.01,53.66,17.82,13.52,-33.92,-6.32,0.9999999479216185,1.0,0
-8.75,-5.01,-0.73,0.0,0.0,0.0,55.47,15.68,12.13,-34.5,-5.95,0.9999999478489124,1.0,0
-8.57,-5.12,-0.96,0.0,0.0,0.0,52.04,15.86,11.61,-34.49,-6.7,0.9999999477039097,1.0,0
-8.49,-5.22,-0.86,-0.01,0.02,0.0,54.56,14.78,14.04,-34.39,-5.98,0.9999999476333602,1.0,0
-10.13,-4.42,0.04,0.01,0.01,-0.01,79.28,20.16,-2.16,-41.19,-0.35,0.9999999472720036,1.0,0
-8.61,-5.22,-1.08,0.02,0.0,0.0,58.17,17.29,11.96,-34.03,-5.37,0.9999999472496423,1.0,0
-8.63,-4.97,-1.06,0.0,0.01,0.0,54.93,15.14,12.3,-34.48,-4.92,0.9999999470513596,1.0,0
-8.61,-5.16,-0.63,0.01,-0.02,0.0,55.11,15.68,12.48,-34.12,-5.22,0.9999999469415307,1.0,0
-8.71,-5.18,-0.79,0.01,-0.02,0.01,57.27,17.11,11.78,-34.05,-5.23,0.9999999467632974,1.0,0
-8.59,-5.11,-0.81,0.01,0.0,0.0,57.09,15.14,11.61,-34.29,-5.86,0.9999999467273624,1.0,0
-8.69,-5.08,-0.56,0.0,0.0,0.0,56.37,16.57,11.61,-34.97,-4.46,0.9999999467049606,1.0,0
-8.72,-4.99,-0.86,0.0,0.0,0.0,56.01,18.01,10.92,-34.68,-4.73,0.999999946679549,1.0,0
-8.65,-5.09,-0.81,0.0,0.01,0.0,55.29,15.5,13.69,-35.31,-6.22,0.9999999466308188,1.0,0
-8.61,-5.05,-0.99,0.01,0.0,0.0,51.14,16.75,13.52,-33.83,-6.6,0.999999946608642,1.0,0
-8.67,-5.05,-0.65,0.0,0.01,0.0,55.47,16.39,10.4,-34.34,-4.71,0.9999999463534182,1.0,0
-8.8,-4.96,-1.03,0.0,-0.02,0.0,56.19,18.54,14.56,-34.84,-5.47,0.9999999463021682,1.0,0
-8.63,-5.11,-0.86,0.0,0.02,0.0,54.2,14.78,12.65,-34.62,-6.5,0.9999999462915063,1.0,0
-8.61,-5.12,-0.83,0.02,0.0,0.0,57.09,15.5,9.88,-34.94,-5.13,0.9999999462590888,1.0,0
-8.69,-5.11,-1.06,0.0,0.0,0.0,54.38,15.68,13.52,-34.34,-7.05,0.99999994622591,1.0,0
-8.66,-5.09,-1.11,0.0,0.0,0.0,52.94,16.75,13.52,-34.51,-6.16,0.9999999462198209,1.0,0
-8.61,-5.16,-0.73,-0.01,0.01,0.0,55.83,14.96,12.48,-34.08,-6.03,0.9999999461806626,1.0,0
-8.52,-5.3,-0.93,0.0,-0.01,0.0,54.93,16.57,13.34,-34.27,-6.49,0.9999999459750916,1.0,0
-8.61,-5.18,-1.31,0.0,0.0,0.0,52.76,15.14,14.73,-34.25,-6.51,0.9999999458801453,1.0,0
-8.66,-5.13,-0.94,0.0,0.01,0.0,52.04,16.21,12.3,-34.46,-5.82,0.9999999458651647,1.0,0
-8.64,-5.08,-0.92,-0.01,0.01,0.0,54.2,15.14,13.34,-35.12,-6.02,0.9999999457176709,1.0,0
-9.97,-4.45,0.21,0.0,0.03,-0.01,78.92,23.03,1.99,-42.05,-0.19,0.9999999456891858,1.0,0
-8.64,-4.98,-0.97,0.0,0.0,0.01,56.37,16.93,13.0,-34.26,-5.31,0.9999999454999735,1.0,0
-8.67,-4.97,-0.89,0.01,0.0,0.01,55.29,16.21,11.61,-34.45,-4.5,0.999999945461784,1.0,0
-8.61,-5.03,-0.74,-0.01,0.0,0.01,56.01,16.57,11.26,-35.01,-6.19,0.9999999453717793,1.0,0
-8.69,-5.07,-1.03,0.02,-0.02,0.0,53.84,14.42,11.96,-34.69,-6.43,0.999999945164611,1.0,0
-8.75,-4.98,-1.0,0.04,0.0,-0.02,54.74,16.04,12.13,-34.55,-5.54,0.9999999451327527,1.0,0
-8.53,-5.05,-0.86,0.0,0.01,0.0,56.37,16.57,10.92,-34.23,-5.64,0.9999999450987782,1.0,0
-8.69,-5.04,-0.9,0.0,0.0,0.0,54.38,15.32,13.17,-35.12,-6.59,0.9999999450663837,1.0,0
-8.63,-5.04,-0.88,-0.01,0.0,0.0,53.3,18.19,13.52,-34.42,-5.75,0.9999999450629816,1.0,0
-8.6,-4.93,-0.68,0.0,0.0,0.0,52.76,16.21,11.96,-34.57,-5.92,0.9999999447618128,1.0,0
-8.58,-5.19,-0.74,0.0,0.01,0.0,53.12,16.21,11.61,-34.47,-5.73,0.9999999447602212,1.0,0
-8.67,-5.05,-0.71,0.0,-0.01,0.0,55.29,15.14,10.92,-34.52,-5.81,0.9999999447250763,1.0,0
-10.1,-4.41,-0.18,0.0,0.01,0.0,70.08,21.05,-0.95,-41.04,-1.84,0.9999999445784186,1.0,0
-8.69,-5.11,-0.99,0.02,-0.01,0.0,54.38,17.47,11.09,-34.66,-4.12,0.9999999444353821,1.0,0
-8.58,-5.05,-1.04,0.0,0.0,0.0,55.65,16.93,13.0,-34.39,-5.54,0.9999999444274478,1.0,0
-8.64,-5.14,-0.89,0.0,0.0,0.0,54.38,14.24,12.82,-35.64,-6.02,0.9999999444247376,1.0,0
-8.63,-5.16,-0.6,0.0,0.03,0.0,55.65,15.14,11.96,-34.28,-6.33,0.9999999443599832,1.0,0
-8.66,-5.12,-0.7,-0.01,0.02,0.0,55.83,16.04,11.78,-34.81,-5.02,0.9999999443088715,1.0,0
-8.81,-5.14,-1.63,0.02,-0.02,0.0,53.66,17.47,12.48,-34.58,-5.38,0.999999944162606,1.0,0
-8.69,-5.05,-0.85,0.0,0.0,0.0,54.93,16.21,13.0,-34.49,-5.88,0.9999999441376728,1.0,0
-8.63,-5.16,-0.87,0.01,0.0,0.0,55.47,15.68,13.52,-34.71,-5.77,0.9999999441246701,1.0,0
-8.68,-5.07,-1.04,0.0,0.0,0.0,54.02,15.32,13.17,-34.45,-7.0,0.9999999440026283,1.0,0
-8.67,-5.09,-0.81,0.0,0.01,0.0,55.29,16.21,12.3,-35.37,-4.76,0.9999999439944229,1.0,0
-8.55,-5.14,-0.7,-0.01,0.02,0.0,55.83,16.04,11.78,-34.79,-5.17,0.9999999439598546,1.0,0
-10.17,-4.42,-0.52,0.04,0.0,-0.08,69.18,20.87,-2.5,-41.03,-2.37,0.9999999438079381,1.0,0
-8.56,-5.17,-0.91,0.0,0.0,0.0,53.12,15.14,12.3,-34.48,-5.72,0.9999999438034809,1.0,0
-8.65,-4.98,-0.74,0.0,0.01,0.0,56.91,16.75,11.78,-35.31,-5.55,0.9999999434426547,1.0,0
-8.69,-5.12,-0.8,0.0,0.0,0.0,54.93,15.5,11.61,-34.87,-5.12,0.9999999433724281,1.0,0
-8.64,-5.15,-1.04,0.02,-0.01,0.0,53.84,14.78,12.3,-34.23,-5.61,0.9999999432139209,1.0,0
-8.64,-4.94,-0.93,0.0,0.0,0.0,54.2,17.64,12.65,-34.74,-5.74,0.9999999430427684,1.0,0
-8.59,-5.07,-0.97,0.0,-0.01,0.0,54.74,17.11,10.74,-34.25,-6.21,0.9999999430104661,1.0,0
-8.68,-5.09,-1.01,0.0,0.01,0.0,53.84,15.14,13.0,-34.3,-6.98,0.9999999428494621,1.0,0
-8.78,-4.88,-0.49,0.01,0.0,-0.01,56.19,16.04,11.09,-34.87,-3.82,0.9999999427817611,1.0,0
-8.61,-4.98,-0.61,-0.01,0.0,0.0,55.65,15.5,11.26,-33.62,-6.69,0.999999942766227,1.0,0
-8.61,-5.14,-0.59,0.0,0.0,0.0,55.47,15.68,10.05,-34.47,-5.71,0.9999999427499143,1.0,0
-8.67,-5.14,-0.95,0.0,0.0,0.0,56.01,16.57,11.61,-34.42,-5.93,0.9999999426984278,1.0,0
-8.67,-5.07,-0.68,0.01,-0.02,0.0,57.09,16.93,12.3,-34.23,-5.38,0.9999999426945934,1.0,0
-8.67,-5.0,-0.57,-0.01,0.01,-0.02,55.83,14.96,10.74,-36.5,-4.88,0.9999999426150312,1.0,0
-8.47,-5.22,-0.83,0.0,0.0,0.01,54.02,16.04,11.44,-34.71,-6.06,0.9999999426098589,1.0,0
-8.68,-5.03,-1.12,0.01,0.0,0.0,56.19,18.89,11.78,-34.85,-5.41,0.9999999425975366,1.0,0
-8.64,-5.05,-0.61,0.0,0.02,0.0,56.55,16.39,11.09,-34.58,-4.56,0.9999999425257473,1.0,0
-8.72,-4.95,-0.79,0.0,0.0,0.0,55.47,14.6,11.44,-34.53,-5.84,0.9999999423186944,1.0,0
-8.61,-5.05,-0.64,0.0,0.02,0.0,57.45,16.57,10.22,-36.11,-2.27,0.9999999421960414,1.0,0
-8.61,-5.07,-0.9,0.0,0.01,0.0,52.76,14.78,13.69,-34.69,-6.47,0.9999999421822429,1.0,0
-8.72,-4.94,-0.78,0.0,0.0,0.0,55.29,16.93,10.22,-34.83,-5.08,0.9999999420626864,1.0,0
-8.59,-5.19,-1.3,0.01,0.0,0.0,51.14,16.39,12.48,-34.28,-7.56,0.9999999420432254,1.0,0
-8.61,-5.05,-0.73,0.0,0.01,0.0,53.3,17.11,11.44,-34.65,-5.31,0.9999999420225767,1.0,0
-8.69,-5.05,-0.8,0.0,0.01,0.0,54.74,14.6,14.56,-35.05,-6.09,0.9999999419927366,1.0,0
-8.65,-4.97,-1.1,-0.01,-0.01,0.0,55.11,19.26,14.21,-34.37,-6.13,0.9999999419237323,1.0,0
-8.66,-5.05,-0.76,0.0,0.01,0.0,54.93,16.93,10.92,-34.25,-6.03,0.9999999419061454,1.0,0
-8.51,-5.99,-1.43,-0.03,-0.09,-0.06,56.73,16.57,10.57,-35.17,-2.17,0.9999999415454923,1.0,0
-8.59,-5.09,-0.86,0.0,0.02,0.0,51.5,14.24,12.82,-34.71,-7.11,0.9999999414528986,1.0,0
-8.66,-4.94,-0.95,0.01,0.0,0.01,52.94,18.19,12.82,-34.58,-6.02,0.9999999413184884,1.0,0
-8.71,-5.01,-0.62,0.0,0.01,0.0,56.01,15.86,9.52,-34.87,-4.15,0.9999999412782518,1.0,0
-8.69,-5.08,-1.0,0.0,0.01,0.0,53.3,14.96,12.82,-34.26,-6.68,0.9999999411604712,1.0,0
-8.49,-4.95,-0.75,0.0,-0.03,0.0,56.73,15.86,10.22,-34.7,-4.93,0.9999999411544974,1.0,0
-8.66,-5.12,-0.7,-0.01,0.02,0.0,55.83,16.04,11.78,-34.81,-5.06,0.9999999411369797,1.0,0
-8.69,-5.15,-0.73,0.0,0.02,0.0,55.65,17.29,12.3,-35.33,-5.32,0.9999999409778382,1.0,0
-8.56,-5.14,-0.85,-0.02,0.02,0.0,53.3,15.68,13.17,-34.22,-7.22,0.9999999408845986,1.0,0
-8.63,-5.05,-0.72,0.0,0.02,0.0,54.02,15.68,12.48,-34.63,-6.03,0.9999999407540171,1.0,0
-8.64,-5.11,-0.96,0.01,-0.01,0.01,55.47,15.32,11.44,-34.94,-5.3,0.9999999405783497,1.0,0
-10.15,-4.41,-0.15,0.02,-0.02,0.0,79.45,21.05,0.43,-41.37,-2.02,0.9999999404424575,1.0,0
-8.6,-5.09,-0.68,0.0,0.0,0.0,56.55,15.68,13.17,-34.18,-5.39,0.9999999403597875,1.0,0
-8.64,-4.96,-0.62,0.0,0.0,0.0,54.56,15.86,11.26,-34.33,-5.44,0.9999999403416181,1.0,0
-8.69,-4.99,-0.61,0.0,0.0,0.0,56.37,16.57,11.61,-34.97,-4.47,0.9999999402632727,1.0,0
-8.58,-5.14,-0.79,0.02,0.0,0.0,53.66,17.11,11.78,-34.59,-4.45,0.9999999402508176,1.0,0
-8.67,-5.05,-0.87,0.0,0.0,0.0,54.56,16.21,11.61,-34.69,-6.01,0.9999999400596853,1.0,0
-8.72,-5.18,-1.18,0.01,-0.01,0.0,54.02,17.11,11.78,-34.74,-5.79,0.9999999400540286,1.0,0
-8.65,-5.15,-0.63,0.0,0.02,-0.02,55.65,15.14,13.34,-35.05,-4.94,0.999999939780549,1.0,0
-8.63,-5.08,-0.71,0.0,0.01,0.0,54.2,16.21,11.61,-34.69,-5.51,0.9999999397038412,1.0,0
-8.72,-5.01,-0.67,0.01,-0.01,0.0,55.47,16.75,12.82,-34.83,-5.16,0.9999999395108924,1.0,0
-8.77,-5.01,-1.15,0.02,0.0,0.0,53.48,15.86,13.34,-34.44,-6.96,0.9999999394389705,1.0,0
-8.76,-4.93,-0.55,0.0,0.01,0.0,57.63,15.68,10.4,-34.89,-3.85,0.9999999393750117,1.0,0
-8.68,-5.05,-0.81,-0.01,0.02,0.0,56.91,14.96,11.78,-34.85,-5.29,0.9999999393581513,1.0,0
-10.21,-4.51,-0.49,0.0,0.01,0.01,80.0,20.87,0.6,-41.36,-2.95,0.9999999393291992,1.0,0
-8.82,-4.88,-0.86,0.01,-0.05,0.02,57.63,13.88,9.36,-37.56,-6.27,0.9999999391926555,1.0,0
-8.69,-5.13,-0.44,0.0,0.02,0.0,55.47,17.47,10.05,-35.05,-3.9,0.9999999390805604,1.0,0
-8.67,-5.03,-0.67,0.0,0.02,0.0,56.37,16.93,11.96,-34.95,-4.51,0.9999999390100686,1.0,0
-8.34,-5.33,-0.28,-0.01,0.05,-0.05,54.74,16.04,13.17,-34.17,-6.19,0.9999999389794385,1.0,0
-8.56,-5.27,-1.09,0.02,-0.02,0.0,54.38,17.82,11.44,-34.11,-6.26,0.9999999389541018,1.0,0
-8.67,-5.08,-0.92,0.0,0.0,0.0,55.29,13.71,12.65,-34.92,-6.46,0.999999938946894,1.0,0
-8.68,-4.99,-0.68,0.0,0.01,0.0,55.29,16.93,11.61,-35.31,-4.78,0.999999938934266,1.0,0
-8.64,-5.14,-0.83,0.0,0.01,0.0,53.84,13.71,11.26,-34.9,-5.84,0.9999999388374226,1.0,0
-10.09,-4.55,-0.39,0.0,0.0,0.0,69.18,20.87,-0.08,-40.92,-2.22,0.9999999388175407,1.0,0
-10.0,-4.62,0.2,-0.01,0.02,0.0,79.64,20.87,0.26,-42.27,-0.82,0.9999999388045206,1.0,0
-8.55,-5.22,-0.68,-0.01,0.02,0.0,54.2,15.86,13.0,-34.43,-5.83,0.9999999387274495,1.0,0
-8.67,-5.11,-0.68,0.0,0.02,-0.01,57.09,16.57,11.26,-34.77,-5.47,0.9999999387099144,1.0,0
-8.67,-5.05,-0.65,0.0,0.0,0.0,56.01,16.57,10.22,-34.38,-4.74,0.9999999386781254,1.0,0
-8.77,-4.96,-0.43,0.0,0.04,0.01,55.47,16.75,9.36,-35.26,-4.76,0.9999999384285294,1.0,0
-8.65,-5.01,-0.61,0.01,0.0,0.0,56.55,15.68,10.74,-34.86,-4.22,0.9999999384188019,1.0,0
-8.66,-4.95,-0.92,0.01,0.0,0.0,56.37,18.01,10.92,-34.5,-5.21,0.9999999383453058,1.0,0
-8.56,-5.19,-1.1,0.0,0.0,0.0,53.12,15.5,13.69,-34.22,-6.98,0.9999999382922221,1.0,0
-8.55,-5.13,-0.61,0.01,0.0,0.0,53.84,17.29,10.57,-33.84,-5.93,0.9999999382415486,1.0,0
-8.8,-4.9,-1.12,0.01,0.0,0.03,53.84,14.78,13.0,-35.67,-6.95,0.9999999381077208,1.0,0
-8.9,-4.41,-0.77,0.0,0.02,0.0,54.02,12.81,12.13,-38.02,-5.33,0.9999999380381746,1.0,0
-8.68,-5.01,-1.07,-0.01,0.01,0.0,56.37,17.64,14.73,-34.43,-7.08,0.9999999380233958,1.0,0
-8.65,-5.03,-0.95,0.0,0.01,0.0,52.94,16.75,13.86,-34.53,-5.96,0.9999999378758155,1.0,0
-8.61,-4.96,-1.03,0.01,-0.01,0.0,53.12,14.78,13.0,-34.26,-7.2,0.9999999378478955,1.0,0
-8.63,-4.99,-0.42,0.0,0.0,0.0,57.09,16.93,10.92,-35.27,-3.89,0.9999999377833025,1.0,0
-8.59,-5.14,-0.93,-0.02,0.03,0.0,54.56,16.93,13.0,-34.13,-6.38,0.9999999376362181,1.0,0
-8.57,-5.04,-0.81,0.0,0.0,0.0,53.48,16.57,10.57,-34.2,-6.11,0.9999999375745312,1.0,0
-8.72,-5.04,-1.21,0.0,-0.02,0.0,56.73,14.06,12.3,-35.02,-4.88,0.999999937434228,1.0,0
-8.66,-5.12,-0.89,0.0,0.0,0.0,57.09,15.5,10.92,-34.47,-5.7,0.9999999371707123,1.0,0
-8.48,-5.24,-0.74,0.0,0.01,0.0,52.94,14.96,14.21,-33.3,-7.29,0.9999999371354231,1.0,0
-8.59,-5.13,-0.79,0.0,0.01,0.0,54.2,14.78,12.65,-34.63,-6.48,0.9999999369899648,1.0,0
-8.69,-5.07,-0.9,0.01,0.0,0.0,53.12,16.21,12.65,-34.57,-6.53,0.9999999369800527,1.0,0
-8.66,-5.01,-0.72,0.0,0.02,0.0,57.45,15.86,10.92,-35.03,-5.5,0.9999999369711555,1.0,0
-8.72,-5.07,-0.54,0.01,0.01,0.0,54.02,15.32,11.09,-35.12,-3.83,0.9999999369282261,1.0,0
-8.68,-5.04,-0.64,0.01,-0.01,0.0,56.19,17.11,11.78,-35.52,-3.83,0.9999999368879434,1.0,0
-10.15,-4.59,-0.08,0.0,0.0,0.0,81.08,21.23,-0.08,-41.25,-2.36,0.9999999368149778,1.0,0
-8.61,-5.01,-0.38,0.01,0.01,-0.01,56.19,17.82,11.44,-34.94,-3.93,0.9999999366652295,1.0,0
-8.69,-5.15,-0.66,0.0,0.01,0.0,56.91,16.04,11.78,-34.58,-4.64,0.9999999366311972,1.0,0
-8.68,-5.01,-1.11,0.0,0.0,0.0,55.11,14.24,14.9,-34.55,-6.55,0.999999936413598,1.0,0
-8.8,-4.84,-0.62,0.0,0.0,0.02,56.01,17.64,9.88,-34.83,-3.3,0.999999936407359,1.0,0
-8.6,-5.05,-0.3,0.0,0.02,0.0,56.19,18.19,9.69,-34.61,-2.87,0.9999999359955711,1.0,0
-8.63,-5.16,-0.93,0.0,0.02,0.0,54.38,14.6,13.17,-34.32,-7.09,0.9999999358968767,1.0,0
-8.61,-5.03,-0.69,0.0,0.03,-0.03,56.19,15.32,11.44,-35.75,-4.1,0.9999999358787305,1.0,0
-8.59,-4.99,-0.92,0.0,0.01,0.0,54.38,15.68,11.09,-35.19,-6.14,0.9999999358279418,1.0,0
-8.72,-4.91,-0.85,0.0,0.0,0.0,54.93,17.64,10.92,-35.15,-5.43,0.9999999358122577,1.0,0
-10.11,-4.55,-0.38,0.0,0.02,0.0,74.95,18.01,0.26,-41.22,-2.99,0.9999999356888263,1.0,0
-8.69,-4.94,-0.83,0.0,0.0,0.0,54.56,15.14,11.96,-34.9,-5.84,0.9999999356512248,1.0,0
-8.6,-5.27,-0.98,0.0,0.01,-0.01,54.38,13.88,12.48,-34.07,-6.01,0.9999999355317317,1.0,0
-8.65,-5.2,-0.71,0.0,0.0,0.0,54.93,14.06,13.34,-34.33,-6.3,0.9999999355219292,1.0,0
-8.64,-5.11,-0.81,0.01,0.01,0.0,55.65,15.86,11.96,-35.13,-5.86,0.9999999355167165,1.0,0
-8.72,-4.94,-0.74,0.0,0.0,0.0,54.2,16.21,10.92,-35.0,-5.33,0.9999999355090013,1.0,0
-8.64,-5.09,-0.55,0.01,0.0,0.01,57.09,15.5,11.96,-34.76,-5.4,0.9999999354017038,1.0,0
-8.64,-5.01,-0.88,0.0,0.0,0.0,52.76,16.21,12.65,-34.65,-5.67,0.9999999352911771,1.0,0
-8.73,-4.91,-0.75,-0.01,0.01,0.01,54.38,16.39,10.74,-34.76,-4.75,0.9999999352854686,1.0,0
-8.67,-5.05,-0.55,0.0,0.02,0.0,55.11,16.04,9.69,-34.87,-4.26,0.9999999352764676,1.0,0
-10.03,-4.43,-0.44,-0.02,0.05,0.0,81.26,20.34,0.43,-41.3,-2.86,0.9999999351742673,1.0,0
-8.65,-5.08,-0.72,0.0,0.02,0.0,56.01,16.57,12.3,-34.84,-6.09,0.9999999351092015,1.0,0
-8.53,-5.23,-0.78,0.0,0.0,0.0,54.38,14.96,13.17,-34.12,-6.52,0.9999999350543937,1.0,0
-8.61,-5.17,-0.64,0.0,0.02,0.0,57.63,15.68,10.4,-34.88,-3.91,0.9999999350532867,1.0,0
-8.65,-5.13,-0.45,0.0,0.0,0.0,53.84,15.86,10.92,-35.2,-4.16,0.9999999350162734,1.0,0
-8.67,-4.98,-0.88,0.0,0.0,0.0,52.04,15.5,11.61,-34.5,-6.69,0.9999999350100804,1.0,0
-8.66,-5.24,-0.82,0.0,0.0,0.01,53.3,14.96,13.86,-34.15,-7.27,0.9999999349507923,1.0,0
-8.63,-5.05,-0.88,0.0,0.01,0.0,56.01,15.5,13.0,-34.34,-6.29,0.9999999349339953,1.0,0
-8.72,-4.97,-0.93,0.01,0.0,0.0,56.01,16.21,12.3,-34.16,-5.38,0.9999999347912356,1.0,0
-10.07,-4.48,-0.28,0.02,-0.05,0.0,78.56,19.8,1.3,-41.59,-1.68,0.999999934616854,1.0,0
-8.69,-5.03,-0.69,0.0,0.01,0.0,55.11,18.19,12.48,-34.87,-4.91,0.9999999345442575,1.0,0
-8.69,-5.01,-0.77,0.0,0.02,0.0,56.55,16.75,12.48,-34.67,-5.47,0.9999999345082822,1.0,0
-8.67,-5.11,-0.98,0.0,-0.01,0.01,53.48,19.07,10.57,-34.22,-5.93,0.9999999343903633,1.0,0
-8.66,-4.98,-0.84,0.02,-0.01,0.0,53.84,17.29,10.57,-33.85,-5.89,0.9999999340166208,1.0,0
-8.66,-5.12,-0.96,0.0,0.0,0.0,54.38,14.24,14.21,-34.44,-6.96,0.9999999339867288,1.0,0
-8.64,-5.07,-0.7,0.0,0.0,0.0,56.19,16.04,10.74,-34.89,-4.25,0.9999999339829808,1.0,0
-8.61,-5.11,-0.9,0.0,0.01,0.0,52.76,15.86,14.04,-34.25,-7.31,0.9999999338493893,1.0,0
-8.69,-5.05,-0.99,-0.01,0.0,0.0,54.2,18.37,10.57,-34.45,-5.77,0.9999999336701526,1.0,0
-8.6,-5.07,-0.31,0.0,0.04,0.0,56.01,16.57,10.92,-35.06,-3.87,0.999999933647157,1.0,0
-8.61,-5.18,-1.08,0.01,0.0,0.0,52.22,16.39,13.52,-34.05,-6.42,0.9999999335515072,1.0,0
-8.72,-5.05,-0.66,0.01,0.0,0.0,56.55,18.19,12.48,-34.61,-4.7,0.9999999334184693,1.0,0
-8.69,-5.11,-0.84,0.0,0.0,0.0,54.38,17.47,11.44,-34.65,-5.68,0.9999999332481816,1.0,0
-8.66,-5.05,-1.0,0.01,0.0,0.0,54.56,13.71,12.65,-34.82,-6.5,0.9999999332454369,1.0,0
-8.55,-5.09,-0.99,0.0,0.0,0.0,51.5,16.04,12.48,-34.19,-6.54,0.9999999332037242,1.0,0
-8.67,-5.03,-0.97,0.0,0.0,0.0,55.83,15.68,12.13,-35.46,-5.29,0.9999999331826199,1.0,0
-8.55,-5.22,-1.06,0.0,0.0,0.0,51.86,16.04,13.52,-34.55,-7.18,0.9999999331747894,1.0,0
-8.63,-5.22,-1.04,0.01,0.0,0.0,53.66,16.39,13.52,-33.85,-6.67,0.9999999331318542,1.0,0
-8.48,-5.21,-0.91,0.0,0.01,0.0,51.14,16.04,13.86,-33.9,-6.65,0.9999999330490976,1.0,0
-8.74,-4.86,-0.64,0.0,0.0,0.0,56.55,17.47,12.13,-35.38,-5.28,0.9999999330373922,1.0,0
-10.08,-4.49,-0.24,0.0,0.01,0.0,81.62,20.34,0.43,-41.33,-2.91,0.9999999330178794,1.0,0
-8.65,-5.05,-0.83,0.0,0.0,0.0,54.38,16.75,13.52,-34.85,-6.11,0.9999999330017686,1.0,0
-8.61,-5.17,-0.92,0.0,0.0,0.0,54.93,16.57,11.96,-35.2,-5.78,0.9999999329584643,1.0,0
-8.66,-5.05,-0.87,0.01,0.0,0.0,51.14,16.75,12.13,-34.07,-5.81,0.9999999329428957,1.0,0
-8.59,-5.07,-0.84,0.0,0.01,-0.01,55.29,17.29,11.61,-34.42,-6.02,0.9999999329044466,1.0,0
-8.71,-5.24,-0.65,0.0,0.0,0.02,57.63,14.96,10.4,-34.8,-4.72,0.9999999328974234,1.0,0
-8.69,-5.08,-0.78,0.0,0.0,0.0,56.19,17.47,10.4,-34.1,-5.97,0.9999999328418602,1.0,0
-8.67,-5.01,-0.79,0.01,0.01,0.0,55.47,15.32,11.78,-33.33,-7.21,0.9999999327511808,1.0,0
-8.64,-5.05,-0.57,0.0,0.02,0.0,56.91,16.04,11.78,-34.59,-4.64,0.9999999327331672,1.0,0
-8.61,-5.03,-0.69,0.0,0.03,-0.03,56.19,15.32,11.44,-35.77,-4.08,0.999999932672449,1.0,0
-8.58,-5.22,-0.62,0.0,0.01,0.0,51.5,16.04,13.17,-34.24,-7.28,0.9999999325753577,1.0,0
-8.59,-5.12,-1.08,0.0,0.01,0.0,52.22,17.47,12.82,-33.93,-6.74,0.999999932491125,1.0,0
-8.65,-5.21,-0.54,0.0,0.01,0.0,55.47,16.75,10.74,-35.03,-4.24,0.9999999324888876,1.0,0
-8.74,-5.19,-1.0,0.0,0.02,0.0,52.76,17.64,12.3,-34.92,-6.07,0.9999999324656844,1.0,0
-8.61,-5.23,-1.04,0.0,0.01,0.0,53.48,15.14,13.69,-33.0,-7.19,0.9999999323996268,1.0,0
-8.61,-5.08,-0.7,0.0,0.01,0.0,55.11,17.11,11.78,-34.25,-6.02,0.9999999323694581,1.0,0
-10.07,-4.55,-0.13,-0.01,0.03,0.0,68.45,21.95,0.26,-40.9,-3.77,0.9999999323670593,1.0,0
