v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,score_pca,anomaly_vote_count,GERCEK_ETIKET_label
-16.9,-29.94,-13.95,-0.02,0.21,1.37,0.0,0.0,0.0,-16.3,-40.82,0.21418431474102145,4.0,0
-12.12,-6.86,1.4,1.13,-1.42,1.31,53.66,20.7,14.56,-36.09,-3.28,0.2141634753654613,3.0,0
-2.4,-18.19,-10.69,1.94,-3.29,-0.92,-42.1,17.38,46.33,8.65,-53.68,0.21415856962538507,5.0,0
-4.64,-7.21,-11.49,-0.24,0.01,-0.68,0.0,0.0,0.0,-14.27,-36.81,0.2141548565604757,5.0,0
-13.13,-3.0,1.49,0.51,-0.48,0.05,87.58,19.44,2.34,-43.85,-4.49,0.2141227920057026,5.0,0
-7.58,-17.67,-12.1,-1.16,-0.48,-1.65,0.0,0.0,0.0,-5.01,-39.76,0.21407346355370002,5.0,0
-2.7,-4.67,2.09,0.11,0.05,-1.19,0.0,0.0,0.0,16.03,13.4,0.21404583802054403,3.0,0
-11.46,0.22,10.76,-0.38,0.83,-0.05,53.48,15.5,11.96,-35.38,-7.55,0.2140364825874983,4.0,0
-34.38,67.4,-2.82,0.75,-0.75,0.91,79.09,19.98,1.82,-45.26,0.34,0.2140285851185022,2.0,0
-43.27,-69.2,-8.1,0.91,-0.48,0.37,53.12,16.21,11.61,-33.94,-7.16,0.21402634207874302,1.0,0
5.02,-12.26,-18.37,2.35,-0.87,0.45,-31.24,-10.75,30.37,25.34,-48.88,0.21401909827386537,5.0,0
9.59,-12.99,-9.58,1.58,-0.43,0.41,-34.98,36.38,1.02,51.93,-40.44,0.21401537370854293,5.0,0
-11.28,-5.98,-6.98,1.83,-2.87,-0.24,25.9,-32.43,10.98,-34.64,-33.42,0.21397691629495966,4.0,0
0.23,1.77,10.01,0.13,-0.15,-0.01,221.07,176.62,143.24,-12.38,97.5,0.21396160138571946,5.0,0
-3.2,-8.92,-0.75,2.31,-1.5,0.47,0.0,0.0,0.0,-22.08,29.2,0.21395403559479256,3.0,0
-10.02,-0.32,-1.42,0.02,0.07,1.1,56.01,3.31,15.42,-66.36,-21.65,0.21393343789089952,4.0,0
-11.82,-13.35,-7.49,0.81,-0.37,1.45,0.0,0.0,0.0,-4.9,-27.03,0.21391763539423062,5.0,0
-17.46,-1.21,3.73,0.46,-0.78,1.05,48.25,18.19,7.62,-36.78,-1.0,0.21389712268819877,3.0,0
-12.88,-0.67,7.93,-0.37,0.56,-0.07,87.94,20.52,1.3,-44.49,-4.95,0.21387562171303154,5.0,0
-6.99,-14.43,-14.49,2.06,-2.39,-0.26,0.0,0.0,0.0,7.73,-36.25,0.21384906715116125,5.0,0
-10.99,-4.98,-3.59,0.74,0.01,-0.81,57.27,17.47,16.64,-32.45,-7.89,0.21384738573170387,3.0,0
-10.0,-9.65,-8.24,0.1,-0.19,0.12,0.0,0.0,0.0,-14.41,-34.64,0.21381458700649056,4.0,0
-10.71,-1.43,2.91,2.52,-2.82,-0.2,57.63,-11.38,-25.39,-54.39,44.5,0.2137774672032147,5.0,0
-18.36,-3.57,-7.53,0.0,-0.73,0.53,59.62,34.5,20.28,-37.38,-8.43,0.21376211772168133,4.0,1
-23.66,-78.5,-31.7,-0.09,0.5,0.18,49.87,18.37,9.52,-37.06,-3.07,0.21374327264701734,1.0,0
-9.18,-4.12,1.82,-1.57,3.29,0.06,57.81,20.52,-15.08,-39.09,9.7,0.21373697797097782,3.0,0
-8.42,-1.92,-7.02,-1.55,1.06,0.45,66.29,5.09,41.86,-39.65,-54.92,0.21372611552718412,4.0,0
3.48,-14.89,-11.26,-0.84,-0.9,-0.46,-11.84,32.43,-15.44,15.86,1.79,0.2136978398195134,5.0,0
-9.84,3.97,1.4,2.22,-2.76,0.08,49.69,-33.6,-8.06,-67.57,102.06,0.21367849472888123,4.0,0
5.62,-17.66,-4.71,-0.22,1.14,-0.55,-26.26,29.75,25.56,25.47,-15.32,0.21366785482159803,5.0,0
-4.27,-13.98,-6.76,-0.24,-0.02,2.14,0.0,0.0,0.0,-4.26,-22.46,0.21365722640729481,3.0,0
-8.85,0.48,-4.01,0.72,-1.6,-0.4,57.45,-8.51,4.33,-70.24,10.09,0.21364355951098482,4.0,0
-7.05,-3.57,3.64,-0.61,0.81,0.08,51.5,16.75,-6.24,-41.64,17.78,0.2136241881388905,2.0,0
-8.21,-2.94,-1.49,-1.2,2.62,0.03,70.8,21.95,-9.18,-46.12,1.26,0.21361612420626908,5.0,0
-6.63,-13.69,-4.98,2.19,-3.1,0.24,32.49,8.24,-3.6,-7.14,-6.37,0.21359162907665138,4.0,0
-4.71,-7.49,31.74,0.76,-0.35,0.65,80.72,22.31,3.72,-41.89,-0.09,0.2135787965240845,4.0,0
-2.6,4.03,10.17,-1.37,-0.72,-0.38,35.97,-12.63,-46.11,-37.26,93.64,0.21357612488860653,4.0,0
-13.87,11.11,14.21,0.98,-2.44,0.37,52.4,19.8,15.42,-35.33,-3.52,0.213566611982563,4.0,0
-5.49,-1.03,8.64,1.57,-1.68,0.54,36.34,-5.64,-15.68,-22.94,74.4,0.21355805149334325,2.0,0
-4.57,-12.52,-12.0,0.13,-0.14,0.14,0.0,0.0,0.0,-12.81,-38.48,0.21354544422479163,5.0,0
-0.25,-14.15,-11.79,-1.46,2.41,0.34,1.86,27.24,16.98,38.39,-51.41,0.21354114448267866,5.0,0
-29.05,14.23,52.03,0.34,1.05,0.24,56.01,35.93,19.93,-36.88,-2.56,0.21352474739104696,1.0,0
10.38,-19.63,-23.05,2.93,-3.96,0.79,0.0,0.0,0.0,2.93,5.62,0.21347436054858718,3.0,0
-7.47,0.32,17.09,-0.97,1.45,-0.07,48.07,18.37,15.42,-34.11,-5.79,0.21346789376934575,4.0,0
-4.12,-6.22,-5.01,-1.78,0.56,-0.05,49.51,19.44,9.52,-37.06,-1.33,0.213445281895254,4.0,0
-9.8,-1.33,7.31,-1.17,0.49,-0.4,81.62,15.68,-3.72,-41.1,-2.17,0.21339946125499387,5.0,0
-10.35,3.42,9.28,0.19,-3.0,0.26,47.17,-22.49,-3.9,-51.09,87.04,0.2133922162562606,4.0,0
-4.24,-6.85,2.62,0.5,-2.27,-0.14,0.0,0.0,0.0,1.04,-10.19,0.21337865989452526,3.0,0
-4.69,-15.81,-5.08,-0.1,1.18,-1.89,0.0,0.0,0.0,7.16,-17.61,0.21336078887470175,4.0,0
-10.97,-9.49,-8.06,0.23,-0.29,0.1,0.0,0.0,0.0,-15.49,-35.4,0.2133537932104091,5.0,0
-50.22,34.85,-7.03,-0.27,0.51,0.17,62.86,35.57,19.59,-37.38,-4.65,0.2133442369917823,1.0,0
-4.49,2.79,10.26,-0.68,-0.41,-0.35,51.32,-5.64,-41.43,-24.27,87.67,0.21334055863545082,3.0,0
0.86,-13.8,-16.99,-0.85,1.39,0.49,-3.29,24.55,26.42,40.05,-54.61,0.21327133041560395,5.0,0
-13.27,-2.57,-3.85,-1.22,0.66,1.54,85.59,-3.67,16.72,-59.26,-28.37,0.21326262801839932,5.0,0
-48.37,54.8,26.33,-0.69,-0.15,-0.07,52.76,19.8,12.3,-35.42,-3.97,0.21322399024909633,1.0,0
-17.77,-18.5,-13.76,-0.14,0.51,0.07,0.0,0.0,0.0,-16.99,-34.38,0.21321610590552192,5.0,0
-9.19,-15.71,-9.74,0.14,-0.2,0.18,0.0,0.0,0.0,-5.9,-35.16,0.21321491378297547,5.0,0
-5.99,-12.55,-9.03,1.0,0.15,-1.25,0.0,0.0,0.0,10.59,-28.55,0.21321482951494805,5.0,0
3.25,-16.05,-8.64,-0.19,1.67,0.16,-16.11,37.09,-5.49,55.43,-40.43,0.21317627321621316,5.0,0
-24.43,5.59,-21.12,0.66,-0.76,0.17,51.86,37.54,21.84,-34.49,-2.97,0.21317219727974876,4.0,0
-11.16,0.7,0.52,-0.11,0.09,1.05,80.0,0.08,8.23,-65.11,-22.28,0.21316033614328542,5.0,0
-10.76,-2.31,3.16,0.63,-1.57,0.07,63.4,9.58,-8.66,-50.42,46.32,0.21315087206434458,4.0,0
-3.2,-16.17,-4.48,0.37,0.38,1.11,32.13,12.54,-4.97,-11.24,-15.47,0.21314818548143447,4.0,0
-14.2,-2.92,-3.55,-0.24,0.31,0.87,79.28,-7.07,13.08,-62.15,-42.83,0.21314688599078857,5.0,0
-0.9,-16.77,-4.22,0.07,-2.26,0.52,0.0,0.0,0.0,-8.5,4.43,0.21313822617592978,4.0,0
-6.17,-14.61,-10.63,-0.14,-0.43,-1.64,0.0,0.0,0.0,4.31,-32.84,0.21313480164142193,4.0,0
-11.37,-2.46,5.29,1.49,-3.18,-0.43,54.74,10.66,16.98,-47.41,12.25,0.21311739214121245,4.0,0
-12.07,-0.46,-3.93,-1.2,0.84,1.58,80.54,9.58,11.87,-59.79,-33.99,0.21310121384512326,5.0,0
-9.93,-4.13,-1.5,0.23,0.07,-1.47,58.71,15.32,16.29,-37.72,-9.09,0.21309760610802692,2.0,0
-8.14,-0.01,7.27,0.52,0.15,0.37,49.87,-6.18,-41.52,-37.65,67.91,0.21309626053062494,4.0,0
-10.49,2.25,-2.04,-0.65,1.47,-0.1,53.84,-19.62,0.52,-86.02,-41.38,0.21308643458530643,4.0,0
-13.23,-19.05,-20.76,-0.06,0.17,0.9,0.0,0.0,0.0,-17.01,-34.4,0.2130720659518535,4.0,0
-9.69,-0.64,6.72,-1.85,3.28,0.05,56.73,2.95,-24.09,-53.68,50.43,0.21306472924496098,5.0,0
-5.49,-1.03,8.64,1.57,-1.68,0.54,36.34,-5.64,-15.68,-23.18,73.47,0.2130549048575158,3.0,0
-4.74,-4.7,-17.41,-0.75,-0.36,-0.57,81.98,14.24,-4.42,-41.16,-1.34,0.2130307040558957,5.0,0
-10.85,-1.85,5.12,-1.24,1.33,-0.09,80.18,22.13,-1.99,-43.97,1.03,0.2129573585228519,5.0,0
-0.13,-12.98,-12.47,0.96,0.01,-0.09,-28.39,27.6,29.34,13.76,-14.19,0.21293691097983586,5.0,0
2.09,-13.47,-16.44,-0.91,0.65,-0.28,56.01,16.21,11.96,-35.82,-6.16,0.21292215405420958,5.0,1
-8.21,-7.47,-27.14,0.05,-0.73,0.64,45.91,16.21,6.06,-35.92,1.34,0.21289746870605022,4.0,0
-10.87,-4.62,9.94,0.23,0.03,0.02,53.84,19.8,10.22,-34.37,-4.2,0.21288911549152684,4.0,0
-4.55,-0.91,5.17,-1.07,1.43,-0.37,45.36,17.82,10.05,-38.11,1.26,0.21285514050025142,4.0,0
-9.19,-2.68,-7.17,-1.88,1.41,0.43,75.48,16.04,30.94,-39.81,-49.79,0.21283486098844812,4.0,0
4.35,-16.55,-11.87,1.61,-1.09,0.81,-18.42,33.33,20.42,44.49,-44.13,0.21281926502193318,5.0,0
-10.21,1.57,-3.15,1.61,-2.11,0.08,51.68,-20.16,11.87,-74.71,-3.57,0.21277625303096334,4.0,0
-19.6,78.88,29.34,-0.43,0.85,-0.15,81.08,15.86,-3.2,-42.04,0.32,0.21276088370098103,1.0,0
8.1,-12.52,-15.65,0.03,-1.34,0.01,81.8,19.8,-1.82,-42.55,4.47,0.21275432912385633,4.0,0
-4.62,0.94,11.98,1.21,2.52,0.06,29.67,7.61,-59.11,-30.66,94.37,0.21274168583605832,4.0,0
-0.77,-6.91,-3.68,-0.65,2.0,-2.04,0.0,0.0,0.0,19.68,10.91,0.21273911624474037,4.0,0
-12.11,-3.1,-4.12,-1.51,0.97,1.19,78.02,2.77,10.83,-57.32,-29.79,0.2127330503569075,5.0,0
-26.56,56.11,-12.45,-1.09,-1.29,0.63,89.74,21.59,3.72,-44.37,1.81,0.21272599920225274,4.0,0
-0.74,3.51,10.37,0.31,1.35,-0.16,38.69,28.76,-181.86,-10.57,100.06,0.21271316260954423,4.0,0
-10.19,-1.76,4.55,-0.96,1.05,-0.24,77.66,17.11,-1.99,-42.3,-0.3,0.2127048950219978,5.0,0
-8.36,0.13,8.19,1.26,-3.34,0.3,63.95,2.24,-11.26,-51.95,59.21,0.21268153481640653,5.0,0
-2.4,-16.42,-10.94,0.08,-0.19,-0.16,0.0,0.0,0.0,-15.21,-35.18,0.2126784382236381,5.0,0
-25.06,78.4,14.54,-0.42,0.67,-0.01,62.86,35.57,19.59,-36.22,-3.74,0.21267581108214603,1.0,0
-8.21,-2.94,-1.49,-1.2,2.62,0.03,70.8,21.95,-9.18,-46.12,-0.77,0.21267369455411056,5.0,0
-9.68,-4.88,-3.81,-1.1,-0.46,-0.36,87.22,20.16,0.6,-41.81,-1.7,0.2126659931820842,4.0,0
-8.95,-2.5,-8.58,-0.41,1.41,-0.43,19.67,-37.63,6.34,-40.92,-76.32,0.21265469856888697,5.0,0
-6.06,-15.03,-10.78,0.22,-0.22,0.02,0.0,0.0,0.0,-11.73,-33.71,0.2126167138723546,5.0,0
-7.17,74.29,-11.86,0.1,-0.31,0.44,51.32,15.86,13.0,-37.42,-6.16,0.21258779146778944,1.0,0
6.31,-12.03,-13.71,-0.77,1.99,1.41,-22.87,34.23,18.19,48.95,-61.69,0.2125822812963402,5.0,0
-10.98,-3.42,1.05,0.26,0.49,-0.06,85.23,17.82,-1.99,-43.02,-1.78,0.2125668668263715,5.0,0
-10.14,-3.32,-3.32,0.78,-1.5,-0.83,62.86,8.51,-4.42,-39.57,-1.09,0.21256397203356367,4.0,0
-0.12,-19.25,-8.77,0.34,1.52,0.15,-4.18,34.05,10.81,33.48,-26.67,0.2125630654663371,5.0,0
-5.64,-6.89,5.11,-0.32,0.45,-0.16,48.61,16.39,9.69,-35.89,-2.32,0.21256138416084508,4.0,0
1.54,-16.18,-9.41,1.26,-2.08,0.2,-23.94,30.64,-18.87,17.72,-11.16,0.21255300467031799,5.0,0
-13.2,-12.81,-5.49,0.58,-0.28,1.28,0.0,0.0,0.0,-7.58,-25.62,0.21255203512450294,5.0,0
-30.22,-57.33,-10.15,0.43,-1.02,0.67,53.3,18.19,9.01,-35.6,-4.35,0.21252737651849204,4.0,0
-8.23,-2.64,5.35,-0.96,2.0,-0.05,69.18,10.3,-29.47,-43.31,44.36,0.2125222242604131,4.0,0
-8.21,-7.47,-27.14,0.05,-0.73,0.64,45.91,16.21,6.06,-35.65,1.58,0.21251862041809927,4.0,0
-9.15,-0.91,1.11,-0.63,0.38,1.86,73.87,1.15,11.0,-59.24,-23.13,0.2124767079929411,5.0,0
0.93,-10.59,-2.75,-0.53,2.35,-0.42,52.94,16.39,10.05,-45.38,-0.17,0.21246788792594903,4.0,0
-7.92,-10.35,-6.59,0.57,-0.71,0.77,57.09,18.01,12.65,-31.63,-5.49,0.21246212903494155,3.0,0
-1.09,0.56,6.47,-0.08,0.05,0.0,278.8,184.51,243.1,-8.74,91.86,0.21245764767611763,3.0,0
-4.52,-20.05,-4.91,1.65,-3.39,-0.47,0.0,0.0,0.0,19.03,-8.15,0.21245440515383107,5.0,0
-10.63,-2.13,4.84,-0.96,3.6,0.37,29.31,-14.78,-11.35,-47.82,71.78,0.21245270018226836,4.0,0
-6.25,-3.59,7.33,1.02,-2.06,0.35,47.35,25.18,-24.44,-25.39,60.32,0.21245195299560937,2.0,0
-48.17,42.12,27.26,0.31,0.31,-0.59,0.0,0.0,0.0,-13.17,-34.73,0.21244551603717454,1.0,0
-9.94,-0.5,-36.95,0.3,-0.53,0.45,78.2,13.71,-4.24,-42.76,0.71,0.21242260574805555,4.0,0
-12.3,23.21,0.79,-0.5,0.65,1.84,0.0,0.0,0.0,-17.44,-34.48,0.21238984217874635,3.0,0
-9.4,0.09,6.08,-0.23,1.22,-2.11,58.71,0.62,5.2,-51.25,-7.05,0.2123688507927453,3.0,0
-11.21,-3.71,9.61,1.37,0.85,0.08,78.92,16.57,-0.43,-45.65,2.43,0.2123635021424332,5.0,0
-47.53,43.24,18.29,-0.53,1.31,0.06,58.35,38.26,20.8,-36.99,-3.89,0.21232999915735395,1.0,0
-7.03,-1.03,5.45,-1.11,1.68,-0.23,52.22,18.89,10.74,-34.74,-5.77,0.21232880688628863,4.0,0
-19.13,-28.19,-6.68,-0.49,0.65,0.86,0.0,0.0,0.0,-10.71,-33.22,0.21232879736285318,4.0,0
-4.44,-18.28,-10.76,-0.65,-0.02,1.14,0.0,0.0,0.0,-12.67,-33.84,0.21230981199834864,5.0,0
-3.67,-14.7,-11.27,-0.05,-0.64,-1.13,0.0,0.0,0.0,4.58,-32.88,0.21228481066211335,4.0,0
-11.17,-8.86,-7.1,0.26,-0.38,0.12,0.0,0.0,0.0,-18.39,-35.21,0.21228225549653454,4.0,0
-10.16,-1.62,-0.06,0.72,-0.03,-1.64,71.7,3.67,5.46,-47.28,-6.96,0.21227158159635176,4.0,0
-10.11,-3.48,-2.82,-0.01,0.31,-1.75,62.5,-3.13,11.96,-51.51,-10.27,0.2122549206882197,3.0,0
-12.51,-14.69,-9.74,0.18,-0.43,0.23,0.0,0.0,0.0,-11.27,-31.8,0.21224133193408806,4.0,0
-42.17,62.91,10.4,-0.35,1.25,0.1,52.58,20.34,13.17,-35.82,-6.8,0.2122289564917927,1.0,0
-11.35,-3.32,-2.71,-0.73,0.63,1.78,53.48,6.9,15.77,-56.55,-20.74,0.21221875303042065,4.0,0
-10.02,-3.28,-1.07,0.68,-0.15,-0.32,67.73,16.93,-2.16,-44.21,-10.16,0.21221379255385223,4.0,0
-11.58,3.86,1.2,-1.52,1.53,-0.64,48.79,-35.93,2.5,-84.61,47.23,0.2122100800340106,5.0,0
-6.0,4.71,6.89,-0.13,-2.4,-0.11,39.77,-30.55,-5.8,-44.82,106.98,0.21219833761203108,4.0,0
-1.03,-16.01,-3.32,0.1,-0.85,-1.05,0.0,0.0,0.0,20.26,-16.77,0.21216235935176167,4.0,0
0.17,4.57,5.46,1.37,-0.92,-0.8,37.97,-10.66,-49.75,-25.57,96.88,0.21213179584969488,4.0,0
-6.02,-10.83,-10.79,0.03,-0.22,-0.32,0.0,0.0,0.0,-14.15,-36.85,0.21212955399689382,5.0,0
-7.29,-3.82,9.66,-1.36,1.7,-0.23,48.25,21.05,12.48,-35.75,-2.14,0.2121219038399026,4.0,0
3.88,-16.27,-5.1,-0.33,0.97,-0.6,-4.71,27.42,-3.77,22.26,6.13,0.21210708059465744,5.0,0
-7.6,-4.8,0.19,-1.35,2.72,0.03,70.8,21.95,-9.18,-46.0,5.18,0.21210499750595824,5.0,0
-5.45,-7.29,-18.32,0.69,0.2,-0.18,81.62,15.68,-3.72,-41.23,-1.86,0.21209057191371006,4.0,0
-10.4,0.03,-5.03,1.52,-2.93,0.04,50.42,-10.84,14.56,-72.07,-5.63,0.2120808418334018,4.0,0
-7.33,-6.25,1.95,0.48,0.54,0.0,82.71,15.68,-4.07,-41.65,0.34,0.21206334026031812,5.0,0
10.14,-11.29,-11.71,2.05,-0.88,0.2,-37.48,32.79,9.95,53.14,-51.05,0.21204441776768448,5.0,0
-7.57,0.97,5.59,-1.1,1.63,-0.5,82.53,19.8,-2.5,-44.75,1.4,0.21204286540373715,5.0,0
-5.65,-0.78,10.77,1.56,-1.58,0.5,27.32,-9.58,-17.07,-22.32,76.78,0.2120282032471978,4.0,0
-9.59,-13.47,-8.26,0.12,-0.37,0.15,30.71,3.58,15.27,-1.84,-36.12,0.21200937773416675,4.0,0
-10.92,-4.43,-0.26,0.36,-0.08,-1.21,75.13,7.07,7.02,-44.6,-5.74,0.2120018474093429,4.0,0
-8.05,-2.35,9.19,1.26,-2.36,0.17,63.58,17.64,-19.59,-40.94,40.97,0.2119820085528003,3.0,0
2.8,-17.33,-12.31,1.42,-0.91,-1.63,-19.85,27.95,29.0,50.25,-61.43,0.21194213480839458,5.0,0
-9.03,-2.2,-3.88,-1.81,2.47,0.43,58.17,-2.41,5.37,-62.29,-29.06,0.21193559303779003,4.0,0
-1.91,-3.41,1.68,-1.49,0.45,0.05,28.05,25.36,-63.79,-10.12,73.72,0.21192913175498956,4.0,0
-8.52,-0.03,2.49,0.2,0.53,-1.91,61.06,7.61,13.69,-37.15,-6.94,0.2119216029223717,3.0,0
-4.66,-0.14,9.6,-0.98,-1.22,-0.99,32.56,-10.84,-25.57,-22.63,74.48,0.2119110129229623,3.0,0
-17.64,0.48,9.94,-0.56,-0.35,0.5,57.27,36.83,20.11,-34.06,-3.13,0.211906699966249,4.0,0
4.35,-16.55,-11.87,1.61,-1.09,0.81,-18.42,33.33,20.42,44.23,-43.72,0.2118954043347328,5.0,0
-0.53,-10.64,-0.01,0.13,-0.21,0.44,0.0,0.0,0.0,3.87,9.0,0.21188135794869523,3.0,0
-9.26,-1.92,3.27,-1.45,1.53,-0.64,67.01,12.63,-1.47,-44.14,-6.27,0.21187167277922328,5.0,0
-10.96,4.8,6.73,0.49,-1.37,-0.24,51.68,-32.34,1.12,-81.95,25.95,0.21181315950572657,5.0,0
0.54,-16.6,-9.94,-0.43,2.77,0.14,-20.38,28.13,-19.9,45.56,-22.6,0.211811893694263,5.0,0
-11.06,1.62,-1.23,-0.04,0.28,1.07,76.56,-15.86,6.32,-82.17,-55.07,0.21181008860875672,5.0,0
-6.72,-0.28,-4.75,-0.95,1.53,0.45,58.17,-2.41,5.37,-62.61,-4.0,0.21179920980511982,5.0,0
-7.03,-5.89,7.34,-1.05,1.64,0.16,41.4,18.54,-5.54,-25.62,25.65,0.21178696450692575,4.0,0
4.02,-16.33,-9.54,0.78,-0.38,1.09,-18.42,33.33,20.42,47.33,-51.01,0.21176219031752455,5.0,0
-1.29,-0.32,5.93,0.71,-0.87,0.09,177.77,318.2,-250.68,-14.16,86.54,0.21176014371287127,4.0,0
-3.56,-5.4,1.25,0.19,-0.06,-2.09,0.0,0.0,0.0,20.21,12.59,0.21173969476039858,3.0,0
-10.78,-4.76,4.26,0.01,0.77,0.07,55.83,14.6,11.78,-37.6,-8.62,0.21173511112459112,4.0,0
4.18,-15.56,-8.9,0.32,0.13,1.21,-18.42,33.33,20.42,47.5,-51.3,0.2117346274874632,5.0,0
-9.6,-4.51,7.19,0.18,0.98,0.13,56.19,18.19,12.48,-36.66,-6.75,0.2117307907243503,4.0,0
-11.06,0.64,0.53,0.28,0.01,1.09,67.37,-12.09,12.39,-69.45,-36.04,0.21172859577869188,4.0,0
-0.09,-16.53,-7.34,1.22,-0.19,1.71,2.04,38.53,-4.8,20.45,-23.18,0.21171827427844223,5.0,0
8.63,-11.57,-12.83,0.75,0.38,-0.55,-36.41,31.36,14.41,51.57,-65.3,0.21170152129176206,5.0,0
-1.48,2.86,6.78,1.85,-1.31,-0.85,37.97,-10.66,-49.75,-26.26,93.27,0.21169489931380228,4.0,0
1.12,-15.18,-2.98,0.07,1.13,-0.06,49.87,18.72,11.61,-33.62,-5.4,0.21167823424164003,4.0,0
-20.59,-26.72,-13.75,-0.34,0.49,1.15,0.0,0.0,0.0,-15.26,-33.15,0.21167647923296048,4.0,0
-8.68,-2.15,3.04,-1.7,2.0,-0.51,60.7,3.85,-16.2,-45.62,1.26,0.21166703495542294,5.0,0
-12.42,3.8,11.57,-0.25,1.05,0.11,83.43,23.2,5.63,-41.79,1.07,0.21166466373540818,5.0,0
0.87,-18.24,-12.97,0.19,2.51,0.0,0.0,0.0,0.0,39.42,-34.67,0.21166046042356387,5.0,0
9.41,-13.05,-9.43,1.49,-0.46,0.45,-34.98,36.38,1.02,51.9,-40.54,0.21164754563169066,5.0,0
-2.86,-14.39,-11.66,0.0,-0.72,-0.83,0.0,0.0,0.0,5.27,-32.54,0.21164682211781594,4.0,0
-8.5,-0.89,-4.57,-0.12,0.56,1.15,63.76,-12.09,17.59,-59.02,-51.73,0.21163966954090277,5.0,0
-9.9,-0.06,3.24,-0.61,1.8,0.56,60.7,0.08,1.9,-63.42,18.94,0.2116341755043681,5.0,0
-5.39,-11.8,-17.98,0.98,-1.34,0.07,50.42,34.67,20.8,-38.14,-3.17,0.21157263402159118,4.0,0
-9.5,-3.44,2.72,-2.27,2.57,-0.82,60.52,18.19,-4.5,-39.77,9.37,0.21155500716039777,4.0,0
9.73,76.19,-19.44,-0.1,0.28,-0.53,53.66,21.41,14.21,-35.04,-6.52,0.21154822421033168,1.0,0
-10.67,-2.35,-0.32,-0.37,-0.28,1.27,45.73,10.66,11.44,-58.59,-1.95,0.21154778926977774,3.0,0
-0.1,-14.42,-12.87,-1.63,2.79,0.27,1.86,27.24,16.98,38.47,-51.36,0.21154266456018989,5.0,0
-59.96,-11.44,12.59,0.31,-0.28,0.25,45.36,17.82,10.05,-37.33,0.94,0.21153104680823406,1.0,0
-4.71,-7.49,31.74,0.76,-0.35,0.65,80.72,22.31,3.72,-41.61,-1.3,0.21152478851935197,4.0,0
-12.36,-1.35,-4.09,0.01,0.17,0.9,85.59,-3.67,16.72,-62.43,-35.25,0.21152437662849166,5.0,0
-7.9,-3.21,4.01,-1.89,3.43,-0.2,50.96,15.86,-23.4,-38.7,35.43,0.2115216884157978,2.0,0
-11.15,5.38,6.46,-0.28,-0.25,-0.4,51.68,-32.34,1.12,-82.3,20.79,0.2114982488401083,5.0,0
2.88,-15.99,-7.27,-1.07,3.25,0.08,-19.85,36.92,-9.78,53.33,-43.16,0.21148953245005633,5.0,0
-4.04,2.62,10.97,-0.97,0.86,-0.66,54.74,-6.9,-59.98,-27.66,92.48,0.21148038981781822,4.0,0
13.61,-78.5,-9.03,0.02,-0.34,0.66,46.45,15.68,6.93,-35.93,-6.03,0.21147424225056977,1.0,0
19.47,-78.5,-14.75,0.21,-0.21,0.17,54.56,18.37,10.92,-33.37,-4.77,0.2114434355291605,1.0,0
-3.72,1.63,6.36,0.2,-1.94,-0.06,51.5,-6.54,-42.3,-31.82,85.15,0.21143763570497007,3.0,0
-10.67,-3.27,0.02,-0.02,0.07,-0.07,85.05,19.8,4.07,-45.08,2.22,0.2114273252362742,5.0,0
-11.19,-1.32,-3.71,-1.12,1.3,0.89,70.26,-7.79,18.29,-58.57,-42.97,0.2114098592777822,5.0,0
-9.26,-1.92,3.27,-1.45,1.53,-0.64,67.01,12.63,-1.47,-43.93,-7.11,0.2113847211985545,5.0,0
-10.35,-11.85,-8.6,0.09,-0.17,0.05,0.0,0.0,0.0,-15.53,-35.27,0.211359958765054,5.0,0
-4.95,-7.1,-19.16,-0.63,-0.46,-0.44,78.92,16.57,-0.43,-45.96,4.58,0.21135654666563614,5.0,0
-8.39,0.55,-5.91,0.88,-1.18,0.75,54.74,-6.9,22.19,-58.09,-66.45,0.21134298228417456,4.0,0
-6.05,2.15,5.27,-2.04,-1.26,-0.15,42.3,-25.18,-11.0,-36.56,86.65,0.2113071491255334,3.0,0
-8.68,-10.77,-7.69,0.15,-0.25,0.12,0.0,0.0,0.0,-10.94,-39.28,0.21129572844548203,4.0,0
8.1,-12.52,-15.65,0.03,-1.34,0.01,81.8,19.8,-1.82,-42.96,4.28,0.21126552202970073,4.0,0
-11.27,-1.75,11.9,-0.15,0.66,-0.06,48.79,19.07,12.65,-36.74,-10.86,0.2112645736258663,4.0,0
-7.5,-5.76,0.74,-0.01,-0.19,-0.02,52.4,33.06,21.67,-33.17,-8.65,0.21123538403437012,4.0,0
-9.67,-3.33,1.87,-0.87,0.68,-1.07,82.71,16.04,-18.98,-40.83,3.82,0.21122845789933944,5.0,0
-9.31,-2.35,0.41,-1.04,2.54,0.04,70.8,21.95,-9.18,-46.17,-2.51,0.2111947534465248,5.0,0
-20.75,-78.02,-39.71,-0.13,0.39,0.33,85.23,21.05,2.5,-41.54,-1.96,0.21119015731400256,1.0,0
-12.79,-3.06,-2.66,-0.93,0.15,1.72,80.0,0.08,8.23,-60.04,-16.28,0.21115213677069616,5.0,0
-10.8,-12.69,-9.98,0.16,-0.3,0.26,0.0,0.0,0.0,-7.44,-30.91,0.2111341665536435,4.0,0
