v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,score_ts_vae,anomaly_vote_count,GERCEK_ETIKET_label
-1.62,0.62,9.4,0.0,0.0,0.0,26.06,38.08,-21.67,-10.51,89.25,0.999703656358275,1,0
-1.63,0.6,9.38,0.0,0.0,0.0,26.24,38.26,-21.84,-10.56,89.24,0.9997035539096377,1,0
-1.64,0.64,9.41,0.0,0.0,0.0,26.6,38.26,-21.15,-10.58,89.25,0.9997033821425195,1,0
-1.63,0.62,9.38,0.0,0.0,0.0,26.6,38.26,-21.84,-10.54,89.22,0.9997033806134353,1,0
-1.64,0.62,9.34,0.0,0.0,0.0,26.06,38.08,-20.97,-10.55,89.22,0.9997033143531227,1,0
-1.65,0.62,9.36,0.0,0.0,0.0,24.62,37.72,-22.01,-10.55,89.24,0.9997032975331972,1,0
-1.6,0.63,9.36,0.0,0.0,0.0,26.24,38.26,-21.49,-10.56,89.24,0.9997032954944183,1,0
-1.63,0.63,9.38,0.0,0.0,0.0,26.24,37.54,-20.8,-10.55,89.24,0.9997030095556845,1,0
-1.64,0.61,9.36,0.0,0.0,0.0,26.24,37.54,-20.8,-10.55,89.24,0.9997029596056026,1,0
-1.63,0.61,9.36,0.0,0.0,0.0,25.52,37.54,-21.49,-10.56,89.24,0.9997029198494151,1,0
-1.66,0.63,9.36,0.0,0.0,0.0,25.16,37.9,-21.15,-11.4,89.4,0.9997028627636072,1,0
-1.63,0.62,9.39,0.0,0.0,0.0,27.14,37.72,-21.67,-10.54,89.25,0.999702827594672,1,0
-1.63,0.61,9.35,0.0,0.0,0.0,26.06,38.79,-21.32,-10.55,89.24,0.9997027852900109,1,0
-1.64,0.63,9.36,0.0,0.0,0.0,26.6,37.9,-21.15,-10.54,89.24,0.9997027307526766,1,0
-1.62,0.63,9.36,0.0,0.0,0.0,26.24,38.26,-21.49,-10.55,89.25,0.9997027144424457,1,0
-1.64,0.61,9.38,0.0,0.0,0.0,26.6,38.61,-21.49,-10.53,89.21,0.9997026481821332,1,0
-1.64,0.63,9.38,0.0,0.0,0.0,26.24,39.69,-21.49,-10.54,89.22,0.999702513622729,1,0
-1.65,0.63,9.35,0.0,0.0,0.0,26.6,38.97,-21.49,-10.53,89.22,0.9997024376782168,1,0
-1.65,0.62,9.39,0.0,0.0,0.0,25.7,38.44,-20.63,-10.56,89.25,0.9997023805924089,1,0
-1.64,0.61,9.36,0.0,0.0,0.0,24.98,38.44,-22.01,-10.56,89.22,0.9997023398168319,1,0
-1.63,0.62,9.42,0.0,0.0,0.0,27.69,38.26,-21.15,-10.56,89.23,0.9997022704983509,1,0
-1.63,0.61,9.38,0.0,0.0,0.0,26.42,39.51,-22.01,-10.53,89.22,0.9997021649915454,1,0
-1.63,0.62,9.36,0.0,0.0,0.0,26.6,37.54,-22.53,-10.56,89.26,0.999702116060853,1,0
-1.63,0.64,9.36,0.0,0.0,0.0,27.69,38.26,-21.15,-10.56,89.23,0.9997020742658865,1,0
-1.62,0.63,9.34,0.0,0.0,0.0,26.42,39.51,-22.01,-10.53,89.22,0.999702027373973,1,0
-1.64,0.6,9.36,0.0,0.0,0.0,24.98,37.36,-20.97,-10.54,89.22,0.9997020146316051,1,0
-1.69,0.66,9.32,0.0,0.0,0.0,26.24,38.97,-21.15,-10.56,89.22,0.9997019932244272,1,0
-1.63,0.63,9.39,0.0,0.0,0.0,26.06,37.72,-20.97,-10.54,89.22,0.9997019733463334,1,0
-1.63,0.61,9.36,0.0,0.0,0.0,25.52,37.54,-21.49,-10.56,89.24,0.9997016660004217,1,0
-1.64,0.62,9.36,0.0,0.0,0.0,25.34,38.79,-23.05,-10.55,89.24,0.9997016221666764,1,0
-1.65,0.62,9.36,0.0,0.0,0.0,25.88,38.61,-20.45,-10.56,89.23,0.9997014646710101,1,0
-1.63,0.63,9.36,0.0,0.0,0.0,25.88,38.97,-21.49,-10.55,89.24,0.9997014605934524,1,0
-1.64,0.64,9.31,0.0,0.0,0.0,26.24,38.26,-21.84,-10.56,89.24,0.9997014417347481,1,0
-1.64,0.64,9.41,0.0,0.0,0.0,26.6,38.26,-21.15,-10.58,89.25,0.9997012577349567,1,0
-1.64,0.63,9.36,0.0,0.0,0.0,25.34,38.79,-23.05,-10.55,89.24,0.9997012495798413,1,0
-1.64,0.63,9.38,0.0,0.0,0.0,26.6,39.33,-21.15,-10.55,89.25,0.9997011807710551,1,0
-1.62,0.62,9.34,0.0,0.0,0.0,25.52,37.54,-21.49,-10.56,89.24,0.9997011389760886,1,0
-1.63,0.63,9.39,0.0,0.0,0.0,25.88,39.69,-21.15,-10.54,89.22,0.9997010681285236,1,0
-1.64,0.63,9.39,0.0,0.0,0.0,25.16,37.9,-21.15,-11.39,89.4,0.9997010436631774,1,0
-1.63,0.63,9.38,0.0,0.0,0.0,26.06,37.72,-20.28,-10.52,89.22,0.9997010278626413,1,0
-1.62,0.64,9.39,0.0,0.0,0.0,26.24,40.04,-21.84,-10.56,89.24,0.999700989125843,1,0
-1.64,0.63,9.36,0.0,0.0,0.0,25.34,38.79,-21.32,-10.7,89.28,0.9997009865773695,1,0
-1.62,0.62,9.36,0.0,0.0,0.0,26.6,38.97,-21.84,-10.56,89.23,0.9997009600732445,1,0
-1.63,0.61,9.4,0.0,0.0,0.0,26.6,38.26,-21.15,-10.58,89.25,0.9997008071648307,1,0
-1.63,0.63,9.34,0.0,0.0,0.0,24.98,38.44,-22.01,-10.56,89.23,0.9997007939127681,1,0
-1.64,0.65,9.36,0.0,0.0,0.0,25.88,39.69,-22.53,-10.55,89.24,0.9997006037966403,1,0
-1.63,0.63,9.39,0.0,0.0,0.0,26.6,39.33,-21.49,-10.55,89.25,0.9997005625113685,1,0
-1.61,0.62,9.36,0.0,0.0,0.0,26.6,38.26,-20.45,-10.54,89.24,0.9997005553756425,1,0
-1.66,0.62,9.36,0.0,0.0,0.0,26.78,39.15,-20.63,-10.53,89.21,0.9997005523174742,1,0
-1.62,0.62,9.36,0.0,0.0,0.0,26.6,38.26,-21.84,-10.54,89.22,0.999700522755181,1,0
-1.62,0.62,9.35,0.0,0.0,0.0,25.16,38.26,-21.84,-11.69,89.47,0.9997005202067073,1,0
-1.64,0.64,9.36,0.0,0.0,0.0,25.34,38.79,-23.05,-10.55,89.24,0.9997005176582338,1,0
-1.65,0.62,9.36,0.0,0.0,0.0,24.62,37.72,-22.01,-10.54,89.24,0.9997003810600508,1,0
-1.64,0.6,9.38,0.0,0.0,0.0,26.06,38.08,-21.67,-10.51,89.25,0.9997003163288223,1,0
-1.65,0.62,9.36,0.0,0.0,0.0,26.78,39.15,-20.63,-10.53,89.21,0.9997003147997381,1,0
-1.62,0.63,9.36,0.0,0.0,0.0,26.24,38.26,-21.49,-10.55,89.25,0.9997002740241611,1,0
-1.65,0.63,9.39,0.0,0.0,0.0,24.98,37.36,-20.97,-10.54,89.22,0.9997002694369087,1,0
-1.62,0.63,9.36,0.0,0.0,0.0,26.06,38.79,-21.32,-10.55,89.24,0.9997000023568792,1,0
-1.64,0.61,9.36,0.0,0.0,0.0,24.62,37.72,-22.01,-10.57,89.24,0.9996999350771771,1,0
-1.64,0.61,9.38,0.0,0.0,0.0,26.6,38.61,-21.49,-10.53,89.21,0.9996999070439679,1,0
-1.63,0.63,9.36,0.0,0.0,0.0,26.42,38.08,-21.32,-10.56,89.23,0.9996995930720248,1,0
-1.63,0.61,9.36,0.0,0.0,0.0,25.7,38.79,-22.01,-10.54,89.22,0.9996995410831642,1,0
-1.63,0.61,9.38,0.0,0.0,0.0,27.87,39.15,-21.32,-10.55,89.24,0.9996994656483467,1,0
-1.65,0.62,9.36,0.0,0.0,0.0,28.05,38.26,-21.49,-10.56,89.25,0.9996994162079595,1,0
-1.64,0.62,9.34,0.0,0.0,0.0,26.24,38.97,-21.49,-10.54,89.25,0.9996993948007815,1,0
-1.64,0.61,9.36,0.0,0.0,0.0,25.52,37.54,-21.49,-10.56,89.24,0.9996992943909232,1,0
-1.64,0.63,9.36,0.0,0.0,0.0,26.6,37.9,-21.15,-10.54,89.24,0.999699259221988,1,0
-1.65,0.6,9.36,0.0,0.0,0.0,26.06,38.79,-21.32,-10.53,89.22,0.9996992576929038,1,0
-1.63,0.62,9.34,0.0,0.0,0.0,26.6,37.9,-21.15,-10.54,89.24,0.999699252086262,1,0
-1.64,0.63,9.36,0.0,0.0,0.0,25.7,39.86,-21.67,-10.54,89.25,0.9996992021361801,1,0
-1.64,0.64,9.36,0.0,0.0,0.0,26.6,39.69,-21.15,-10.55,89.25,0.9996991312886151,1,0
-1.66,0.64,9.33,0.0,0.0,0.0,26.42,38.08,-20.97,-10.7,89.28,0.9996990048843263,1,0
-1.64,0.63,9.36,0.0,0.0,0.0,25.34,38.79,-23.05,-10.55,89.24,0.9996989243525617,1,0
-1.63,0.62,9.36,0.0,0.0,0.0,24.98,37.36,-20.97,-10.54,89.22,0.9996989085520256,1,0
-1.64,0.63,9.38,0.0,0.0,0.0,26.24,38.26,-21.49,-10.55,89.25,0.9996987709344531,1,0
-1.63,0.62,9.39,0.0,0.0,0.0,26.06,39.51,-21.32,-10.55,89.25,0.9996987648181166,1,0
-1.64,0.61,9.36,0.0,0.0,0.0,24.8,38.61,-21.49,-10.54,89.22,0.9996986287296283,1,0
-1.64,0.63,9.36,0.0,0.0,0.0,26.78,38.08,-21.67,-10.56,89.24,0.999698607832145,1,0
-1.62,0.64,9.38,0.0,0.0,0.0,26.42,38.08,-20.97,-10.54,89.25,0.9996985915219143,1,0
-1.62,0.64,9.36,0.0,0.0,0.0,26.6,39.33,-21.49,-10.55,89.24,0.9996985864249671,1,0
-1.63,0.61,9.36,0.0,0.0,0.0,27.51,38.44,-20.28,-10.54,89.22,0.9996985099707603,1,0
-1.65,0.62,9.38,0.0,0.0,0.0,26.78,38.79,-21.32,-10.54,89.22,0.9996984284196062,1,0
-1.64,0.63,9.39,0.0,0.0,0.0,26.24,38.61,-21.49,-10.56,89.23,0.9996983927409763,1,0
-1.61,0.62,9.36,0.0,0.0,0.0,28.05,38.26,-21.49,-10.55,89.25,0.9996983789792191,1,0
-1.63,0.62,9.38,0.0,0.0,0.0,27.69,38.26,-21.15,-10.56,89.23,0.9996983534944834,1,0
-1.64,0.63,9.36,0.0,0.0,0.0,26.78,38.79,-21.32,-10.54,89.22,0.9996982439101202,1,0
-1.63,0.63,9.35,0.0,0.0,0.0,26.24,38.26,-21.84,-10.53,89.24,0.9996982148575215,1,0
-1.63,0.64,9.35,0.0,0.0,0.0,26.6,38.26,-21.84,-10.54,89.22,0.9996981949794277,1,0
-1.64,0.63,9.38,0.0,0.0,0.0,26.24,38.26,-21.49,-10.55,89.25,0.9996980486970451,1,0
-1.64,0.62,9.38,0.0,0.0,0.0,26.78,38.08,-21.67,-10.56,89.24,0.999697988553069,1,0
-1.66,0.62,9.38,0.0,0.0,0.0,25.7,38.79,-22.01,-10.54,89.22,0.9996979788688696,1,0
-1.62,0.65,9.36,0.0,0.0,0.0,26.06,37.0,-19.59,-11.58,89.44,0.9996979722428383,1,0
-1.62,0.63,9.35,0.0,0.0,0.0,25.88,38.61,-20.8,-10.53,89.22,0.9996979467581026,1,0
-1.64,0.63,9.36,0.0,0.0,0.0,25.7,38.44,-20.97,-10.56,89.25,0.9996979146473357,1,0
-1.65,0.61,9.38,0.0,0.0,0.0,26.06,37.0,-19.59,-11.55,89.43,0.9996979029243573,1,0
-1.63,0.65,9.39,0.0,0.0,0.0,26.6,38.97,-21.84,-10.57,89.23,0.9996978891626,1,0
-1.64,0.62,9.39,0.0,0.0,0.0,24.98,37.36,-20.97,-10.54,89.22,0.9996977770297633,1,0
-1.62,0.63,9.34,0.0,0.0,0.0,26.06,39.51,-20.97,-10.54,89.22,0.9996977551128906,1,0
-1.63,0.62,9.36,0.0,0.0,0.0,26.24,39.69,-21.49,-10.54,89.22,0.9996977530741118,1,0
-1.63,0.61,9.41,0.0,0.0,0.0,25.88,38.26,-20.45,-10.55,89.22,0.9996976868137991,1,0
-1.64,0.62,9.39,0.0,0.0,0.0,26.42,39.15,-20.63,-10.56,89.24,0.999697568054931,1,0
-1.63,0.63,9.38,0.0,0.0,0.0,25.7,38.79,-22.01,-10.54,89.22,0.9996975471574479,1,0
-1.63,0.63,9.38,0.0,0.0,0.0,26.42,38.44,-21.67,-10.55,89.24,0.9996974640772096,1,0
-1.66,0.63,9.4,0.0,0.0,0.0,26.42,39.51,-21.67,-10.55,89.24,0.999697415656212,1,0
-1.63,0.63,9.38,0.0,0.0,0.0,26.42,39.15,-20.97,-10.54,89.25,0.9996974080107912,1,0
-1.64,0.63,9.41,0.0,0.0,0.0,25.34,38.79,-23.05,-10.55,89.24,0.999697390681171,1,0
-1.64,0.62,9.36,0.0,0.0,0.0,25.34,38.79,-23.05,-10.55,89.24,0.9996973860939186,1,0
-1.63,0.61,9.39,0.0,0.0,0.0,26.06,37.72,-20.97,-10.54,89.22,0.9996973397116997,1,0
-1.63,0.63,9.36,0.0,0.0,0.0,25.88,38.97,-21.49,-10.55,89.24,0.99969726835444,1,0
-1.64,0.62,9.35,0.0,0.0,0.0,26.24,38.26,-21.84,-10.53,89.24,0.9996972275788629,1,0
-1.64,0.61,9.38,0.0,0.0,0.0,27.14,37.72,-21.67,-10.54,89.25,0.9996971694736656,1,0
-1.64,0.63,9.36,0.0,0.0,0.0,25.7,38.79,-22.01,-10.54,89.22,0.999697165396108,1,0
-1.62,0.63,9.38,0.0,0.0,0.0,25.88,39.69,-22.53,-10.55,89.24,0.9996970654959443,1,0
-1.62,0.61,9.35,0.0,0.0,0.0,26.96,38.61,-20.11,-10.55,89.25,0.999696837152713,1,0
-1.63,0.61,9.4,0.0,0.0,0.0,26.42,38.08,-20.97,-10.54,89.25,0.999696830016987,1,0
-1.63,0.63,9.38,0.0,0.0,0.0,26.6,38.61,-21.49,-10.53,89.22,0.9996967734408738,1,0
-1.64,0.62,9.39,0.0,0.0,0.0,25.7,37.72,-20.63,-10.54,89.22,0.9996967683439267,1,0
-1.64,0.62,9.4,0.0,0.0,0.0,26.24,37.54,-20.8,-10.55,89.24,0.9996966801667414,1,0
-1.64,0.64,9.36,0.0,0.0,0.0,25.52,38.61,-22.19,-10.55,89.24,0.9996965690532941,1,0
-1.65,0.63,9.38,0.0,0.0,0.0,26.24,40.04,-21.84,-10.56,89.24,0.9996965287874117,1,0
-1.64,0.63,9.35,0.0,0.0,0.0,26.6,39.33,-21.15,-10.54,89.25,0.999696524709854,1,0
-1.65,0.63,9.38,0.0,0.0,0.0,26.06,37.72,-20.97,-10.54,89.22,0.99969648750214,1,0
-1.65,0.63,9.39,0.0,0.0,0.0,25.88,38.61,-20.45,-10.56,89.23,0.9996963942280076,1,0
-1.64,0.64,9.36,0.0,0.0,0.0,26.42,38.08,-20.63,-10.55,89.24,0.9996963733305243,1,0
-1.64,0.65,9.36,0.0,0.0,0.0,26.96,38.61,-20.11,-10.55,89.25,0.9996963580396829,1,0
-1.63,0.61,9.36,0.0,0.0,0.0,25.16,39.33,-21.49,-10.54,89.22,0.9996963050314328,1,0
-1.63,0.64,9.38,0.0,0.0,0.0,24.98,38.44,-22.01,-10.56,89.22,0.999696240809899,1,0
-1.63,0.62,9.33,0.0,0.0,0.0,27.32,38.97,-20.8,-10.56,89.23,0.9996961347933988,1,0
-1.63,0.62,9.36,0.0,0.0,0.0,24.98,37.36,-20.97,-10.54,89.22,0.9996961225607256,1,0
-1.63,0.63,9.35,0.0,0.0,0.0,26.24,38.97,-21.15,-10.54,89.22,0.9996960873917905,1,0
-1.62,0.63,9.34,0.0,0.0,0.0,26.42,39.51,-22.01,-10.53,89.22,0.999696086372401,1,0
-1.62,0.63,9.36,0.0,0.0,0.0,26.24,38.26,-21.84,-10.53,89.24,0.9996960833142328,1,0
-1.63,0.64,9.38,0.0,0.0,0.0,28.05,38.26,-21.49,-10.55,89.25,0.9996960231702566,1,0
-1.63,0.62,9.36,0.0,0.0,0.0,25.7,38.79,-22.01,-10.54,89.22,0.9996960104278888,1,0
-1.65,0.63,9.35,0.0,0.0,0.0,26.06,39.51,-21.32,-10.55,89.25,0.9996958585388644,1,0
-1.64,0.62,9.36,0.0,0.0,0.0,26.06,38.79,-21.32,-10.53,89.22,0.999695758129006,1,0
-1.61,0.62,9.34,0.0,0.0,0.0,26.06,37.72,-20.97,-10.54,89.22,0.9996957387606069,1,0
-1.62,0.64,9.38,0.0,0.0,0.0,26.42,38.08,-20.97,-10.7,89.28,0.9996957234697655,1,0
-1.64,0.63,9.36,0.0,0.0,0.0,26.6,38.26,-20.45,-10.55,89.24,0.9996957199019025,1,0
-1.66,0.63,9.36,0.0,0.0,0.0,25.16,37.9,-21.15,-11.41,89.41,0.9996956923783881,1,0
-1.64,0.63,9.4,0.0,0.0,0.0,26.96,37.9,-20.8,-10.54,89.25,0.9996956261180754,1,0
-1.59,0.61,9.4,0.0,0.0,0.0,26.06,38.79,-21.32,-10.53,89.22,0.9996955746389095,1,0
-1.62,0.64,9.4,0.0,0.0,0.0,26.6,37.9,-21.15,-10.54,89.24,0.9996954900295871,1,0
-1.64,0.63,9.39,0.0,0.0,0.0,26.24,38.61,-21.49,-10.56,89.23,0.9996954543509572,1,0
-1.63,0.63,9.34,0.0,0.0,0.0,24.8,38.61,-21.49,-10.54,89.22,0.9996952744287236,1,0
-1.65,0.63,9.33,0.0,0.0,0.0,24.44,38.61,-22.19,-11.28,89.39,0.9996952713705554,1,0
-1.63,0.63,9.34,0.0,0.0,0.0,25.52,38.61,-21.84,-10.58,89.25,0.9996952637251346,1,0
-1.64,0.62,9.4,0.0,0.0,0.0,27.69,38.26,-21.15,-10.56,89.23,0.999695218872,1,0
-1.62,0.63,9.34,0.0,0.0,0.0,26.06,39.51,-20.97,-10.54,89.22,0.9996951928775696,1,0
-1.64,0.63,9.35,0.0,0.0,0.0,26.6,38.97,-20.8,-10.56,89.23,0.999695145985656,1,0
-1.63,0.6,9.39,0.0,0.0,0.0,26.42,38.79,-21.32,-10.53,89.21,0.9996951082682473,1,0
-1.61,0.62,9.34,0.0,0.0,0.0,26.06,38.79,-21.32,-10.53,89.22,0.9996950909386271,1,0
-1.64,0.63,9.38,0.0,0.0,0.0,24.44,38.61,-22.19,-11.22,89.37,0.9996948080580614,1,0
-1.63,0.63,9.36,0.0,0.0,0.0,24.98,37.36,-20.97,-10.54,89.22,0.9996947815539364,1,0
-1.64,0.61,9.39,0.0,0.0,0.0,25.52,37.54,-21.49,-10.56,89.24,0.9996947336426334,1,0
-1.64,0.62,9.36,0.0,0.0,0.0,26.6,38.97,-21.84,-10.56,89.23,0.9996947214099603,1,0
-1.64,0.62,9.36,0.0,0.0,0.0,26.06,37.72,-20.28,-10.53,89.22,0.9996947091772872,1,0
-1.63,0.62,9.38,0.0,0.0,0.0,26.24,38.61,-22.19,-10.54,89.21,0.9996947035706453,1,0
-1.63,0.63,9.34,0.0,0.0,0.0,24.8,38.61,-21.49,-10.54,89.22,0.9996946179419336,1,0
-1.64,0.63,9.39,0.0,0.0,0.0,26.78,38.44,-20.28,-10.54,89.22,0.9996946159031548,1,0
-1.63,0.64,9.39,0.0,0.0,0.0,25.88,39.69,-22.53,-10.55,89.23,0.99969452670658,1,0
-1.63,0.62,9.42,0.0,0.0,0.0,27.69,38.26,-21.15,-10.56,89.23,0.9996945032606233,1,0
-1.64,0.62,9.39,0.0,0.0,0.0,25.34,38.79,-20.97,-10.53,89.22,0.9996944675819933,1,0
-1.64,0.63,9.36,0.0,0.0,0.0,24.8,38.61,-21.49,-10.53,89.22,0.9996944268064163,1,0
-1.62,0.62,9.36,0.0,0.0,0.0,26.6,38.26,-21.84,-10.54,89.22,0.9996944217094692,1,0
-1.61,0.63,9.38,0.0,0.0,0.0,26.24,39.69,-21.49,-10.54,89.22,0.9996943146735795,1,0
-1.63,0.63,9.34,0.0,0.0,0.0,25.88,39.69,-22.53,-10.55,89.24,0.9996942973439592,1,0
-1.63,0.61,9.36,0.0,0.0,0.0,24.98,39.15,-21.67,-10.55,89.23,0.9996942468841827,1,0
-1.61,0.63,9.38,0.0,0.0,0.0,26.6,39.69,-21.15,-10.55,89.25,0.9996938987626939,1,0
-1.66,0.63,9.4,0.0,0.0,0.0,26.42,39.51,-21.67,-10.55,89.24,0.999693889588189,1,0
-1.62,0.61,9.39,0.0,0.0,0.0,26.42,38.79,-21.32,-10.53,89.21,0.9996938661422322,1,0
-1.64,0.62,9.36,0.0,0.0,0.0,25.7,37.72,-22.36,-10.55,89.24,0.9996938544192538,1,0
-1.66,0.63,9.38,0.0,0.0,0.0,26.24,38.26,-21.49,-10.55,89.25,0.9996937198598497,1,0
-1.65,0.64,9.35,0.0,0.0,0.0,26.42,38.44,-21.67,-10.56,89.24,0.9996936500316741,1,0
-1.63,0.63,9.34,0.0,0.0,0.0,25.88,39.69,-22.53,-10.55,89.24,0.9996936276051067,1,0
-1.64,0.63,9.36,0.0,0.0,0.0,26.42,38.08,-20.63,-10.55,89.24,0.9996935435054791,1,0
-1.62,0.61,9.36,0.0,0.0,0.0,27.14,37.72,-21.67,-10.54,89.25,0.999693483361503,1,0
-1.65,0.62,9.36,0.0,0.0,0.0,24.44,38.61,-22.19,-11.24,89.38,0.9996934828518083,1,0
-1.62,0.62,9.36,0.0,0.0,0.0,26.24,38.61,-22.19,-10.54,89.21,0.9996932866193439,1,0
-1.64,0.62,9.36,0.0,0.0,0.0,26.24,39.69,-21.49,-10.54,89.22,0.9996932458437668,1,0
-1.64,0.62,9.36,0.0,0.0,0.0,26.24,38.26,-21.49,-10.55,89.25,0.9996932045584951,1,0
-1.62,0.64,9.35,0.0,0.0,0.0,24.62,39.51,-22.36,-10.53,89.21,0.9996932015003268,1,0
-1.64,0.63,9.35,0.0,0.0,0.0,26.24,38.61,-22.19,-10.54,89.21,0.9996931454339084,1,0
-1.63,0.61,9.36,0.0,0.0,0.0,25.52,38.97,-20.8,-10.55,89.24,0.9996931347303194,1,0
-1.63,0.63,9.35,0.0,0.0,0.0,25.7,39.15,-21.67,-10.55,89.23,0.9996931326915406,1,0
-1.62,0.64,9.38,0.0,0.0,0.0,26.6,37.9,-21.15,-10.54,89.24,0.9996931138328362,1,0
-1.64,0.63,9.36,0.0,0.0,0.0,27.69,37.9,-20.45,-10.54,89.25,0.9996929558274753,1,0
-1.64,0.63,9.36,0.0,0.0,0.0,25.7,38.79,-22.01,-10.54,89.22,0.999692727484244,1,0
-1.63,0.63,9.35,0.0,0.0,0.0,25.34,39.15,-21.32,-10.56,89.24,0.9996926403264481,1,0
-1.64,0.63,9.36,0.0,0.0,0.0,26.06,39.51,-20.97,-10.54,89.22,0.9996926036284287,1,0
-1.64,0.64,9.36,0.0,0.0,0.0,26.6,39.69,-21.15,-10.55,89.25,0.9996925791630825,1,0
-1.64,0.62,9.4,0.0,0.0,0.0,27.69,38.26,-21.15,-10.56,89.23,0.9996925771243037,1,0
-1.63,0.63,9.39,0.0,0.0,0.0,25.7,39.15,-20.97,-10.53,89.24,0.9996925608140729,1,0
-1.64,0.62,9.34,0.0,0.0,0.0,25.7,38.44,-21.32,-10.54,89.22,0.999692514431854,1,0
-1.64,0.63,9.36,0.0,0.0,0.0,26.42,38.08,-20.97,-10.54,89.25,0.9996924991410127,1,0
-1.63,0.63,9.36,0.0,0.0,0.0,24.98,37.36,-20.97,-10.54,89.22,0.9996924863986448,1,0
-1.64,0.63,9.36,0.0,0.0,0.0,24.8,38.61,-21.49,-10.53,89.22,0.999692480792003,1,0
-1.64,0.6,9.36,0.0,0.0,0.0,26.42,39.51,-21.67,-10.55,89.24,0.9996924022990172,1,0
-1.63,0.63,9.39,0.0,0.0,0.0,27.14,37.72,-21.67,-10.54,89.25,0.9996922381773197,1,0
-1.63,0.63,9.36,0.0,0.0,0.0,26.24,38.97,-21.15,-10.56,89.24,0.9996922081053317,1,0
-1.59,0.61,9.35,0.0,0.0,0.0,26.06,38.79,-20.97,-10.53,89.23,0.9996921887369326,1,0
-1.62,0.62,9.36,0.0,0.0,0.0,27.14,37.72,-21.67,-10.54,89.25,0.9996921800721225,1,0
-1.63,0.62,9.33,0.0,0.0,0.0,25.52,39.33,-21.49,-10.55,89.24,0.9996921586649445,1,0
-1.64,0.64,9.36,0.0,0.0,0.0,25.52,38.61,-21.84,-10.58,89.25,0.9996921036179155,1,0
-1.63,0.63,9.38,0.0,0.0,0.0,27.51,38.44,-20.28,-10.54,89.22,0.9996920653908121,1,0
-1.64,0.63,9.36,0.0,0.0,0.0,26.96,37.9,-20.8,-10.54,89.25,0.999692031750961,1,0
-1.62,0.62,9.36,0.0,0.0,0.0,25.7,37.72,-22.36,-10.55,89.25,0.9996919318507973,1,0
-1.62,0.64,9.38,0.0,0.0,0.0,26.42,38.08,-20.97,-10.7,89.28,0.9996918696680424,1,0
-1.64,0.63,9.35,0.0,0.0,0.0,26.6,39.69,-21.15,-10.58,89.25,0.9996918339894125,1,0
-1.64,0.61,9.36,0.0,0.0,0.0,26.6,38.97,-21.49,-10.52,89.22,0.9996917172693233,1,0
-1.63,0.63,9.39,0.0,0.0,0.0,25.7,39.15,-20.97,-10.53,89.24,0.9996917091142079,1,0
-1.62,0.62,9.35,0.0,0.0,0.0,25.16,38.26,-21.84,-11.71,89.47,0.9996917091142079,1,0
-1.64,0.63,9.34,0.0,0.0,0.0,25.34,38.79,-21.32,-10.69,89.27,0.9996916138012966,1,0
