Unnamed: 0,_id,inter_api_access_duration(sec),api_access_uniqueness,sequence_length(count),vsession_duration(min),ip_type,behavior,behavior_type,num_sessions,num_users,num_unique_apis,source,graph_node_count,graph_edge_count,graph_density,graph_max_in_degree,graph_max_out_degree,graph_self_loops,score_isolation_forest,anomaly_vote_count
20706,b95660ea-9b98-33e3-9e1e-a451571fd530,0.3799943406904357,0.0299943406904357,70.68,40287,default,Normal,normal,28.0,25.0,53.0,F,53,103,0.03737300435413643,8,23,11,0.61225346035876,5
25414,c566cfd7-29b8-3b0f-ac21-60f6a3fccde0,744.962,0.1428571428571428,14.0,625769,default,outlier,outlier,1.0,1.0,2.0,F,2,2,1.0,1,2,1,0.6120112476862516,2
10472,3a8943aa-2a4a-33fc-8cff-5acd06c92ed7,2.0488838383838384,0.2777777777777778,198.0,24341,private_ip,outlier,outlier,1.0,1.0,55.0,E,55,97,0.03265993265993266,12,9,6,0.6119215804550141,4
31113,3f8de0e5-2891-3c40-823d-1382c07f7f76,0.2289938650306748,0.0674846625766871,326.0,4480,private_ip,outlier,outlier,15.0,1.0,22.0,F,22,111,0.24025974025974026,9,9,1,0.6107526268486003,3
23985,2a0d3a99-cd4e-3b65-b57d-484c5625f67f,0.1636981487829962,0.0181693520740486,74.7948717948718,28651,default,Normal,normal,46.0,39.0,53.0,F,53,110,0.03991291727140784,11,18,11,0.6102969726025709,5
18135,6031bd22-3838-3ddf-93e0-42903c972406,0.0672881253767329,0.023508137432188,184.33333333333331,6698,default,Normal,normal,74.0,9.0,39.0,F,39,212,0.14304993252361672,13,14,10,0.6101500410392898,4
15167,c632a626-4c24-32ea-9a91-36bbb62717cf,0.8307771156138261,0.0822407628128724,839.0,41822,default,outlier,outlier,1.0,1.0,69.0,E,69,177,0.037723785166240406,18,11,12,0.610019466425535,5
15030,7682c26d-fbd4-3145-ad33-1589b9972184,7.664670658682635e-05,0.0455089820359281,835.0,4,default,outlier,outlier,20.0,1.0,38.0,E,38,123,0.08748221906116643,14,18,16,0.6099955604668956,5
826,993fd6c7-d8cd-3da2-a791-d71e7a3f6b0d,0.7648583877995643,0.1568627450980392,459.0,21065,default,outlier,outlier,1.0,1.0,72.0,E,72,173,0.03384194053208138,21,13,12,0.6099202710861147,5
8263,68ee8561-0caa-325a-b13a-cf49810762fd,0.0001333333333333,0.0358974358974358,195.0,2,private_ip,outlier,outlier,174.0,1.0,7.0,E,6,6,0.2,2,1,5,0.6096427890111507,3
33667,50aec652-3dcc-36b9-a74d-ad996df61dd1,0.3371740357478833,0.044214487300094,132.875,21505,default,Normal,normal,3.0,8.0,47.0,F,47,156,0.07215541165587419,16,25,9,0.6093009714105085,4
29977,e96d3b62-0ee4-3c45-8a60-9de6316291fd,0.1776846710923355,0.0331925165962583,57.13793103448276,17666,default,Normal,normal,46.0,29.0,55.0,F,55,106,0.03569023569023569,9,18,12,0.6092183367558415,5
26487,c5a5cb23-2969-304b-bdea-1ef334647dae,0.0824508002371072,0.0237107291049199,241.0,8346,default,Normal,normal,70.0,7.0,40.0,F,40,216,0.13846153846153847,13,16,4,0.6090792980847606,4
26005,67b93f19-82c0-37b2-920e-0f3d47625ff1,0.1489614011601963,0.0227576974564926,58.97368421052632,20030,default,Normal,normal,44.0,38.0,51.0,F,51,104,0.0407843137254902,12,19,11,0.6078242547056846,5
12970,9a586375-65cf-3190-b283-e1057329a4df,0.0001383333333333,0.05,900.0,8,default,outlier,outlier,47.0,1.0,45.0,E,45,124,0.06262626262626263,14,14,16,0.6077089665331827,5
12971,9a586375-65cf-3190-b283-e1057329a4df,0.0001383333333333,0.05,900.0,8,default,outlier,outlier,47.0,1.0,45.0,E,45,124,0.06262626262626263,14,14,16,0.6077089665331827,5
12970,9a586375-65cf-3190-b283-e1057329a4df,0.0001383333333333,0.05,900.0,8,default,outlier,outlier,47.0,1.0,45.0,E,45,124,0.06262626262626263,14,14,16,0.6077089665331827,5
12971,9a586375-65cf-3190-b283-e1057329a4df,0.0001383333333333,0.05,900.0,8,default,outlier,outlier,47.0,1.0,45.0,E,45,124,0.06262626262626263,14,14,16,0.6077089665331827,5
12971,9a586375-65cf-3190-b283-e1057329a4df,0.0001383333333333,0.05,900.0,8,default,outlier,outlier,47.0,1.0,45.0,E,45,124,0.06262626262626263,14,14,16,0.6077089665331827,5
12972,9a586375-65cf-3190-b283-e1057329a4df,0.0001383333333333,0.05,900.0,8,default,outlier,outlier,47.0,1.0,45.0,E,45,124,0.06262626262626263,14,14,16,0.6077089665331827,5
12971,9a586375-65cf-3190-b283-e1057329a4df,0.0001383333333333,0.05,900.0,8,default,outlier,outlier,47.0,1.0,45.0,E,45,124,0.06262626262626263,14,14,16,0.6077089665331827,5
12972,9a586375-65cf-3190-b283-e1057329a4df,0.0001383333333333,0.05,900.0,8,default,outlier,outlier,47.0,1.0,45.0,E,45,124,0.06262626262626263,14,14,16,0.6077089665331827,5
12972,9a586375-65cf-3190-b283-e1057329a4df,0.0001383333333333,0.05,900.0,8,default,outlier,outlier,47.0,1.0,45.0,E,45,124,0.06262626262626263,14,14,16,0.6077089665331827,5
12970,9a586375-65cf-3190-b283-e1057329a4df,0.0001383333333333,0.05,900.0,8,default,outlier,outlier,47.0,1.0,45.0,E,45,124,0.06262626262626263,14,14,16,0.6077089665331827,5
12972,9a586375-65cf-3190-b283-e1057329a4df,0.0001383333333333,0.05,900.0,8,default,outlier,outlier,47.0,1.0,45.0,E,45,124,0.06262626262626263,14,14,16,0.6077089665331827,5
12973,9a586375-65cf-3190-b283-e1057329a4df,0.0001383333333333,0.05,900.0,8,default,outlier,outlier,47.0,1.0,45.0,E,45,124,0.06262626262626263,14,14,16,0.6077089665331827,5
12973,9a586375-65cf-3190-b283-e1057329a4df,0.0001383333333333,0.05,900.0,8,default,outlier,outlier,47.0,1.0,45.0,E,45,124,0.06262626262626263,14,14,16,0.6077089665331827,5
12970,9a586375-65cf-3190-b283-e1057329a4df,0.0001383333333333,0.05,900.0,8,default,outlier,outlier,47.0,1.0,45.0,E,45,124,0.06262626262626263,14,14,16,0.6077089665331827,5
12973,9a586375-65cf-3190-b283-e1057329a4df,0.0001383333333333,0.05,900.0,8,default,outlier,outlier,47.0,1.0,45.0,E,45,124,0.06262626262626263,14,14,16,0.6077089665331827,5
12973,9a586375-65cf-3190-b283-e1057329a4df,0.0001383333333333,0.05,900.0,8,default,outlier,outlier,47.0,1.0,45.0,E,45,124,0.06262626262626263,14,14,16,0.6077089665331827,5
2003,04117022-3b13-38ee-a266-7b2fec59696a,1.986306997742664,0.1963882618510158,443.0,52797,default,outlier,outlier,1.0,1.0,87.0,E,87,183,0.02445870088211708,15,13,9,0.6074877173541762,5
27445,f496306f-f6ff-33b0-810f-9a57b4e8a821,0.4791750524109014,0.0524109014675052,136.28571428571428,27428,default,Normal,normal,2.0,7.0,50.0,F,49,146,0.06207482993197279,16,23,10,0.6070025394432609,4
17731,6826ad50-6866-3b63-9e71-ff1c6f588f76,0.6719179954441913,0.1662870159453303,439.0,17699,default,outlier,outlier,2.0,1.0,73.0,E,73,167,0.031773211567732114,21,11,16,0.606730998913955,5
33513,484ed930-4915-3d59-a1d9-a1299f0f100e,0.1873108522378908,0.0331085223789086,60.407407407407405,18331,default,Normal,normal,33.0,27.0,54.0,F,54,107,0.03738644304682041,11,19,11,0.6066641695812345,5
10359,e4386790-43b4-3d4f-bbcf-625082524a55,0.8547308743169398,0.0860655737704918,732.0,37540,default,outlier,outlier,1.0,1.0,63.0,E,63,181,0.046338965693804406,20,12,10,0.6066557352484998,4
4314,d5b9b172-6a36-3c36-9caa-64d8f4af678f,0.0001266968325791,0.0814479638009049,2.6626506024096384,2,default,BingPreview/1.0b,bot,200.0,83.0,18.0,E,18,20,0.06535947712418301,2,2,18,0.6065973814600067,2
4778,535b6185-e136-3839-9f81-7d5826a20cb3,0.0001148648648648,0.0641891891891891,3.1157894736842104,3,default,BingPreview/1.0b,bot,227.0,95.0,19.0,E,19,26,0.07602339181286549,3,3,18,0.6065901674464819,2
23726,2a880c2d-255f-34f3-9753-34d152cf4a37,0.0267300177619893,0.0959147424511545,9.70689655172414,903,default,Normal,normal,74.0,58.0,54.0,F,54,90,0.031446540880503145,8,11,10,0.6064448377466147,4
2390,95861ce9-478d-354d-a063-65fb0e95479e,0.2322371134020618,0.1219931271477663,582.0,8110,default,outlier,outlier,3.0,1.0,71.0,E,71,181,0.03641851106639839,19,13,9,0.606301413224275,5
18305,7990e260-f090-37c4-9645-2e360f31ae85,0.0035630936227951,0.0284938941655359,16.377777777777776,316,default,Normal,normal,95.0,90.0,42.0,F,42,63,0.036585365853658534,6,10,9,0.606122832453181,4
6814,fa97bb81-b89f-37e9-ad21-0bc1a2e79b09,0.5457264631043257,0.0737913486005089,786.0,25737,default,outlier,outlier,1.0,1.0,58.0,E,58,175,0.052934059286146404,19,15,10,0.6058610795646824,4
13478,999a1151-0978-3737-91c2-181bf0370f2a,0.0001052631578947,0.0639097744360902,2.633663366336634,2,default,BingPreview/1.0b,bot,255.0,101.0,17.0,E,17,20,0.07352941176470588,3,2,14,0.6055975205053694,2
20334,5b909d47-b6ce-36ef-b5e4-6ea7b51b9883,705.8597931034483,0.0344827586206896,29.0,1228197,default,outlier,outlier,1.0,1.0,1.0,F,1,1,0.0,1,1,1,0.6053759879858375,2
27889,2f50bb9e-e96c-32e6-85e6-a4cfd2d29c84,0.0213784786641929,0.0834879406307977,9.135593220338984,692,default,Normal,normal,74.0,59.0,45.0,F,45,107,0.05404040404040404,8,15,12,0.6053143128431482,4
7461,9229f563-0bf3-394d-ba82-37200901adc1,11.195155000000002,0.135,200.0,134342,private_ip,outlier,outlier,1.0,1.0,27.0,E,27,59,0.08404558404558404,11,8,9,0.6049862076955284,3
4530,5b0eba2c-8c1a-30db-89b9-6903fc6fb8f0,3.268512087912088,0.1846153846153846,455.0,89231,default,outlier,outlier,1.0,1.0,84.0,E,84,189,0.02710843373493976,16,11,8,0.6048499814119085,5
3308,2d4c7ded-e240-3ed2-951c-f0c82aa14e1c,0.000115671641791,0.1007462686567164,536.0,4,default,outlier,outlier,60.0,1.0,54.0,E,54,105,0.03668763102725367,10,13,22,0.6048385004630877,5
4181,92dc1892-8fca-3f8e-930d-2833b61321ee,0.0001375,0.0625,2.3529411764705883,2,default,BingPreview/1.0b,bot,234.0,102.0,15.0,E,15,17,0.08095238095238096,2,2,14,0.6048316908501555,2
14772,bc27d8fa-3eb3-37fe-870c-4efe33902cd6,1.170935520361991,0.1945701357466063,442.0,31054,default,outlier,outlier,3.0,1.0,86.0,E,86,167,0.022845417236662106,18,14,10,0.6048145657536491,5
28623,08f61677-1349-3150-89d2-30a5134552dd,0.3910936555891238,0.0493454179254783,124.125,23302,default,Normal,normal,4.0,8.0,49.0,F,49,152,0.06462585034013606,14,24,9,0.6045753188757603,4
2208,8ca5bbc3-f907-30b2-a708-9b8915082205,0.0001185185185185,0.0777777777777777,2.727272727272727,2,default,BingPreview/1.0b,bot,221.0,99.0,21.0,E,21,32,0.0761904761904762,3,4,18,0.6041680055453524,3
5737,dc06783e-743f-30fa-8dca-3cff63bab1ab,12.291708542713568,0.2110552763819095,199.0,146763,private_ip,outlier,outlier,1.0,1.0,42.0,E,42,76,0.04413472706155633,6,5,7,0.6041263102559369,3
13505,f2c3d7af-c08f-3cfe-af8c-6e9c521bd1d9,0.6538170731707318,0.1181988742964352,533.0,20910,default,outlier,outlier,2.0,1.0,63.0,E,63,157,0.04019457245263697,21,16,11,0.6038295278881303,5
8528,4696a9d7-1688-3ac1-9e05-d5eeb13ddce9,0.4821197836166924,0.0927357032457496,647.0,18716,default,outlier,outlier,2.0,1.0,60.0,E,60,152,0.04293785310734463,19,18,11,0.603685666859384,4
15920,597ec2e3-a5c1-301a-ab6b-540aa6b359b1,9.040198581560285,0.3120567375886525,141.0,76481,private_ip,outlier,outlier,1.0,1.0,44.0,E,43,84,0.046511627906976744,14,11,3,0.6036456020315283,3
12814,ab1f1bd4-00e3-38ac-b526-8319db21ff3a,1.1707165354330709,0.1086614173228346,635.0,44605,default,outlier,outlier,3.0,1.0,69.0,E,68,172,0.03775241439859526,20,14,8,0.6036028071185674,5
21621,918571d0-532b-3dfa-b77b-21b7964fce11,0.1873734866828087,0.0314769975786924,55.06666666666667,18573,default,Normal,normal,40.0,30.0,52.0,F,52,104,0.0392156862745098,9,19,13,0.6035744762594217,5
14026,1c8cee71-67df-3152-b333-149ac1752f60,4.289858895705522,0.2269938650306748,163.0,41955,private_ip,outlier,outlier,1.0,1.0,37.0,E,37,77,0.05780780780780781,11,9,11,0.6033855253395426,3
32810,b3356702-db24-3287-b767-78678a52ab4f,0.0117705479452054,0.0924657534246575,11.23076923076923,413,default,Normal,normal,64.0,52.0,54.0,F,54,86,0.03004891684136967,7,14,10,0.6033272704956716,4
22711,4168f35c-265e-3e34-bc3c-4bef16424d36,0.0881736694677871,0.134453781512605,8.113636363636363,1889,default,Normal,normal,53.0,44.0,48.0,F,48,93,0.041223404255319146,7,13,15,0.6031234907585566,4
31321,ab543d34-935e-3853-b79a-557853fe5ae2,0.1611007140172867,0.0191657271702367,73.91666666666667,25722,default,Normal,normal,43.0,36.0,51.0,F,51,109,0.04274509803921569,11,18,12,0.6031181381079421,5
13931,2ea573a1-5b4f-3ee9-a8d4-d96840c188e2,0.000114186851211,0.0761245674740484,3.32183908045977,2,default,BingPreview/1.0b,bot,218.0,87.0,22.0,E,22,24,0.05194805194805195,2,3,17,0.6029045168911218,2
185,1ed50b15-e106-3245-b908-cb81bd0e3890,9.963768115942029e-05,0.0797101449275362,3.1724137931034484,2,default,BingPreview/1.0b,bot,192.0,87.0,22.0,E,22,34,0.0735930735930736,3,4,19,0.6027121039697638,2
30599,73529478-f49a-32ea-be63-637775556432,0.2531058367196158,0.0066494274104174,676.75,82219,default,Normal,normal,32.0,8.0,36.0,F,36,160,0.12698412698412698,12,13,9,0.6024336907436293,5
7656,91bc767a-28d0-3612-b8d1-f290a3bec2b8,0.2889656188605108,0.1335952848722986,509.0,8826,default,outlier,outlier,5.0,1.0,68.0,E,68,148,0.0324846356453029,19,17,5,0.6024014972907312,4
9301,0fc67c8e-a590-34ed-bcb2-315094af41e7,0.0001259541984732,0.0687022900763358,2.646464646464646,2,default,BingPreview/1.0b,bot,228.0,99.0,18.0,E,18,25,0.08169934640522876,3,4,16,0.6022774818302224,2
10191,256e3a0d-711f-30f6-95f9-a322d5ad08c1,0.0001065088757396,0.0650887573964497,3.6344086021505375,3,default,BingPreview/1.0b,bot,203.0,93.0,22.0,E,22,31,0.0670995670995671,3,4,17,0.6022644822674126,2
34146,71307d0c-8c5e-3d4f-9f03-f2edef27b6f2,0.1983466076696165,0.0648967551622418,339.0,4035,private_ip,outlier,outlier,14.0,1.0,22.0,F,22,112,0.24242424242424243,9,8,1,0.6016743909110219,3
21974,217f1cb6-bc5c-32b2-9fc4-588f1af3c974,0.3525538379530916,0.0087953091684434,625.3333333333334,79367,default,Normal,normal,29.0,6.0,33.0,F,33,155,0.14678030303030304,13,12,9,0.6016338124881547,4
6641,17ddc636-c4ba-378a-aead-6cd4454de2a0,0.5775901060070671,0.1325088339222614,566.0,19615,default,outlier,outlier,3.0,1.0,75.0,E,75,172,0.03099099099099099,17,17,10,0.6016225149242245,5
17112,59faf152-5c4f-39d4-b8ea-3671fe433e7c,6.857142857142858e-05,0.0342857142857142,2.592592592592593,2,default,BingPreview/1.0b,bot,317.0,135.0,12.0,E,12,14,0.10606060606060606,2,2,11,0.6016223426263536,2
15230,6343b1d7-361a-38fd-9852-3668959a640c,0.0001019108280254,0.0605095541401273,2.9904761904761905,2,default,BingPreview/1.0b,bot,236.0,105.0,19.0,E,19,31,0.09064327485380116,5,4,16,0.601542641306904,3
14815,27c6f5c9-526e-31e9-a94d-2b1d476454d4,327.37555555555554,0.4444444444444444,9.0,176783,private_ip,outlier,outlier,1.0,1.0,4.0,E,4,5,0.4166666666666667,2,2,1,0.6014754750336077,3
2774,129802c6-cfdc-3828-8bac-78519132da4d,0.4780947712418301,0.2516339869281045,306.0,8778,default,outlier,outlier,2.0,1.0,77.0,E,77,143,0.02443609022556391,21,17,6,0.6009783669688528,4
20207,95481e39-2a00-35e5-97ff-df9fcc960c48,0.0959167803547066,0.024556616643929,104.71428571428572,8437,default,Normal,normal,67.0,14.0,36.0,F,36,211,0.16746031746031745,15,16,7,0.6008771140211973,4
19683,68c87249-c197-3d3c-b482-e055ddfbbd68,0.2899403114186851,0.051038062283737,52.54545454545455,20111,default,Normal,normal,34.0,22.0,59.0,F,59,108,0.031560490940970194,10,18,12,0.600646602276363,5
9340,7fe1940e-d6b6-39ea-b9e3-0c2a79992cc7,1.9849147465437789,0.1820276497695852,434.0,51688,default,outlier,outlier,2.0,1.0,79.0,E,79,199,0.032294709509899384,17,14,8,0.600625292728755,5
11119,0895ca7e-0665-3f6d-8145-7a9e8491b448,2.3051847826086957,0.1543478260869565,460.0,63624,default,outlier,outlier,2.0,1.0,71.0,E,71,191,0.03843058350100604,16,13,12,0.6005910527227684,4
13972,9dc9d62a-9e61-3746-8906-57227224a615,0.001912687585266,0.0613915416098226,733.0,85,default,outlier,outlier,42.0,1.0,45.0,E,45,126,0.06363636363636363,10,16,22,0.6002054530513051,5
15762,bc338893-32db-3896-a8a0-5288e54d9f8f,6.826319727891157,0.3265306122448979,147.0,60209,private_ip,outlier,outlier,1.0,1.0,48.0,E,48,88,0.03900709219858156,13,9,7,0.5998952976321135,4
24504,68ad3490-fb71-34ed-89fb-eb82c1c4ad07,0.5510247933884298,0.0785123966942148,242.0,8001,private_ip,outlier,outlier,13.0,1.0,19.0,F,19,101,0.2953216374269006,9,9,2,0.5995884061007255,3
32128,4a2c0f93-a76e-3f26-a09e-2791e2bf1cee,0.2105639158576051,0.0436893203883495,49.44,15616,default,Normal,normal,29.0,25.0,54.0,F,54,106,0.037037037037037035,10,17,13,0.5991840567248385,4
25731,32a24c85-0f47-310a-a8e1-f721e1e15014,37.45138,0.015,200.0,449417,datacenter,outlier,outlier,1.0,1.0,3.0,F,3,5,0.8333333333333334,2,3,3,0.5991801236288526,2
2179,3d064b03-c5d2-35d9-aaca-ad4e1ee9220e,16.5074453125,0.3046875,128.0,126778,private_ip,outlier,outlier,1.0,1.0,39.0,E,39,69,0.0465587044534413,9,9,4,0.5991201832183368,3
31802,75f79982-47a4-376f-a82b-aafe2438a989,0.0770081967213114,0.1024590163934426,244.0,1128,private_ip,outlier,outlier,12.0,1.0,25.0,F,25,103,0.17166666666666666,10,7,2,0.5990586154367168,3
4586,08896f92-4bf6-3c12-8faf-1d97ae2552f0,0.5689488139825218,0.0774032459425717,801.0,27344,default,outlier,outlier,1.0,1.0,62.0,E,62,155,0.040983606557377046,22,14,7,0.5989687313804773,4
1936,4733efeb-f311-3282-af83-b0b1039e23fe,0.7207125,0.215,400.0,17298,default,outlier,outlier,1.0,1.0,86.0,E,86,170,0.023255813953488372,19,10,10,0.5987474126963627,5
10844,111b8372-9059-3421-8cc3-9f0139ee430f,1.92228,0.12,600.0,69203,default,outlier,outlier,1.0,1.0,72.0,E,72,190,0.03716744913928013,9,14,14,0.5983609073361725,4
25326,9e3bcf2b-9d3d-38e8-816c-d545b68cef55,80.6028,0.95,20.0,96724,private_ip,outlier,outlier,1.0,1.0,19.0,F,19,18,0.05263157894736842,1,2,0,0.5980341354953476,3
19343,075a6ef5-e972-3239-97f0-7abfa1c7425d,0.2091632526381129,0.0322780881440099,55.55172413793103,20218,default,Normal,normal,39.0,29.0,52.0,F,52,103,0.038838612368024134,13,19,9,0.5980278308684273,5
16400,01f65a4d-d5ba-324b-a793-8d4bd663e14a,57.92659722222222,0.375,72.0,250243,private_ip,outlier,outlier,1.0,1.0,27.0,E,27,40,0.05698005698005698,6,5,3,0.597771585122239,3
23535,1c6b15d5-38f6-38ec-bac3-3f685919285a,0.1902455790074158,0.0285225328009127,56.54838709677419,20011,default,Normal,normal,38.0,31.0,50.0,F,50,108,0.044081632653061226,10,20,13,0.5975888183101763,5
27107,ffebec82-070a-37fa-93ab-7b864694f501,0.1349467864547339,0.0262612301313061,160.77777777777777,11717,default,Normal,normal,69.0,9.0,38.0,F,38,200,0.1422475106685633,13,16,6,0.5973775730050451,4
12111,28972a29-e6c2-38f3-b507-b89daf7dfdef,0.360715909090909,0.1487603305785124,484.0,10476,default,outlier,outlier,2.0,1.0,72.0,E,72,168,0.03286384976525822,22,15,8,0.597238485180777,5
13315,b7a76868-83e0-373e-ae82-21a2bda494e3,1.735595,0.1283333333333333,600.0,62482,default,outlier,outlier,1.0,1.0,77.0,E,77,198,0.03383458646616541,15,11,11,0.5972213108124916,5
2173,2f9d582b-dea1-34f0-a4fd-f991dc31e017,7.458857142857143,0.2592592592592592,189.0,84584,private_ip,outlier,outlier,1.0,1.0,49.0,E,49,95,0.04039115646258504,12,10,4,0.5971403896223101,4
8672,ca6876dc-d31c-3130-8271-f33873b827b0,0.9096896551724138,0.0971786833855799,638.0,34823,default,outlier,outlier,1.0,1.0,62.0,E,61,172,0.046994535519125684,21,15,8,0.5971320757557048,4
32316,affb3e6c-5b4a-3a53-98f8-17d8cd1e6c61,0.1792880044223327,0.0304035378662244,60.3,19460,default,Normal,normal,35.0,30.0,55.0,F,55,113,0.038047138047138045,9,19,11,0.5967472864846491,5
2011,2173898c-7b38-39ed-81ae-ef516dddb036,16.374468253968253,0.2936507936507936,126.0,123791,private_ip,outlier,outlier,1.0,1.0,37.0,E,37,67,0.0503003003003003,11,6,3,0.5966493135541858,3
31553,71845c4a-f739-3241-a8d2-1f91088a8469,0.2873679245283019,0.0754716981132075,318.0,5483,private_ip,outlier,outlier,15.0,1.0,24.0,F,24,106,0.19202898550724637,7,8,5,0.5963714550580592,3
12082,d915efe8-23a6-3adc-9116-a879ab4a8d5d,6.614061855670103,0.211340206185567,194.0,76988,private_ip,outlier,outlier,1.0,1.0,41.0,E,40,90,0.057692307692307696,14,10,3,0.5958650942755318,3
178,0766a3bb-63dc-370a-b038-d520471601a9,0.4008085991678224,0.1054091539528432,721.0,17339,default,outlier,outlier,2.0,1.0,76.0,E,76,222,0.03894736842105263,18,10,9,0.5955897026996919,5
30461,cb309a85-6feb-30c3-8b95-434320b2e89f,0.0099921671018276,0.1148825065274151,6.963636363636364,230,default,Normal,normal,79.0,55.0,44.0,F,44,66,0.03488372093023256,5,6,14,0.5954042791281795,4
17411,c8074bbc-56b4-34cb-a75c-43ac248a8766,3.947360465116279,0.1492248062015503,516.0,122211,default,outlier,outlier,1.0,1.0,77.0,E,77,191,0.032638414217361585,13,10,11,0.5953887880184481,5
12764,25685b22-15f7-3c10-91a7-1c868d3d95a7,8.353808353808354e-05,0.0466830466830466,4.329787234042553,3,default,BingPreview/1.0b,bot,201.0,94.0,19.0,E,19,33,0.09649122807017543,4,4,17,0.594855316378706,2
5086,9cad86bd-9a5a-3769-9911-e3480b7228b1,0.5208445667125172,0.0949105914718019,727.0,22720,default,outlier,outlier,2.0,1.0,69.0,E,69,177,0.037723785166240406,15,15,12,0.594833188933033,5
31599,e9e4cf0f-a241-3928-867e-6dda277db691,0.1739256712508186,0.0347085789129011,61.08,15936,default,Normal,normal,32.0,25.0,53.0,F,53,103,0.03737300435413643,10,19,12,0.5944248870260378,5
14451,84157623-46d4-32af-aa5f-d7d3d5e99f2c,2.9714410256410257,0.2666666666666666,195.0,34766,private_ip,outlier,outlier,1.0,1.0,52.0,E,52,98,0.03695324283559578,11,8,7,0.594374089554228,4
5082,96ed1d7b-d039-3512-b1b3-267c115d0c2b,2.959255,0.265,200.0,35512,private_ip,outlier,outlier,1.0,1.0,53.0,E,53,109,0.03955007256894049,13,10,7,0.5939761480093362,4
414,d0c9a537-8812-333f-9065-1f28e13f0346,0.0001308016877637,0.0843881856540084,2.7241379310344827,2,default,BingPreview/1.0b,bot,217.0,87.0,20.0,E,20,26,0.06842105263157895,3,3,18,0.5939718631886863,2
5831,22a2fdc8-8773-3d6c-b7fa-5400a49ec142,2.716720461095101,0.2420749279538905,347.0,56563,default,outlier,outlier,1.0,1.0,84.0,E,84,166,0.023809523809523808,18,12,11,0.5937730271858376,5
22364,f2693564-fd21-3590-8157-063d492fc13e,0.9238333333333334,0.125,240.0,13304,private_ip,outlier,outlier,8.0,1.0,30.0,F,30,106,0.12183908045977011,7,9,3,0.5936780421110269,3
33621,af2e025e-e308-3018-a525-3b6969d1b439,103.76737,0.01,200.0,1245209,default,outlier,outlier,1.0,1.0,2.0,F,2,2,1.0,1,2,1,0.5932143334317924,2
14110,cba76e2e-eb2f-34ed-b35e-b8d246bbb2cb,2.209244155844156,0.2259740259740259,385.0,51034,default,outlier,outlier,2.0,1.0,87.0,E,87,183,0.02445870088211708,16,10,10,0.5931137463204638,5
24540,da3890ee-3c81-3d5f-96b4-9d890cff2c64,541.0724583333333,0.0833333333333333,24.0,779145,default,outlier,outlier,1.0,1.0,2.0,F,2,2,1.0,1,2,1,0.5928294132122371,2
6554,0602d7f0-858c-32e3-9fe9-b4e41daa15df,35.44934693877551,0.5510204081632653,49.0,104222,private_ip,outlier,outlier,1.0,1.0,27.0,E,27,43,0.06125356125356125,10,7,3,0.5927241288005418,3
33115,44396376-ff1d-3e5d-8431-ad1624f2d159,9.667325,0.005,400.0,232016,datacenter,outlier,outlier,1.0,1.0,2.0,F,2,3,1.5,2,2,2,0.592664970706475,2
12889,8af2c42e-b9e9-388a-ae6d-70a461b7b9a6,0.0001515151515151,0.0808080808080808,2.6052631578947367,2,default,BingPreview/1.0b,bot,181.0,76.0,16.0,E,16,19,0.07916666666666666,2,2,16,0.5925867979780155,2
20468,decfe046-b80c-315e-a13f-d9ede4b841cc,0.5372367601246105,0.0623052959501557,321.0,10348,private_ip,outlier,outlier,15.0,1.0,20.0,F,20,96,0.25263157894736843,9,8,1,0.5924059510116485,3
27970,237e4da0-4c6c-3007-9505-e2de830a4824,86.62733333333333,0.6666666666666666,3.0,15593,private_ip,outlier,outlier,2.0,1.0,2.0,F,2,2,1.0,1,1,2,0.5923976545565433,3
12232,5f221c20-b394-35fc-b62f-d8a8f7c70b7a,0.762,0.2698412698412698,189.0,8642,private_ip,outlier,outlier,1.0,1.0,51.0,E,51,103,0.040392156862745096,16,9,6,0.5923747309152667,4
34276,439808b2-ddd1-3965-b725-6294ba131fbb,0.0074829157175398,0.0933940774487471,5.4875,198,default,Normal,normal,94.0,80.0,41.0,F,41,65,0.039634146341463415,8,12,9,0.5921697153224709,4
14147,2f40205e-567a-3169-9c61-21d86433d819,0.0001808510638297,0.101063829787234,2.473684210526316,3,default,BingPreview/1.0b,bot,178.0,76.0,19.0,E,19,19,0.05555555555555555,2,2,16,0.5920391457925498,2
29403,cbf2c92e-7707-35ad-bfc7-fa0050ac9633,0.0052343207899653,0.006938884440886,46.8375,1177,default,Normal,normal,78.0,80.0,26.0,F,26,66,0.10153846153846154,12,13,9,0.5918111303274445,4
29017,ce042af1-4eee-3105-86a0-32f3febe4dd0,0.5910542372881356,0.0949152542372881,118.0,20924,default,Normal,normal,4.0,5.0,56.0,F,56,143,0.04642857142857143,13,28,8,0.5916570320894484,4
17490,b5d21bee-868c-3e2b-8eec-a8ef88bd89a8,0.4496847826086956,0.0684782608695652,920.0,24823,default,outlier,outlier,1.0,1.0,63.0,E,63,192,0.04915514592933948,15,12,10,0.5913733536782154,4
2569,9cfe4cac-d6d9-3a7e-a59d-58f89a850dad,1.8545352112676057,0.1807511737089202,426.0,47402,default,outlier,outlier,2.0,1.0,77.0,E,77,172,0.02939166097060834,20,14,9,0.5912134139206539,5
