Unnamed: 0,_id,inter_api_access_duration(sec),api_access_uniqueness,sequence_length(count),vsession_duration(min),ip_type,behavior,behavior_type,num_sessions,num_users,num_unique_apis,source,graph_node_count,graph_edge_count,graph_density,graph_max_in_degree,graph_max_out_degree,graph_self_loops,score_ecod,anomaly_vote_count
26432,21f51cdf-f397-3d9b-8ef6-24333caa9362,0.0951554975340876,0.0182767624020887,58.42372881355932,19681,default,Normal,normal,67.0,59.0,63.0,F,63,155,0.03968253968253968,12,27,16,0.5115655916864604,5
10349,cd9863b7-6cb1-3328-8b06-89ba744997a8,7.716371220020855e-05,0.0604796663190823,959.0,5,default,outlier,outlier,60.0,1.0,58.0,E,58,168,0.050816696914700546,13,16,27,0.5108244431580168,5
13907,e0f59b2d-ff0e-3185-ae35-be8d86f045f0,0.4840700549450549,0.1236263736263736,728.0,21145,default,outlier,outlier,3.0,1.0,90.0,E,90,235,0.02933832709113608,24,15,13,0.5099169523456769,5
21024,74d9bcf8-45a7-3934-be1d-a9edc7e7740f,0.068244688827793,0.0152461884528867,54.80821917808219,16383,default,Normal,normal,87.0,73.0,61.0,F,61,143,0.03907103825136612,12,26,14,0.509865028129421,5
9923,0de4bdbe-8756-33fc-aa09-9a793e421cff,1.2448881278538813,0.2442922374429223,438.0,32716,default,outlier,outlier,2.0,1.0,107.0,E,107,211,0.01860342091341915,28,14,12,0.5095163661530108,5
30659,14a069c2-a484-3bb6-8b43-ab3fc7020dd0,0.114300064808814,0.0220349967595593,70.13636363636364,21164,default,Normal,normal,52.0,44.0,68.0,F,68,199,0.043678665496049165,13,23,16,0.5092925504656814,5
8752,8caeaba8-185c-3566-a511-19ac44257774,2.9526029526029528e-05,0.0295260295260295,143.0,3,default,bingbot/2.0,bot,1286.0,9.0,38.0,E,38,38,0.02702702702702703,1,1,38,0.5089180367274792,4
19869,930d527c-b67e-35ae-a781-0d0d1f6a6dd6,0.0710232831608654,0.0145813734713076,60.74285714285714,18120,default,Normal,normal,79.0,70.0,62.0,F,62,149,0.03939714436805923,12,24,15,0.5085828975242539,5
6297,0da557aa-03e2-3be2-90fe-0b92b0c9974e,0.3534037656903765,0.0910041841004184,956.0,20272,default,outlier,outlier,1.0,1.0,87.0,E,87,225,0.030072173215717722,22,15,16,0.5085645279988742,5
12754,10d42a89-3a17-30a6-8e24-d214d5810bf9,0.0001297376093294,0.0422740524781341,1372.0,11,default,outlier,outlier,53.0,1.0,58.0,E,58,162,0.04900181488203267,16,13,23,0.5085066426299002,5
8750,890cc4e1-a7cf-390b-a4c6-bd34943216bd,0.0001159322033898,0.0352542372881355,1475.0,11,default,outlier,outlier,35.0,1.0,52.0,E,52,182,0.06862745098039216,15,19,17,0.5075116124918239,5
6892,e111c76f-d4b2-3143-9301-358427faa598,0.0955592064476131,0.0526968381897086,1613.0,9249,default,outlier,outlier,2.0,1.0,85.0,E,85,190,0.02661064425770308,18,18,12,0.5074426083277475,5
2135,9c2049c6-7b37-3601-b78c-5b268c83e779,1.5832805573147563e-05,0.0044331855604813,1579.0,2,private_ip,outlier,outlier,1364.0,1.0,7.0,E,6,6,0.2,2,1,5,0.5070985541335337,5
7648,69deb9d9-de94-3f7d-b8c3-1a2864679c0b,0.0001774193548387,0.0273889227023737,1643.0,18,default,outlier,outlier,24.0,1.0,45.0,E,45,179,0.0904040404040404,18,20,21,0.5064685768147508,5
7281,703fed14-2cdc-36d2-82f4-2f0ad397c9e8,0.0002225090345895,0.0263293753226639,1937.0,26,default,outlier,outlier,50.0,1.0,51.0,E,51,157,0.06156862745098039,11,17,25,0.5037155096006153,5
27992,764e9d31-3f3c-30ae-a57f-7df204b6e467,0.1289315835712716,0.0142763013397759,78.5,35222,default,Normal,normal,70.0,58.0,65.0,F,65,150,0.036057692307692304,12,21,14,0.5036294604282827,5
11904,a355e888-9cb3-33e4-9fc4-e44239a32e13,0.7558842337375965,0.0992282249173098,907.0,41136,default,outlier,outlier,2.0,1.0,90.0,E,90,208,0.025967540574282147,21,13,17,0.5028573479195919,5
3881,62d40a82-3b0a-36fb-9e80-8bd125eb1904,7.850911974623314e-05,0.0459952418715305,1261.0,6,default,outlier,outlier,34.0,1.0,58.0,E,58,175,0.052934059286146404,12,12,30,0.5019737630635043,5
4987,a77c2eb4-367c-33a5-aee6-4779ef5c6115,0.3987233626588465,0.0830889540566959,1023.0,24474,default,outlier,outlier,2.0,1.0,85.0,E,85,214,0.02997198879551821,21,16,14,0.5015876601782937,5
29468,934292b0-36ac-3b1a-99e6-091c09d36730,0.0161039084842707,0.0714966634890371,12.488095238095235,1014,default,Normal,normal,119.0,84.0,75.0,F,75,145,0.026126126126126126,7,17,18,0.5007581690734516,5
20954,9c87a585-d4b3-368c-a0da-6717b7c4012e,0.0628967236467236,0.0147198480531813,56.91891891891892,15896,default,Normal,normal,95.0,74.0,62.0,F,62,149,0.03939714436805923,12,23,12,0.5007501153679339,5
523,f6fb7437-56a9-3604-b070-ac84eca13379,1.097993492407809,0.2125813449023861,461.0,30371,default,outlier,outlier,2.0,1.0,98.0,E,98,216,0.022722491058278983,25,16,11,0.500701033163821,5
34035,efe26724-6ee3-37ec-bc60-d256c6f2f154,0.1205566958277254,0.022207267833109,64.6086956521739,21498,default,Normal,normal,54.0,46.0,66.0,F,66,157,0.036596736596736595,11,25,16,0.5002336727356526,5
4567,b62e5894-126e-364d-bd60-630268239f55,1.1034287812041117,0.1292217327459618,681.0,45087,default,outlier,outlier,1.0,1.0,88.0,E,88,220,0.028735632183908046,21,19,13,0.4989701336957739,5
26572,ab03e218-a62b-30a3-8e50-f53037c806c3,0.1219467787114846,0.0196078431372549,60.62264150943396,23509,default,Normal,normal,61.0,53.0,63.0,F,63,139,0.03558627752176139,10,27,16,0.4974907848443262,5
3329,527c5fda-7ac6-3356-ae72-a4886a03548b,0.1864975845410628,0.1038647342995169,828.0,9266,default,outlier,outlier,2.0,1.0,86.0,E,86,211,0.028864569083447332,26,20,7,0.49658943921303744,5
27931,980f26da-ff44-33a2-9980-f73b462125a2,0.1011733833177132,0.0187441424554826,60.39622641509434,19432,default,Normal,normal,67.0,53.0,60.0,F,60,143,0.0403954802259887,12,26,17,0.4964666606746304,5
5957,76554d78-85ab-3289-a916-255a1ac732df,1.852628205128205,0.2008547008547008,468.0,52022,default,outlier,outlier,2.0,1.0,94.0,E,94,197,0.022534889041409288,23,16,15,0.49596386703512285,5
24370,f6fdcb2c-8267-311a-8efc-6a8030be8065,0.1120540765391015,0.0124792013311148,78.81967213114754,32326,default,Normal,normal,70.0,61.0,60.0,F,60,145,0.04096045197740113,12,22,15,0.4958204912931766,5
11643,e3f0d6e3-01db-3baa-990d-fb8e9e300a26,1.8135568760611207,0.166383701188455,589.0,64092,default,outlier,outlier,2.0,1.0,98.0,E,98,223,0.0234588680833158,18,15,14,0.49568486624776986,5
14994,163ffa91-83cd-3277-88d2-43df4a80a4c2,1.5255530129672005e-05,0.030511060259344,1311.0,2,default,outlier,outlier,75.0,1.0,40.0,E,40,127,0.08141025641025641,15,15,15,0.4949019156121204,5
5988,d6cc9029-a1f0-3b99-b672-a936feda22f9,2.5039123630672928e-05,0.0273865414710485,142.0,2,default,bingbot/2.0,bot,1278.0,9.0,35.0,E,35,35,0.029411764705882353,1,1,35,0.49445117942288874,4
16451,819402bc-85c3-3027-bae1-438ba23cd6ea,7.000663570006637e-05,0.033178500331785,1507.0,7,default,outlier,outlier,56.0,1.0,50.0,E,50,158,0.06448979591836734,14,12,25,0.494058767320923,5
33978,412d62e0-bbad-39ea-a3d5-3a7b153aa030,0.064540687919463,0.011744966442953,63.57333333333333,18464,default,Normal,normal,98.0,75.0,56.0,F,56,119,0.038636363636363635,12,24,13,0.493825262291102,5
15078,e3b0df6c-28b9-3443-98f7-a49f72659542,0.8663734939759037,0.1355421686746988,664.0,34517,default,outlier,outlier,3.0,1.0,90.0,E,90,217,0.027091136079900126,24,14,11,0.49373431710749016,5
10540,f85838c2-1cfd-3863-87dd-ea9ce5264cd8,2.461322081575246e-05,0.0225035161744022,158.0,3,default,bingbot/2.0,bot,1422.0,9.0,32.0,E,32,32,0.03225806451612903,1,1,32,0.493602870984196,4
28299,dacbcc30-9a93-35f5-b735-10f3f4c544f9,0.0672210558499796,0.0124337545862209,69.09859154929578,19788,default,Normal,normal,90.0,71.0,61.0,F,61,126,0.03442622950819672,10,23,12,0.49351462177938177,5
4990,b3788edd-0acf-30fb-b1b2-4fc57aa3846a,0.0002242036482439,0.0098012523822488,36.73,50,default,Normal,normal,179.0,100.0,36.0,E,36,163,0.12936507936507938,18,17,10,0.4930190259413635,5
18464,6ef83c6c-161c-32df-a512-f340cbbb0cb8,0.0601590812420246,0.0123351765206295,66.22535211267606,16973,default,Normal,normal,87.0,71.0,58.0,F,58,127,0.038415003024803385,12,23,13,0.49186173445810166,5
3259,82116db1-266f-37ab-9008-ee61746e3f2f,0.7201720901126408,0.1038798498122653,799.0,34526,default,outlier,outlier,1.0,1.0,83.0,E,83,213,0.03129591536879224,25,15,14,0.4909207691340798,5
7520,3c348d6d-ef57-3e31-8024-ffdf8b4fae28,3.247232472324723e-05,0.018450184501845,1355.0,3,private_ip,outlier,outlier,92.0,1.0,25.0,E,25,69,0.115,12,15,10,0.49083261519522514,5
32499,d52e700c-5b24-366b-bb6a-ad79d81b6979,0.067324074074074,0.5,27.0,219,default,Normal,normal,18.0,2.0,27.0,F,0,0,0.0,0,0,0,0.4907704826521472,1
29044,42de59d0-ec83-3975-9b31-9886189f6ba8,0.109230975828111,0.0132050134288272,74.46666666666667,29283,default,Normal,normal,75.0,60.0,59.0,F,59,131,0.03828170660432496,10,24,15,0.49058659823427764,5
7952,da11d5af-a759-3556-8821-4847ae09d3c3,2.5145772594752182e-05,0.0240524781341107,152.44444444444446,3,default,bingbot/2.0,bot,1372.0,9.0,33.0,E,33,33,0.03125,1,1,33,0.49047185159804796,4
31639,715b9ffe-bd17-39eb-a29a-4b3de586ca2a,0.0926070782743477,0.0154998708344097,66.74137931034483,21509,default,Normal,normal,77.0,58.0,60.0,F,60,119,0.03361581920903955,12,24,13,0.4903357044719884,5
34308,a6d43719-2b50-3aed-a218-12ed94de5176,0.0974652850831054,0.0126236061434883,74.265625,27796,default,Normal,normal,74.0,64.0,60.0,F,60,133,0.037570621468926556,10,23,14,0.4898353771676147,5
14362,91a7b72a-ff50-3ce8-ad68-d413bdf36ea9,0.001833230389129,0.0321185917232859,1619.0,179,default,outlier,outlier,68.0,1.0,52.0,E,52,195,0.07352941176470588,16,14,21,0.48982426774878995,5
26249,fa7f01ae-e5b7-3bec-bd91-6cc4fcb7601b,0.1025217988328184,0.0209406110538963,52.96363636363636,17919,default,Normal,normal,69.0,55.0,61.0,F,61,138,0.03770491803278689,12,26,14,0.48933154007202206,5
19794,c6f29ac0-bb75-3f61-901d-54f746a5f9aa,0.0025801033591731,0.0111972437553832,2322.0,360,private_ip,outlier,outlier,106.0,1.0,26.0,F,26,156,0.24,13,14,1,0.48924094539478913,5
20002,244f38bb-fd40-3acb-8d7c-4151a3d0e133,0.0143331626120358,0.0099871959026888,229.7058823529412,3359,default,Normal,normal,177.0,17.0,39.0,F,39,237,0.15991902834008098,21,21,9,0.4888272081481031,5
2151,d3a075cf-62f6-35c8-8623-225999af6de4,0.7277707509881423,0.1198945981554677,759.0,33143,default,outlier,outlier,2.0,1.0,91.0,E,91,205,0.025030525030525032,19,12,21,0.48858581656395583,5
23938,9cddfef1-7135-3726-958a-5ba29d8cc88b,0.095313865455332,0.0127622755786285,75.78688524590164,26439,default,Normal,normal,69.0,61.0,59.0,F,59,125,0.03652834599649328,9,25,14,0.4885561762109202,5
2101,387f7810-14f7-3a03-b334-d39acb1da95a,2.5541795665634675e-05,0.0263157894736842,143.55555555555554,2,default,bingbot/2.0,bot,1292.0,9.0,34.0,E,34,34,0.030303030303030304,1,1,34,0.487297996670917,4
20608,9a301ba6-2393-3e03-8764-4c5a5d3ccf07,0.1627389775493643,0.0175818230998106,77.02083333333333,36099,default,Normal,normal,57.0,48.0,65.0,F,65,149,0.03581730769230769,11,20,15,0.4865508942500173,5
2903,525855ea-badc-3e50-a830-6d657f393efd,2.612244897959184e-05,0.0285714285714285,136.11111111111111,2,default,bingbot/2.0,bot,1225.0,9.0,35.0,E,35,35,0.029411764705882353,1,1,35,0.4861796218074894,4
16025,89c6d916-5c37-33e9-916f-f2fc34eb79a2,0.4331785137318255,0.0605815831987075,1238.0,32177,default,outlier,outlier,3.0,1.0,75.0,E,75,205,0.036936936936936934,20,19,11,0.4860991995213615,5
17439,1722a715-40a9-3875-b2d0-d07b93875415,0.8433565517241379,0.1241379310344827,725.0,36687,default,outlier,outlier,1.0,1.0,90.0,E,90,215,0.026841448189762796,19,14,17,0.4858355159803025,5
15406,a25dbda7-e883-3703-807c-31cb9b107a42,2.9082774049217e-05,0.0436241610738255,89.4,2,default,bingbot/2.0,bot,894.0,10.0,39.0,E,39,39,0.02631578947368421,1,1,39,0.48532770452942,4
25995,43bc2c53-e7a2-3d7c-a4e3-dabb1d373d8a,0.0152237600922722,0.0761245674740484,11.56,792,default,Normal,normal,101.0,75.0,66.0,F,66,126,0.02937062937062937,10,18,20,0.48487755780605835,5
15579,dc7a8801-8bb6-3355-b833-3f339b46850a,3.9716832061068703,0.2646310432569974,393.0,93653,default,outlier,outlier,1.0,1.0,104.0,E,104,196,0.018297236743838687,20,13,15,0.4848690106830639,5
15679,c6e50d84-bb5e-3a0b-a90e-1b3bba4ac530,0.2844197689345314,0.1296534017971758,779.0,13294,default,outlier,outlier,2.0,1.0,101.0,E,101,203,0.0200990099009901,18,13,12,0.4847803089549303,5
8340,434e25a5-ff1b-3d6d-b442-d8b7e38e9d55,110.17975,0.5,4.0,26444,default,outlier,outlier,1.0,1.0,2.0,E,0,0,0.0,0,0,0,0.48476118230436294,1
8342,434e25a5-ff1b-3d6d-b442-d8b7e38e9d55,110.17975,0.5,4.0,26444,default,outlier,outlier,1.0,1.0,2.0,E,0,0,0.0,0,0,0,0.48476118230436294,1
8343,434e25a5-ff1b-3d6d-b442-d8b7e38e9d55,110.17975,0.5,4.0,26444,default,outlier,outlier,1.0,1.0,2.0,E,0,0,0.0,0,0,0,0.48476118230436294,1
8342,434e25a5-ff1b-3d6d-b442-d8b7e38e9d55,110.17975,0.5,4.0,26444,default,outlier,outlier,1.0,1.0,2.0,E,0,0,0.0,0,0,0,0.48476118230436294,1
8340,434e25a5-ff1b-3d6d-b442-d8b7e38e9d55,110.17975,0.5,4.0,26444,default,outlier,outlier,1.0,1.0,2.0,E,0,0,0.0,0,0,0,0.48476118230436294,1
8341,434e25a5-ff1b-3d6d-b442-d8b7e38e9d55,110.17975,0.5,4.0,26444,default,outlier,outlier,1.0,1.0,2.0,E,0,0,0.0,0,0,0,0.48476118230436294,1
8340,434e25a5-ff1b-3d6d-b442-d8b7e38e9d55,110.17975,0.5,4.0,26444,default,outlier,outlier,1.0,1.0,2.0,E,0,0,0.0,0,0,0,0.48476118230436294,1
8340,434e25a5-ff1b-3d6d-b442-d8b7e38e9d55,110.17975,0.5,4.0,26444,default,outlier,outlier,1.0,1.0,2.0,E,0,0,0.0,0,0,0,0.48476118230436294,1
8341,434e25a5-ff1b-3d6d-b442-d8b7e38e9d55,110.17975,0.5,4.0,26444,default,outlier,outlier,1.0,1.0,2.0,E,0,0,0.0,0,0,0,0.48476118230436294,1
8343,434e25a5-ff1b-3d6d-b442-d8b7e38e9d55,110.17975,0.5,4.0,26444,default,outlier,outlier,1.0,1.0,2.0,E,0,0,0.0,0,0,0,0.48476118230436294,1
8342,434e25a5-ff1b-3d6d-b442-d8b7e38e9d55,110.17975,0.5,4.0,26444,default,outlier,outlier,1.0,1.0,2.0,E,0,0,0.0,0,0,0,0.48476118230436294,1
8343,434e25a5-ff1b-3d6d-b442-d8b7e38e9d55,110.17975,0.5,4.0,26444,default,outlier,outlier,1.0,1.0,2.0,E,0,0,0.0,0,0,0,0.48476118230436294,1
8342,434e25a5-ff1b-3d6d-b442-d8b7e38e9d55,110.17975,0.5,4.0,26444,default,outlier,outlier,1.0,1.0,2.0,E,0,0,0.0,0,0,0,0.48476118230436294,1
8341,434e25a5-ff1b-3d6d-b442-d8b7e38e9d55,110.17975,0.5,4.0,26444,default,outlier,outlier,1.0,1.0,2.0,E,0,0,0.0,0,0,0,0.48476118230436294,1
8341,434e25a5-ff1b-3d6d-b442-d8b7e38e9d55,110.17975,0.5,4.0,26444,default,outlier,outlier,1.0,1.0,2.0,E,0,0,0.0,0,0,0,0.48476118230436294,1
8343,434e25a5-ff1b-3d6d-b442-d8b7e38e9d55,110.17975,0.5,4.0,26444,default,outlier,outlier,1.0,1.0,2.0,E,0,0,0.0,0,0,0,0.48476118230436294,1
32203,484bca7b-1555-3619-83d6-3d35388f83c1,0.2367383021390374,0.0421122994652406,149.6,21250,default,Normal,normal,1.0,10.0,63.0,F,63,238,0.06093189964157706,19,31,14,0.4846996991780861,5
25388,743171e5-a58e-385a-b830-a87320677089,0.0770346701164294,0.015006468305304,58.56060606060606,17865,default,Normal,normal,75.0,66.0,58.0,F,58,140,0.04234724742891712,11,22,17,0.48467167123841803,5
6165,80b0fc27-8a33-3b8a-8384-0e0fb46cd152,0.635038873994638,0.113941018766756,746.0,28425,default,outlier,outlier,1.0,1.0,85.0,E,85,207,0.028991596638655463,25,13,15,0.48415896906656974,5
19622,ad413f33-4f5b-3bd6-940f-16f39b9c8be7,0.0945205393540294,0.0181875195986202,56.94642857142857,18086,default,Normal,normal,62.0,56.0,58.0,F,58,140,0.04234724742891712,11,27,15,0.4834652382562503,5
26427,014877c0-41a5-33ec-ab24-77c334dceb79,0.1133052531945101,0.0137245622337908,82.86274509803921,28730,default,Normal,normal,59.0,51.0,58.0,F,58,131,0.039624924379915306,11,24,16,0.4834037691265155,5
653,94fca70f-19ab-35c2-ae88-85c88f9554c1,0.4971818181818181,0.0909090909090909,11.0,329,default,outlier,outlier,1.0,1.0,1.0,E,0,0,0.0,0,0,0,0.483239139896136,1
2868,fbfb4002-3e30-346f-817a-e1a2ad4fa476,2.0819494584837543,0.1588447653429603,554.0,69204,default,outlier,outlier,2.0,1.0,88.0,E,88,197,0.025731452455590387,24,15,13,0.48292854916324623,5
11527,b9c666db-b2ed-3fb1-b8b5-859ddee4e2d6,0.2153640776699029,0.1391585760517799,618.0,7986,default,outlier,outlier,3.0,1.0,86.0,E,86,200,0.027359781121751026,21,16,15,0.4829051515725816,5
26436,3724c007-30db-39c4-a1de-22e3f51e5140,0.1716888888888889,0.0259259259259259,71.47058823529412,25033,default,Normal,normal,40.0,34.0,63.0,F,63,155,0.03968253968253968,14,24,15,0.4826578298222539,5
7929,a6a962b4-5420-3f48-9469-c1b06bdf0397,0.8698953804347827,0.1141304347826086,736.0,38415,default,outlier,outlier,2.0,1.0,84.0,E,84,203,0.029116465863453816,20,20,12,0.48181188273863085,5
18382,79ef6537-de17-38bb-accc-f2ad28b3ef80,0.074985493898227,0.0131245682707805,66.81538461538462,19540,default,Normal,normal,76.0,65.0,57.0,F,57,132,0.041353383458646614,12,22,14,0.48154423527302737,5
20492,224a26b8-c810-38f4-a621-0b62b98f629f,0.0656056680161943,0.0159244264507422,60.73770491803279,14585,default,Normal,normal,75.0,61.0,59.0,F,59,145,0.0423728813559322,13,22,13,0.4813045772650658,5
358,1994b198-3b07-3e93-a671-0d09bfd5b400,2.6816608996539797e-05,0.0302768166089965,128.44444444444446,2,default,bingbot/2.0,bot,1156.0,9.0,35.0,E,35,35,0.029411764705882353,1,1,35,0.48051047973779837,4
20878,b0c22af4-341d-3219-af22-1499ff5657fe,0.0062615789473684,0.0705263157894736,11.585365853658535,357,default,Normal,normal,101.0,82.0,67.0,F,67,118,0.02668475802804161,8,16,17,0.47989694070539857,5
5389,e8e85413-c7ec-343e-8481-98b1822e2179,3.883292993630573,0.1889596602972399,471.0,109742,default,outlier,outlier,2.0,1.0,89.0,E,89,177,0.02259959141981614,26,14,11,0.47817085626587785,5
4693,58597365-310d-3d30-95a7-8c34d7171fd9,2.7253668763102725e-05,0.0387840670859538,95.4,2,default,bingbot/2.0,bot,954.0,10.0,37.0,E,37,37,0.027777777777777776,1,1,37,0.4773369488733885,4
25674,a0069b44-15bb-3cf0-bd90-6fd6dc2f84dd,0.0123979475484606,0.072976054732041,9.853932584269662,653,default,Normal,normal,135.0,89.0,64.0,F,64,135,0.033482142857142856,7,15,23,0.4765772967490137,5
1270,87b43763-03de-3152-a052-67b97776f340,2.8037383177570094e-05,0.0161993769470405,1605.0,3,private_ip,outlier,outlier,103.0,1.0,26.0,E,26,58,0.08923076923076922,12,12,4,0.4761974066475986,5
23990,4b4e6e54-cebc-334d-8736-a3bb6cdd4b49,0.0,1.0,1.0,0,default,AdsBot-Google,bot,1.0,1.0,1.0,F,1,1,0.0,1,1,1,0.47572077244942923,1
32300,71f28226-577f-37b5-ab89-be968f28111a,0.0,1.0,1.0,0,default,AdsBot-Google,bot,1.0,1.0,1.0,F,1,1,0.0,1,1,1,0.47572077244942923,1
14175,707a71d4-87ca-3873-a575-3959d5e8200e,1.419579651941098,0.1151271753681392,747.0,63626,default,outlier,outlier,2.0,1.0,86.0,E,86,235,0.032147742818057455,19,16,11,0.47565962224966707,5
26268,37284957-785f-3d43-afcb-a2ee6608d439,0.0885074977947662,0.0161717142017053,56.68333333333333,18061,default,Normal,normal,73.0,60.0,55.0,F,55,133,0.04478114478114478,11,24,17,0.4754932116612314,5
2938,b6598e43-1e3c-3a6c-a61a-63973e6cffac,0.0005616515837104,0.0599547511312217,884.0,30,default,outlier,outlier,120.0,1.0,53.0,E,53,135,0.04898403483309144,13,18,18,0.4749221145117629,5
10501,9209a515-1bdb-3cb4-9069-bce3e87df4f2,0.3315317145688801,0.0842418235877106,1009.0,20071,default,outlier,outlier,1.0,1.0,85.0,E,85,238,0.03333333333333333,19,16,9,0.4748110206611178,5
20083,119d8d0a-5c31-3b98-aba2-d727d079fcd1,0.0974420121774427,0.0165265294288199,63.87037037037037,20165,default,Normal,normal,68.0,54.0,57.0,F,57,121,0.03790726817042606,11,24,15,0.47478858261640167,5
32561,b80b7677-fc4a-3054-bd82-5eca6d08d1d2,0.0885622401247401,0.0148128898128898,63.08196721311475,20448,default,Normal,normal,78.0,61.0,57.0,F,56,133,0.04318181818181818,12,22,14,0.4747082632006153,5
31472,4c1baee5-351f-3543-9d75-40ac60b3f228,0.1028692990511172,0.017447199265381,54.45,20165,default,Normal,normal,73.0,60.0,57.0,F,57,126,0.039473684210526314,10,26,13,0.4745760254436493,5
9541,c3173275-924b-3477-949a-02d0bd227a2c,2.3374726077428785e-05,0.0219138056975894,152.11111111111111,2,default,bingbot/2.0,bot,1369.0,9.0,30.0,E,30,30,0.034482758620689655,1,1,30,0.4745203009747926,4
723,5d35807f-d2dd-37a9-a280-f54002ec00f4,1.0153417159763314,0.1183431952662721,676.0,41183,default,outlier,outlier,1.0,1.0,80.0,E,80,220,0.03481012658227848,27,15,11,0.474150789891164,5
24884,f096db53-8aa6-3117-8e23-26dfc9c4c155,0.0894916548797736,0.0164073550212164,65.46296296296296,18982,default,Normal,normal,66.0,54.0,58.0,F,58,125,0.03781004234724743,12,22,15,0.47360003180623034,5
30256,4689f8bf-ec64-385e-9386-9db4010c1a03,0.1222727927927928,0.0219819819819819,60.32608695652174,20359,default,Normal,normal,60.0,46.0,61.0,F,61,126,0.03442622950819672,11,23,15,0.47258289576305934,5
33081,dd9041a3-eb88-3b6f-857e-65d7b32da627,0.1297802211302211,0.0142506142506142,76.79245283018868,31693,default,Normal,normal,60.0,53.0,58.0,F,58,120,0.036297640653357534,12,24,11,0.47256028923788107,5
15251,97987491-faf8-3feb-804e-3541c3b04b9f,0.2414410555174777,0.04592186429061,1459.0,21136,default,outlier,outlier,2.0,1.0,67.0,E,67,199,0.04500226142017187,22,18,12,0.47251070664338646,5
2549,6d2ee258-843b-34e1-bb19-0437f946ac9d,3.934987168520103e-05,0.0402053036783575,1169.0,3,default,outlier,outlier,69.0,1.0,47.0,E,47,144,0.0666049953746531,14,15,15,0.4724660698178561,5
32147,82a7af95-0492-3b3a-8c74-054bd8d2135d,0.0977012811867835,0.0212407282535401,53.92727272727273,17387,default,Normal,normal,67.0,55.0,63.0,F,63,138,0.03533026113671275,9,24,12,0.47232728336392715,5
13645,e27bbb76-d19c-3a2b-8a7a-a45716a9bdbc,1.6423357664233576e-05,0.0048661800486618,1644.0,2,private_ip,outlier,outlier,1070.0,1.0,8.0,E,7,8,0.19047619047619047,2,2,6,0.4715667202361695,5
7877,0f53d076-c526-3638-ba44-a794b5c2d284,2.667814113597246e-05,0.0292598967297762,129.11111111111111,2,default,bingbot/2.0,bot,1162.0,9.0,34.0,E,34,34,0.030303030303030304,1,1,34,0.47123207959031643,4
6220,290afbb0-dde4-37b5-9d4f-16656ca008fd,1.4671406593406593,0.1934065934065934,455.0,40053,default,outlier,outlier,1.0,1.0,88.0,E,88,211,0.027560083594566354,22,18,11,0.4704751994075288,5
2296,a6a54810-b7af-3235-9cb0-937357a908f9,0.7630469715698394,0.0939431396786155,809.0,37039,default,outlier,outlier,2.0,1.0,76.0,E,76,206,0.03614035087719298,25,16,11,0.47033581066226027,5
17705,1b414fac-ce1e-37ac-b07f-9e2486db8db4,1.990049751243781e-05,0.005685856432125,1407.0,2,private_ip,outlier,outlier,1228.0,1.0,8.0,E,6,6,0.2,2,1,5,0.4700021646036008,5
6575,5752c8cd-bb09-31af-93f5-1e92f1da0a86,1.437142735042735,0.1572649572649572,585.0,50444,default,outlier,outlier,1.0,1.0,92.0,E,92,223,0.02663640707118968,17,14,13,0.4696436984975453,5
15378,35884d17-77ba-3c78-b3c4-fb4037b193ad,2.6829268292682928e-05,0.0268292682926829,136.66666666666666,2,default,bingbot/2.0,bot,1230.0,9.0,33.0,E,33,33,0.03125,1,1,33,0.46962129127344077,4
2708,29df8cac-26f0-3dbd-af60-a1cee1b10afe,2.528735632183908e-05,0.0237547892720306,145.0,2,default,bingbot/2.0,bot,1305.0,9.0,31.0,E,31,31,0.03333333333333333,1,1,31,0.4692921152144093,4
14582,e4e8899e-5a07-3142-84f4-cbc591f6be15,0.5207104591836735,0.1237244897959183,784.0,24495,default,outlier,outlier,1.0,1.0,97.0,E,97,220,0.023625429553264604,16,13,10,0.4691894275284014,5
7622,3690ba1b-be99-38a0-bdfa-3e179dabe723,2.3263541666666665,0.1516666666666666,600.0,83749,default,outlier,outlier,2.0,1.0,91.0,E,91,214,0.02612942612942613,20,15,8,0.4690745903179355,5
25288,2b97c787-371c-376f-a2d3-e30e2ce5bf16,0.0963647450110864,0.0163525498891352,68.0754716981132,20862,default,Normal,normal,66.0,53.0,59.0,F,59,138,0.04032729398012858,13,21,12,0.4690636156914887,5
1993,ee48469a-34d5-34c3-b6ff-b15c58e63767,0.8066447154471544,0.1512195121951219,615.0,29766,default,outlier,outlier,2.0,1.0,93.0,E,93,183,0.021388499298737727,22,14,10,0.4687385517480799,5
9999,ee04be14-4702-334a-bf90-4ee02676f942,0.6074903339191564,0.1634446397188049,569.0,20740,default,outlier,outlier,4.0,1.0,93.0,E,93,216,0.025245441795231416,17,14,11,0.46849744422006545,5
5630,b1b2bcf9-adb7-3e02-960e-58f8cd91b0e3,1.948051948051948e-05,0.0057720057720057,1386.0,2,private_ip,outlier,outlier,1202.0,1.0,8.0,E,6,6,0.2,2,1,5,0.4683294452868618,5
1549,c77af483-a0db-39a5-874e-5f386608d62f,3.215434083601286e-05,0.0396570203644158,103.66666666666669,2,default,bingbot/2.0,bot,933.0,9.0,37.0,E,37,37,0.027777777777777776,1,1,37,0.4682913490666225,4
