Unnamed: 0,_id,inter_api_access_duration(sec),api_access_uniqueness,sequence_length(count),vsession_duration(min),ip_type,behavior,behavior_type,num_sessions,num_users,num_unique_apis,source,graph_node_count,graph_edge_count,graph_density,graph_max_in_degree,graph_max_out_degree,graph_self_loops,score_hbos,anomaly_vote_count
31156,c65772ba-992e-33c0-8f3a-df9e2dc9a4bf,0.2624422110552764,0.0108040201005025,995.0,62672,default,Normal,normal,24.0,4.0,43.0,F,43,174,0.09634551495016612,12,15,11,0.6289370255250808,5
2829,a36e5b38-cb71-35c9-b7d5-9f3754606974,0.5061436114044351,0.0559662090813094,947.0,28760,default,outlier,outlier,1.0,1.0,53.0,E,53,160,0.05805515239477504,14,14,9,0.6288712808514656,4
6662,5d741e0f-5e5b-3344-86b1-af72d0aab936,0.6722406779661017,0.055367231638418,885.0,35696,default,outlier,outlier,1.0,1.0,49.0,E,49,153,0.06505102040816327,17,14,10,0.6288712808514656,4
30599,73529478-f49a-32ea-be63-637775556432,0.2531058367196158,0.0066494274104174,676.75,82219,default,Normal,normal,32.0,8.0,36.0,F,36,160,0.12698412698412698,12,13,9,0.6280876123469582,5
20179,4386a2a5-01ee-3aaa-80c1-32d1c30cc62c,0.014245580991017,0.011011301072153,230.06666666666663,2950,default,Normal,normal,160.0,15.0,38.0,F,38,218,0.155049786628734,20,18,6,0.6280810878720166,5
6244,6ef9ddd9-6e4b-3145-a127-7af97165f9e0,0.6272706896551724,0.0913793103448275,580.0,21830,default,outlier,outlier,1.0,1.0,53.0,E,53,147,0.05333817126269957,16,14,11,0.6280218676733431,4
16064,ff04acb8-8694-3af3-b5d9-f90faf74db39,1.4539933333333332,0.1033333333333333,600.0,52344,default,outlier,outlier,1.0,1.0,62.0,E,62,163,0.04309888947646748,12,11,9,0.6268109623312156,4
12629,9998f63b-fea6-3ef7-a69a-d5ad2fb92746,7.440273037542663e-05,0.0266211604095563,1465.0,7,default,outlier,outlier,33.0,1.0,39.0,E,39,138,0.0931174089068826,11,15,23,0.626663260048425,5
6810,f5b5c3d5-fa3e-3d51-be54-fdc66d3a4e25,9.372637944066516e-05,0.0355253212396069,1323.0,8,default,outlier,outlier,47.0,1.0,47.0,E,47,158,0.0730804810360777,13,13,20,0.6264321055152106,5
6518,94e55007-7e36-319b-aa2c-997429661b32,0.0001112185686653,0.0483558994197292,1034.0,7,default,outlier,outlier,82.0,1.0,50.0,E,50,140,0.05714285714285714,11,12,22,0.6263087688013727,5
9079,6fcfb2f5-b698-3231-8044-8f69e8e0fac6,0.0024057649667405,0.041019955654102,902.0,131,default,outlier,outlier,30.0,1.0,37.0,E,37,135,0.10135135135135136,12,13,18,0.6262456182511156,4
31027,2a4bd41a-ba58-308e-882f-4e449ae05496,0.0790097115109968,0.0168523279063124,66.05660377358491,16597,default,Normal,normal,73.0,53.0,59.0,F,59,127,0.03711279953243717,12,19,12,0.6262046660500076,5
16134,b8b18309-284e-35e1-b666-b0905319fe2e,0.8190305522914219,0.0705052878965922,851.0,41820,default,outlier,outlier,2.0,1.0,60.0,E,60,135,0.038135593220338986,17,11,8,0.6261021082813208,4
33513,484ed930-4915-3d59-a1d9-a1299f0f100e,0.1873108522378908,0.0331085223789086,60.407407407407405,18331,default,Normal,normal,33.0,27.0,54.0,F,54,107,0.03738644304682041,11,19,11,0.6260206695384323,5
19525,35bcc368-0158-3357-8618-7d173ba81170,0.2039889786921381,0.0404114621601763,59.17391304347826,16658,default,Normal,normal,30.0,23.0,55.0,F,55,104,0.035016835016835016,10,19,9,0.6260206695384323,4
19936,4369245b-bc74-340d-92d6-87f2d712568d,0.1967212294496068,0.0385989992852037,60.82608695652174,16513,default,Normal,normal,34.0,23.0,54.0,F,54,93,0.03249475890985325,10,19,10,0.6260206695384323,4
23501,c7cd4bfb-bc70-3eaf-84ad-60d37b7d166c,0.2384713015359741,0.02303961196443,85.3103448275862,35399,default,Normal,normal,34.0,29.0,57.0,F,57,122,0.03822055137844611,12,17,11,0.6260206695384323,5
7130,c677e6f5-5060-30ad-8143-7630867487bf,1.1125278688524591,0.2196721311475409,305.0,20360,default,outlier,outlier,2.0,1.0,67.0,E,67,143,0.03233830845771144,24,10,5,0.6259656227672146,4
26330,f368832a-7b58-35c6-b481-25296f09c6a8,0.2206153986166727,0.0149253731343283,549.4,36362,default,Normal,normal,26.0,5.0,41.0,F,41,161,0.09817073170731708,11,14,9,0.6258860520878292,4
33190,07c678ab-57f0-3489-bb2d-3cf811e527b7,0.5527588985896575,0.0144392209536601,496.3333333333333,98767,default,Normal,normal,27.0,6.0,43.0,F,41,170,0.10365853658536585,13,12,12,0.6258860520878292,5
5185,8f8826b4-80f7-3bc0-b6a1-14b6eb27471f,1.3832440366972478,0.0954128440366972,545.0,45233,default,outlier,outlier,2.0,1.0,52.0,E,52,139,0.0524132730015083,14,14,9,0.6258203074142145,4
6768,8e1f0c1a-5918-3f4e-a006-252de58d44ef,0.9364872262773724,0.0948905109489051,548.0,30792,default,outlier,outlier,1.0,1.0,52.0,E,52,146,0.05505279034690799,14,12,11,0.6258203074142145,3
13816,eeb97d0b-7e45-32c7-91a3-bed3e6e59d83,2.8299243243243244,0.1486486486486486,370.0,62825,default,outlier,outlier,2.0,1.0,55.0,E,55,119,0.040067340067340064,16,12,8,0.6250723992756843,4
5373,b78b85d4-2d54-369d-91df-d97ff8915f1a,0.6218383233532934,0.1946107784431137,334.0,12462,default,outlier,outlier,2.0,1.0,65.0,E,64,129,0.031994047619047616,14,15,8,0.6250723992756843,4
10311,5f906c3d-19f7-3375-bcb8-605a7a0c9241,1.6259220963172805,0.1728045325779036,353.0,34438,default,outlier,outlier,1.0,1.0,61.0,E,61,120,0.03278688524590164,16,13,6,0.6250723992756843,3
4672,214c3e83-ac17-3b33-a409-a30da24b7593,0.7028935643564356,0.1336633663366336,404.0,17039,default,outlier,outlier,1.0,1.0,54.0,E,54,127,0.04437456324248777,17,15,8,0.6250723992756843,3
8513,2b4b290a-cc84-3248-8b36-8f0243086f64,6.728734636871508,0.1620111731843575,358.0,144534,default,outlier,outlier,3.0,1.0,58.0,E,58,125,0.03781004234724743,17,12,8,0.6250723992756843,4
17250,d7c264fb-f944-3e34-b454-38b20f3f516a,0.777269113149847,0.1681957186544342,327.0,15251,default,outlier,outlier,2.0,1.0,55.0,E,54,114,0.039832285115303984,18,12,8,0.6250723992756843,3
13511,02a28080-a668-3db3-be3b-90f93f9f31bf,0.5957658862876255,0.2207357859531772,299.0,10689,default,outlier,outlier,2.0,1.0,66.0,E,66,127,0.029603729603729603,16,13,5,0.6250512391011706,4
11349,a5d6ea87-af44-345d-9d03-a4201da44cb3,0.8170600775193799,0.1608527131782945,516.0,25297,default,outlier,outlier,2.0,1.0,83.0,E,82,194,0.029208069858476363,12,11,8,0.6247970618588262,4
13999,ecb88aeb-87f7-34be-99a9-5caeb406d1d6,1.7213728070175438,0.1929824561403508,342.0,35323,default,outlier,outlier,1.0,1.0,66.0,E,66,165,0.038461538461538464,11,10,9,0.6246094020720867,4
14247,3df09e7c-4f9c-309d-8779-802ea09c705e,0.4915374331550802,0.1577540106951871,374.0,11031,default,outlier,outlier,1.0,1.0,59.0,E,59,136,0.03974284044418469,10,10,10,0.6246094020720867,2
2901,4fc5f4ae-221d-3a9c-a3dd-7fb59af5ed16,4.229768844221105,0.1507537688442211,398.0,101007,default,outlier,outlier,1.0,1.0,60.0,E,60,144,0.04067796610169491,11,10,10,0.6246094020720867,4
413,c99a516d-1dda-3ba6-8996-3061801bf4d0,2.447475,0.16,400.0,58740,default,outlier,outlier,1.0,1.0,64.0,E,64,152,0.037698412698412696,13,9,10,0.6246094020720867,4
960,1b889ff6-a1b2-3cf7-8883-182f17bcdd86,2.5373683431952663,0.1627218934911242,338.0,51458,default,outlier,outlier,1.0,1.0,55.0,E,55,133,0.04478114478114478,11,8,10,0.6246094020720867,2
7820,73bc6056-f8e3-3057-bd8f-9b9802f1a0ea,1.5429634831460672,0.199438202247191,356.0,32958,default,outlier,outlier,2.0,1.0,71.0,E,71,139,0.02796780684104628,11,8,10,0.6246094020720867,4
2137,9e982561-2585-33f5-af63-6bcb17c5c3a0,0.968872029250457,0.1023765996343692,547.0,31799,default,outlier,outlier,1.0,1.0,56.0,E,55,145,0.04882154882154882,10,11,11,0.6246094020720867,3
3928,0384d20b-03cb-3821-87c5-27d69eef6d1a,0.8835916030534352,0.1424936386768447,393.0,20836,default,outlier,outlier,1.0,1.0,56.0,E,56,132,0.04285714285714286,13,10,11,0.6246094020720867,2
8227,0d855f6b-931d-34e1-9f98-f2f30b8bd26a,3.738425149700599,0.1676646706586826,334.0,74919,default,outlier,outlier,1.0,1.0,56.0,E,56,134,0.04350649350649351,12,8,9,0.6246094020720867,2
13194,39f05cc4-f521-3de9-999c-61bd52c63d9d,2.457460251046025,0.1192468619246862,478.0,70480,default,outlier,outlier,1.0,1.0,57.0,E,57,133,0.041666666666666664,12,11,10,0.6246094020720867,3
15801,36d488a0-8074-3fd8-94de-fea2b3ac0b2b,1.3768300395256918,0.1403162055335968,506.0,41801,default,outlier,outlier,1.0,1.0,71.0,E,70,143,0.02960662525879917,11,8,11,0.6246094020720867,4
15618,38b0df2b-a84c-34c4-9bef-b22064bf9bb5,0.5055693277310924,0.1260504201680672,476.0,14440,default,outlier,outlier,1.0,1.0,60.0,E,60,171,0.048305084745762714,12,10,10,0.6246094020720867,3
8080,383a69d3-2bcf-37aa-be05-27cd5ec99263,1.009801904761905,0.1028571428571428,525.0,31809,default,outlier,outlier,1.0,1.0,54.0,E,54,154,0.05380852550663871,10,11,11,0.6246094020720867,3
578,9a7aab95-93e6-33f6-8789-d42f249b3521,7.379042483660131,0.2124183006535947,306.0,135480,default,outlier,outlier,1.0,1.0,65.0,E,65,136,0.032692307692307694,13,10,11,0.6245882418975733,4
8470,bdfc1571-ac65-3609-9e35-0eaa6bd217a7,0.5214603174603175,0.2063492063492063,315.0,9856,default,outlier,outlier,2.0,1.0,65.0,E,65,149,0.03581730769230769,13,11,9,0.6245882418975733,4
1605,847c6aef-6d67-3245-a9d6-14351acf9f1f,3.507658450704225,0.2112676056338028,284.0,59771,default,outlier,outlier,1.0,1.0,60.0,E,60,131,0.037005649717514126,12,8,11,0.6245882418975733,2
12293,ea0c1e33-6ab5-303c-99ec-2bbc13f0c442,0.5142930327868852,0.1352459016393442,488.0,15059,default,outlier,outlier,3.0,1.0,66.0,E,66,151,0.0351981351981352,20,11,7,0.6243490657965838,4
12566,f94cee15-2d58-3cfe-b970-749a5475e3bc,0.9159947229551452,0.1767810026385224,379.0,20830,default,outlier,outlier,1.0,1.0,67.0,E,67,146,0.033016734509271825,21,11,6,0.6243490657965838,4
6108,f6f5092d-7267-35bd-b24a-ae88e3227b6a,1.5246823821339952,0.1364764267990074,403.0,36867,default,outlier,outlier,1.0,1.0,55.0,E,55,131,0.04410774410774411,19,11,6,0.6243490657965838,3
996,80ca6954-5666-37e3-ba00-7d2658e37cd2,0.2961171548117154,0.1317991631799163,478.0,8493,default,outlier,outlier,2.0,1.0,63.0,E,63,160,0.0409626216077829,23,11,8,0.6243490657965838,4
8369,9d7591e6-73d5-343e-b2c1-dbb66de68b7a,0.4703119834710744,0.146694214876033,484.0,13658,default,outlier,outlier,1.0,1.0,71.0,E,71,166,0.03340040241448692,20,11,7,0.6243490657965838,4
153,ce79801a-9a6e-399f-9945-c38084c4e5f7,2.3421,0.2448275862068965,290.0,40753,default,outlier,outlier,2.0,1.0,71.0,E,71,139,0.02796780684104628,19,11,5,0.6243279056220702,4
1542,a340e6fe-89e7-3c9c-81ca-c9b8600347e6,0.9213804537521816,0.0890052356020942,573.0,31678,default,outlier,outlier,1.0,1.0,51.0,E,51,133,0.05215686274509804,12,14,14,0.6234163886418702,4
13972,9dc9d62a-9e61-3746-8906-57227224a615,0.001912687585266,0.0613915416098226,733.0,85,default,outlier,outlier,42.0,1.0,45.0,E,45,126,0.06363636363636363,10,16,22,0.6231441533872235,5
13686,60cd6c52-b8ef-31c9-9e1e-27f1cd66a9cb,2.387525581395349,0.1255813953488372,430.0,61599,default,outlier,outlier,1.0,1.0,54.0,E,52,146,0.05505279034690799,15,13,8,0.6222252834716075,3
16486,ccc10b0f-29aa-389a-a495-5613382c25e8,1.8847006651884705e-05,0.0210643015521064,902.0,2,private_ip,outlier,outlier,701.0,1.0,19.0,E,18,21,0.06862745098039216,4,3,5,0.6218753064390131,5
11832,f237ca80-2d2b-3e9c-9698-b2f06dbb7202,0.3203518518518518,0.2518518518518518,270.0,5190,default,outlier,outlier,2.0,1.0,68.0,E,68,149,0.03270412642669008,19,16,9,0.6214692407257718,4
13260,e4756768-e205-32b4-9758-4c0d39f6a137,16.14781451612903,0.1806451612903225,310.0,300350,default,outlier,outlier,1.0,1.0,56.0,E,55,110,0.037037037037037035,6,11,13,0.621302898199463,4
16367,74f6bb29-ccce-3b6f-aa0b-649f26aeea6d,0.0001363636363636,0.0869565217391304,506.0,5,default,outlier,outlier,44.0,1.0,44.0,E,44,93,0.04915433403805497,11,17,18,0.6208794425778374,5
711,2a55c4c4-fa91-3940-adc1-1dd159f94bc9,0.0001970509383378,0.064343163538874,746.0,9,default,outlier,outlier,70.0,1.0,48.0,E,48,126,0.05585106382978723,14,15,23,0.620306629182821,5
708,2a55c4c4-fa91-3940-adc1-1dd159f94bc9,0.0001970509383378,0.064343163538874,746.0,9,default,outlier,outlier,70.0,1.0,48.0,E,48,126,0.05585106382978723,14,15,23,0.620306629182821,5
708,2a55c4c4-fa91-3940-adc1-1dd159f94bc9,0.0001970509383378,0.064343163538874,746.0,9,default,outlier,outlier,70.0,1.0,48.0,E,48,126,0.05585106382978723,14,15,23,0.620306629182821,5
711,2a55c4c4-fa91-3940-adc1-1dd159f94bc9,0.0001970509383378,0.064343163538874,746.0,9,default,outlier,outlier,70.0,1.0,48.0,E,48,126,0.05585106382978723,14,15,23,0.620306629182821,5
711,2a55c4c4-fa91-3940-adc1-1dd159f94bc9,0.0001970509383378,0.064343163538874,746.0,9,default,outlier,outlier,70.0,1.0,48.0,E,48,126,0.05585106382978723,14,15,23,0.620306629182821,5
710,2a55c4c4-fa91-3940-adc1-1dd159f94bc9,0.0001970509383378,0.064343163538874,746.0,9,default,outlier,outlier,70.0,1.0,48.0,E,48,126,0.05585106382978723,14,15,23,0.620306629182821,5
710,2a55c4c4-fa91-3940-adc1-1dd159f94bc9,0.0001970509383378,0.064343163538874,746.0,9,default,outlier,outlier,70.0,1.0,48.0,E,48,126,0.05585106382978723,14,15,23,0.620306629182821,5
710,2a55c4c4-fa91-3940-adc1-1dd159f94bc9,0.0001970509383378,0.064343163538874,746.0,9,default,outlier,outlier,70.0,1.0,48.0,E,48,126,0.05585106382978723,14,15,23,0.620306629182821,5
711,2a55c4c4-fa91-3940-adc1-1dd159f94bc9,0.0001970509383378,0.064343163538874,746.0,9,default,outlier,outlier,70.0,1.0,48.0,E,48,126,0.05585106382978723,14,15,23,0.620306629182821,5
710,2a55c4c4-fa91-3940-adc1-1dd159f94bc9,0.0001970509383378,0.064343163538874,746.0,9,default,outlier,outlier,70.0,1.0,48.0,E,48,126,0.05585106382978723,14,15,23,0.620306629182821,5
708,2a55c4c4-fa91-3940-adc1-1dd159f94bc9,0.0001970509383378,0.064343163538874,746.0,9,default,outlier,outlier,70.0,1.0,48.0,E,48,126,0.05585106382978723,14,15,23,0.620306629182821,5
709,2a55c4c4-fa91-3940-adc1-1dd159f94bc9,0.0001970509383378,0.064343163538874,746.0,9,default,outlier,outlier,70.0,1.0,48.0,E,48,126,0.05585106382978723,14,15,23,0.620306629182821,5
709,2a55c4c4-fa91-3940-adc1-1dd159f94bc9,0.0001970509383378,0.064343163538874,746.0,9,default,outlier,outlier,70.0,1.0,48.0,E,48,126,0.05585106382978723,14,15,23,0.620306629182821,5
709,2a55c4c4-fa91-3940-adc1-1dd159f94bc9,0.0001970509383378,0.064343163538874,746.0,9,default,outlier,outlier,70.0,1.0,48.0,E,48,126,0.05585106382978723,14,15,23,0.620306629182821,5
709,2a55c4c4-fa91-3940-adc1-1dd159f94bc9,0.0001970509383378,0.064343163538874,746.0,9,default,outlier,outlier,70.0,1.0,48.0,E,48,126,0.05585106382978723,14,15,23,0.620306629182821,5
708,2a55c4c4-fa91-3940-adc1-1dd159f94bc9,0.0001970509383378,0.064343163538874,746.0,9,default,outlier,outlier,70.0,1.0,48.0,E,48,126,0.05585106382978723,14,15,23,0.620306629182821,5
33985,6706443d-8210-329b-a914-a4e034e136ab,0.0457866425992779,0.0140794223826714,131.9047619047619,7610,default,Normal,normal,123.0,21.0,39.0,F,39,239,0.1612685560053981,21,17,6,0.6202294711104275,5
31039,63105eab-26cf-3fa9-b27c-e648ae5f2f8c,0.0207047318611987,0.01198738170347,211.33333333333331,3939,default,Normal,normal,140.0,15.0,38.0,F,38,233,0.16571834992887624,19,18,5,0.6202294711104275,5
10701,d4bda620-36ca-316e-ad2b-0a53e19a6066,3.3139434447300773,0.1285347043701799,389.0,77348,default,outlier,outlier,2.0,1.0,50.0,E,50,135,0.05510204081632653,15,14,12,0.6202192767640702,4
4433,61f28ff7-2c74-3a71-a361-f382e1fb0817,0.5087914156626506,0.1039156626506024,664.0,20271,default,outlier,outlier,2.0,1.0,69.0,E,69,169,0.036018755328218244,15,11,6,0.6196516644530541,4
834,a927c968-ee8a-311c-ae4e-369062c377ef,7.730321766561514,0.1766561514195583,317.0,147031,default,outlier,outlier,1.0,1.0,56.0,E,56,128,0.04155844155844156,16,9,9,0.6194566756316577,4
14269,6eed942a-786b-3e5b-a0e7-844a21dc9324,2.130511589403973,0.1854304635761589,302.0,38605,default,outlier,outlier,1.0,1.0,56.0,E,56,116,0.03766233766233766,15,11,9,0.6194566756316577,2
10428,8aceac77-3562-3aab-8086-603f65be5566,5.524487903225807,0.1505376344086021,372.0,123307,default,outlier,outlier,1.0,1.0,56.0,E,56,122,0.03961038961038961,14,11,9,0.6194566756316577,4
13439,123bbcd9-62d3-3281-8e81-377ac235d862,2.7873360215053764,0.1532258064516129,372.0,62214,default,outlier,outlier,1.0,1.0,57.0,E,57,128,0.040100250626566414,16,10,9,0.6194566756316577,3
16195,6f38f1fd-8e99-3a61-ad46-3a5053f2e173,2.0684046822742475,0.2006688963210702,299.0,37108,default,outlier,outlier,2.0,1.0,60.0,E,60,116,0.0327683615819209,15,11,11,0.6194355154571441,4
1824,17b11dc3-d9d1-356d-8b13-1a904a386ed5,4.915686170212767,0.2304964539007092,282.0,83174,default,outlier,outlier,2.0,1.0,65.0,E,65,124,0.02980769230769231,17,8,9,0.6194355154571441,4
14994,163ffa91-83cd-3277-88d2-43df4a80a4c2,1.5255530129672005e-05,0.030511060259344,1311.0,2,default,outlier,outlier,75.0,1.0,40.0,E,40,127,0.08141025641025641,15,15,15,0.6192995626436587,5
12970,9a586375-65cf-3190-b283-e1057329a4df,0.0001383333333333,0.05,900.0,8,default,outlier,outlier,47.0,1.0,45.0,E,45,124,0.06262626262626263,14,14,16,0.6191130753795635,5
12971,9a586375-65cf-3190-b283-e1057329a4df,0.0001383333333333,0.05,900.0,8,default,outlier,outlier,47.0,1.0,45.0,E,45,124,0.06262626262626263,14,14,16,0.6191130753795635,5
12971,9a586375-65cf-3190-b283-e1057329a4df,0.0001383333333333,0.05,900.0,8,default,outlier,outlier,47.0,1.0,45.0,E,45,124,0.06262626262626263,14,14,16,0.6191130753795635,5
12973,9a586375-65cf-3190-b283-e1057329a4df,0.0001383333333333,0.05,900.0,8,default,outlier,outlier,47.0,1.0,45.0,E,45,124,0.06262626262626263,14,14,16,0.6191130753795635,5
12973,9a586375-65cf-3190-b283-e1057329a4df,0.0001383333333333,0.05,900.0,8,default,outlier,outlier,47.0,1.0,45.0,E,45,124,0.06262626262626263,14,14,16,0.6191130753795635,5
12973,9a586375-65cf-3190-b283-e1057329a4df,0.0001383333333333,0.05,900.0,8,default,outlier,outlier,47.0,1.0,45.0,E,45,124,0.06262626262626263,14,14,16,0.6191130753795635,5
12971,9a586375-65cf-3190-b283-e1057329a4df,0.0001383333333333,0.05,900.0,8,default,outlier,outlier,47.0,1.0,45.0,E,45,124,0.06262626262626263,14,14,16,0.6191130753795635,5
12972,9a586375-65cf-3190-b283-e1057329a4df,0.0001383333333333,0.05,900.0,8,default,outlier,outlier,47.0,1.0,45.0,E,45,124,0.06262626262626263,14,14,16,0.6191130753795635,5
12970,9a586375-65cf-3190-b283-e1057329a4df,0.0001383333333333,0.05,900.0,8,default,outlier,outlier,47.0,1.0,45.0,E,45,124,0.06262626262626263,14,14,16,0.6191130753795635,5
12970,9a586375-65cf-3190-b283-e1057329a4df,0.0001383333333333,0.05,900.0,8,default,outlier,outlier,47.0,1.0,45.0,E,45,124,0.06262626262626263,14,14,16,0.6191130753795635,5
12971,9a586375-65cf-3190-b283-e1057329a4df,0.0001383333333333,0.05,900.0,8,default,outlier,outlier,47.0,1.0,45.0,E,45,124,0.06262626262626263,14,14,16,0.6191130753795635,5
12970,9a586375-65cf-3190-b283-e1057329a4df,0.0001383333333333,0.05,900.0,8,default,outlier,outlier,47.0,1.0,45.0,E,45,124,0.06262626262626263,14,14,16,0.6191130753795635,5
12973,9a586375-65cf-3190-b283-e1057329a4df,0.0001383333333333,0.05,900.0,8,default,outlier,outlier,47.0,1.0,45.0,E,45,124,0.06262626262626263,14,14,16,0.6191130753795635,5
12972,9a586375-65cf-3190-b283-e1057329a4df,0.0001383333333333,0.05,900.0,8,default,outlier,outlier,47.0,1.0,45.0,E,45,124,0.06262626262626263,14,14,16,0.6191130753795635,5
12972,9a586375-65cf-3190-b283-e1057329a4df,0.0001383333333333,0.05,900.0,8,default,outlier,outlier,47.0,1.0,45.0,E,45,124,0.06262626262626263,14,14,16,0.6191130753795635,5
12972,9a586375-65cf-3190-b283-e1057329a4df,0.0001383333333333,0.05,900.0,8,default,outlier,outlier,47.0,1.0,45.0,E,45,124,0.06262626262626263,14,14,16,0.6191130753795635,5
7821,73d9a3f6-3293-3241-99dd-eb1ed39efd62,2.7329133333333333,0.1083333333333333,600.0,98385,default,outlier,outlier,1.0,1.0,65.0,E,65,166,0.03990384615384615,8,15,11,0.6189491012353764,4
9600,5b48a773-3e4c-3f17-a481-3cd8637c78c8,0.920758208955224,0.1940298507462686,335.0,18508,default,outlier,outlier,1.0,1.0,65.0,E,65,150,0.036057692307692304,18,9,8,0.6174501041939254,4
14823,46b66c5a-71cd-3e23-aa8a-246ca07cc648,0.5890586797066014,0.1687041564792176,409.0,14456,default,outlier,outlier,1.0,1.0,69.0,E,69,168,0.03580562659846547,17,10,7,0.6174501041939254,4
12553,cdf8cd15-416a-366f-8abd-a85a0350bdb5,1.74258,0.19,300.0,31367,default,outlier,outlier,1.0,1.0,57.0,E,57,134,0.041979949874686714,14,9,8,0.6174501041939254,2
10122,50de1e47-6ef5-3057-914e-3130f4f3d2e1,0.4964311926605504,0.1353211009174312,436.0,12987,default,outlier,outlier,2.0,1.0,59.0,E,59,131,0.03828170660432496,14,9,6,0.6174501041939254,2
11303,1c19620c-4a38-3cf7-9c43-245166500db7,0.6080758807588076,0.1463414634146341,369.0,13463,default,outlier,outlier,2.0,1.0,54.0,E,54,145,0.0506638714185884,16,10,8,0.6174501041939254,3
852,ed2179a9-39f8-361c-9c3b-f7d37c866eb8,4.729661337209302,0.1860465116279069,344.0,97621,default,outlier,outlier,1.0,1.0,64.0,E,64,145,0.035962301587301584,17,10,5,0.6174501041939254,4
7459,8d3c4743-8302-3ad9-9981-01415cc4053b,2.798990909090909,0.1766233766233766,385.0,64657,default,outlier,outlier,1.0,1.0,68.0,E,68,144,0.03160667251975417,15,10,8,0.6174501041939254,4
17612,150828c3-d2ca-3aa2-ac30-e5c85e14c800,0.46835625,0.16875,320.0,8993,default,outlier,outlier,2.0,1.0,54.0,E,54,137,0.04786862334032145,14,9,7,0.6174501041939254,2
13599,481ad04e-acd3-3d62-8c1a-8e877b8e270d,1.0797837837837838,0.1523341523341523,407.0,26369,default,outlier,outlier,2.0,1.0,62.0,E,62,137,0.03622421998942359,18,11,7,0.6174501041939254,4
323,ad62600f-b36f-3ae7-a210-5e5d6b78ec60,1.2299797160243409,0.1257606490872211,493.0,36383,default,outlier,outlier,1.0,1.0,62.0,E,62,169,0.0446853516657853,17,11,8,0.6174501041939254,4
15028,7310f651-3ca0-3916-9614-8d4a58ef889e,0.8459893048128342,0.1497326203208556,374.0,18984,default,outlier,outlier,1.0,1.0,56.0,E,56,135,0.04383116883116883,14,11,8,0.6174501041939254,2
2122,68c0e0de-cec8-34b2-a725-ebc31a6e920b,0.3385271028037383,0.114018691588785,535.0,10867,default,outlier,outlier,1.0,1.0,61.0,E,61,131,0.03579234972677595,14,11,6,0.6174501041939254,3
3831,f038c87f-ed92-31a4-9f14-93ae72af10d3,2.403911838790932,0.1511335012594458,397.0,57262,default,outlier,outlier,1.0,1.0,60.0,E,60,150,0.0423728813559322,18,10,8,0.6174501041939254,4
11414,4baf17e0-be0c-3766-9bd3-d0b18f8e5ac1,2.89297442455243,0.1764705882352941,391.0,67870,default,outlier,outlier,1.0,1.0,69.0,E,69,169,0.036018755328218244,18,11,8,0.6174501041939254,4
6611,b9fe41d9-7388-399b-b90a-43076d6913b0,1.9293984962406017,0.1453634085213032,399.0,46190,default,outlier,outlier,1.0,1.0,58.0,E,58,141,0.0426497277676951,16,11,5,0.6174501041939254,3
13272,064308d5-1868-329a-b8f6-15420d0d5546,0.8414236311239194,0.2017291066282421,347.0,17519,default,outlier,outlier,2.0,1.0,70.0,E,70,153,0.031677018633540374,15,11,8,0.617428944019412,4
13271,064308d5-1868-329a-b8f6-15420d0d5546,0.8414236311239194,0.2017291066282421,347.0,17519,default,outlier,outlier,2.0,1.0,70.0,E,70,153,0.031677018633540374,15,11,8,0.617428944019412,4
13271,064308d5-1868-329a-b8f6-15420d0d5546,0.8414236311239194,0.2017291066282421,347.0,17519,default,outlier,outlier,2.0,1.0,70.0,E,70,153,0.031677018633540374,15,11,8,0.617428944019412,4
13271,064308d5-1868-329a-b8f6-15420d0d5546,0.8414236311239194,0.2017291066282421,347.0,17519,default,outlier,outlier,2.0,1.0,70.0,E,70,153,0.031677018633540374,15,11,8,0.617428944019412,4
13270,064308d5-1868-329a-b8f6-15420d0d5546,0.8414236311239194,0.2017291066282421,347.0,17519,default,outlier,outlier,2.0,1.0,70.0,E,70,153,0.031677018633540374,15,11,8,0.617428944019412,4
13270,064308d5-1868-329a-b8f6-15420d0d5546,0.8414236311239194,0.2017291066282421,347.0,17519,default,outlier,outlier,2.0,1.0,70.0,E,70,153,0.031677018633540374,15,11,8,0.617428944019412,4
9870,739aa3d9-5c09-33a6-be86-d161fe0e4c3c,3.69034429065744,0.2422145328719723,289.0,63991,default,outlier,outlier,2.0,1.0,70.0,E,69,140,0.029838022165387893,16,10,8,0.617428944019412,4
13270,064308d5-1868-329a-b8f6-15420d0d5546,0.8414236311239194,0.2017291066282421,347.0,17519,default,outlier,outlier,2.0,1.0,70.0,E,70,153,0.031677018633540374,15,11,8,0.617428944019412,4
13270,064308d5-1868-329a-b8f6-15420d0d5546,0.8414236311239194,0.2017291066282421,347.0,17519,default,outlier,outlier,2.0,1.0,70.0,E,70,153,0.031677018633540374,15,11,8,0.617428944019412,4
14932,6a215ee2-6db5-39a3-9453-3ec287aee319,6.335152097902098,0.2342657342657342,286.0,108712,default,outlier,outlier,1.0,1.0,67.0,E,66,136,0.031701631701631705,15,11,6,0.617428944019412,4
13272,064308d5-1868-329a-b8f6-15420d0d5546,0.8414236311239194,0.2017291066282421,347.0,17519,default,outlier,outlier,2.0,1.0,70.0,E,70,153,0.031677018633540374,15,11,8,0.617428944019412,4
